YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,WS2M,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_RANGE,WD10M,WS50M,WS50M_RANGE,WD50M
1995,6,9,7.2,7.2,0.62,399.7,145.0,-999.0,-999.0,-999.0,-999.0,4.79,24.29,17.11,20.69,25.9,8.74,28.8,20.05,12.33,67.56,0.12,100.52,6.02,3.6,57.0,7.55,2.54,57.19
1995,6,10,5.95,7.56,0.52,400.4,122.5,-999.0,-999.0,-999.0,-999.0,4.88,23.65,17.69,20.67,25.45,8.46,28.33,19.87,12.7,71.75,0.01,100.57,6.11,5.15,64.81,7.52,4.45,65.25
1995,6,11,6.0,7.39,0.52,392.1,121.6,-999.0,-999.0,-999.0,-999.0,4.23,24.15,16.14,20.15,26.15,10.34,29.67,19.33,11.54,64.19,1.16,100.39,5.27,3.46,65.44,6.48,3.14,64.88
1995,6,12,5.54,6.8,0.48,405.7,114.3,-999.0,-999.0,-999.0,-999.0,3.67,24.29,15.83,20.06,26.17,10.84,30.08,19.24,11.35,62.75,0.0,100.22,4.62,6.22,80.31,5.61,7.05,81.12
1995,6,13,7.58,7.57,0.66,392.0,153.5,-999.0,-999.0,-999.0,-999.0,3.53,24.88,16.4,20.64,26.89,8.85,29.46,20.61,11.66,61.62,1.69,100.69,4.41,2.55,62.5,5.59,2.98,62.06
1995,6,14,7.73,7.73,0.67,381.6,154.5,-999.0,-999.0,-999.0,-999.0,3.21,25.94,14.8,20.37,28.0,11.6,31.84,20.25,10.62,54.12,0.06,100.91,4.06,4.21,123.44,5.22,5.59,125.12
1995,6,15,6.83,6.53,0.59,412.0,138.1,-999.0,-999.0,-999.0,-999.0,3.13,27.23,13.69,20.47,28.92,14.23,35.15,20.91,10.07,48.06,0.0,100.73,3.98,7.02,140.12,5.03,8.45,140.31
1995,6,16,7.47,7.64,0.65,411.6,150.8,-999.0,-999.0,-999.0,-999.0,5.5,26.9,16.69,21.8,28.22,11.74,34.23,22.49,12.21,59.12,0.0,100.72,6.93,5.8,74.75,8.4,5.91,76.12
1995,6,17,6.18,7.32,0.54,414.2,128.5,-999.0,-999.0,-999.0,-999.0,6.49,24.69,18.27,21.48,26.37,7.32,28.87,21.55,13.12,69.56,0.0,100.8,8.12,4.46,54.38,9.48,4.44,54.94
1995,6,18,7.82,7.75,0.68,393.8,158.1,-999.0,-999.0,-999.0,-999.0,4.83,25.11,15.52,20.31,27.08,9.24,30.21,20.97,11.11,58.81,0.0,101.06,6.0,5.31,63.44,7.2,5.81,62.62
1995,6,19,6.69,7.98,0.59,381.5,136.2,-999.0,-999.0,-999.0,-999.0,2.86,24.9,14.37,19.63,27.3,10.76,30.0,19.25,10.31,55.06,0.0,101.22,3.59,2.62,75.0,4.39,3.86,74.19
1995,6,20,7.42,7.42,0.65,379.0,148.5,-999.0,-999.0,-999.0,-999.0,3.34,24.65,15.86,20.26,27.19,8.59,29.18,20.58,11.29,61.06,0.0,101.31,4.13,4.16,90.56,4.96,4.3,89.81
1995,6,21,7.06,7.02,0.62,402.8,143.7,-999.0,-999.0,-999.0,-999.0,3.58,24.96,15.94,20.45,26.98,10.66,30.55,19.9,11.35,61.62,0.0,101.38,4.48,3.65,103.88,5.39,2.97,104.75
1995,6,22,6.96,6.95,0.61,408.8,142.2,-999.0,-999.0,-999.0,-999.0,2.84,26.51,15.76,21.13,29.08,12.27,32.75,20.48,11.41,57.5,0.0,100.94,3.56,4.92,115.19,4.43,6.41,116.25
1995,6,23,6.84,6.84,0.59,409.3,138.3,-999.0,-999.0,-999.0,-999.0,2.38,30.01,11.99,21.0,30.65,17.54,38.6,21.07,9.34,42.19,0.0,100.16,3.16,4.74,211.0,4.45,6.08,210.31
1995,6,24,6.65,6.33,0.58,425.8,135.3,-999.0,-999.0,-999.0,-999.0,4.79,26.56,18.65,22.61,28.76,9.16,32.3,23.15,13.61,64.81,0.0,100.2,5.93,4.09,65.56,6.84,4.59,66.5
1995,6,25,5.95,5.89,0.52,428.8,121.1,-999.0,-999.0,-999.0,-999.0,4.89,27.05,20.76,23.9,28.4,10.45,33.08,22.63,15.56,72.5,1.35,100.07,6.16,4.8,70.12,7.53,3.84,71.31
1995,6,26,5.74,5.74,0.5,435.5,117.0,-999.0,-999.0,-999.0,-999.0,2.46,32.53,15.33,23.93,31.94,20.88,43.91,23.03,11.78,47.88,0.0,100.01,3.16,5.76,105.94,4.02,6.98,108.81
1995,6,27,5.68,5.7,0.49,440.7,116.4,-999.0,-999.0,-999.0,-999.0,3.59,32.3,9.78,21.04,32.12,17.09,41.27,24.19,8.48,32.56,0.01,100.24,4.68,5.41,186.94,6.14,8.17,186.88
1995,6,28,6.34,6.92,0.55,433.1,129.9,-999.0,-999.0,-999.0,-999.0,4.82,26.33,17.81,22.07,28.61,7.61,30.81,23.2,12.88,62.19,0.0,100.57,5.93,2.77,78.25,6.8,3.17,78.31
1995,6,29,7.27,7.3,0.63,413.0,147.3,-999.0,-999.0,-999.0,-999.0,4.21,26.1,17.63,21.87,28.23,8.66,30.68,22.02,12.76,63.19,0.03,100.52,5.22,2.7,84.81,6.33,1.48,85.06
1995,6,30,7.68,7.5,0.67,392.4,153.8,-999.0,-999.0,-999.0,-999.0,4.25,26.01,18.28,22.15,28.35,8.63,30.63,22.0,13.12,64.88,0.0,100.8,5.23,3.57,80.31,6.27,2.7,80.19
1995,7,1,7.66,7.49,0.67,409.9,157.2,-999.0,-999.0,-999.0,-999.0,3.23,26.56,17.98,22.27,29.2,9.98,31.84,21.86,12.88,62.19,0.0,100.96,3.98,3.98,88.12,4.64,3.42,87.88
1995,7,2,7.31,7.31,0.64,411.7,149.6,-999.0,-999.0,-999.0,-999.0,3.52,27.9,16.54,22.22,30.19,13.05,35.11,22.06,11.96,55.38,0.0,100.7,4.4,5.3,110.69,5.32,5.84,111.75
1995,7,3,5.59,6.31,0.49,437.3,116.3,-999.0,-999.0,-999.0,-999.0,3.13,29.75,16.36,23.05,31.23,15.3,37.6,22.31,12.33,52.88,0.02,100.22,3.99,4.58,110.31,5.05,5.09,113.12
1995,7,4,6.38,6.33,0.55,415.6,129.1,-999.0,-999.0,-999.0,-999.0,5.59,27.9,17.64,22.76,29.71,8.98,33.17,24.19,12.88,56.88,0.03,100.48,6.97,8.88,53.44,7.93,9.95,54.5
1995,7,5,5.84,7.28,0.51,439.2,121.1,-999.0,-999.0,-999.0,-999.0,4.45,27.41,18.9,23.15,29.38,9.66,32.8,23.13,13.85,63.5,0.0,100.68,5.52,4.72,66.06,6.56,5.05,66.0
1995,7,6,7.3,6.67,0.64,418.5,147.9,-999.0,-999.0,-999.0,-999.0,6.09,26.61,16.58,21.6,28.52,7.96,31.27,23.31,11.9,56.94,0.0,100.85,7.55,3.68,63.88,8.83,3.54,63.44
1995,7,7,6.33,6.35,0.55,402.9,126.9,-999.0,-999.0,-999.0,-999.0,5.05,25.51,17.22,21.37,27.76,6.78,29.56,22.78,12.27,61.88,0.0,100.9,6.2,2.74,79.88,7.26,1.27,80.31
1995,7,8,6.0,5.98,0.52,405.0,122.1,-999.0,-999.0,-999.0,-999.0,4.81,25.33,18.23,21.78,27.45,8.38,30.06,21.68,13.12,67.5,0.0,100.9,5.97,4.3,84.69,7.15,2.95,85.38
1995,7,9,6.1,5.95,0.54,415.8,124.1,-999.0,-999.0,-999.0,-999.0,4.8,26.58,19.99,23.29,28.58,13.14,34.65,21.51,14.65,71.12,0.0,100.75,5.97,4.34,85.69,7.17,4.2,87.19
1995,7,10,6.77,6.76,0.59,421.6,139.3,-999.0,-999.0,-999.0,-999.0,4.05,26.74,21.33,24.04,28.87,9.48,32.1,22.62,15.93,75.0,0.0,100.38,5.02,2.72,56.31,5.99,1.83,56.81
1995,7,11,5.98,6.14,0.53,410.3,121.6,-999.0,-999.0,-999.0,-999.0,4.78,26.18,19.86,23.02,28.47,8.69,31.05,22.37,14.65,71.12,0.0,100.23,5.88,2.33,50.88,6.84,1.96,50.19
1995,7,12,6.37,6.36,0.56,394.1,129.6,-999.0,-999.0,-999.0,-999.0,4.66,26.52,18.75,22.63,28.64,8.63,31.12,22.48,13.61,65.06,0.0,100.48,5.73,4.89,64.25,6.8,4.47,63.44
1995,7,13,7.09,7.14,0.62,396.8,143.3,-999.0,-999.0,-999.0,-999.0,3.44,26.86,19.11,22.98,29.51,9.19,31.78,22.59,13.92,65.5,0.0,100.74,4.21,4.48,78.94,4.91,3.37,78.69
1995,7,14,7.07,7.1,0.62,405.7,143.6,-999.0,-999.0,-999.0,-999.0,3.18,27.44,19.91,23.68,30.08,9.38,32.34,22.97,14.59,66.5,0.0,100.85,3.91,4.01,87.62,4.52,3.11,86.81
1995,7,15,7.26,7.38,0.64,412.7,147.6,-999.0,-999.0,-999.0,-999.0,3.14,27.84,18.93,23.38,30.56,8.81,32.51,23.7,13.73,61.19,0.7,100.83,3.81,3.09,88.88,4.38,2.47,88.25
1995,7,16,7.37,7.44,0.66,398.8,148.7,-999.0,-999.0,-999.0,-999.0,2.98,28.16,17.86,23.01,30.61,9.04,32.62,23.58,12.76,55.5,0.05,100.78,3.66,3.29,85.19,4.36,3.5,84.25
1995,7,17,7.38,7.38,0.66,381.9,146.1,-999.0,-999.0,-999.0,-999.0,2.26,29.11,16.14,22.62,31.69,10.32,34.08,23.76,11.54,48.0,0.0,100.72,2.84,3.86,103.06,3.52,5.35,101.25
1995,7,18,7.41,7.41,0.66,402.9,149.2,-999.0,-999.0,-999.0,-999.0,2.27,30.19,14.07,22.12,32.3,11.48,35.58,24.1,10.25,40.19,0.0,100.8,2.93,2.94,120.75,3.82,4.87,120.19
1995,7,19,7.35,7.35,0.66,415.2,150.9,-999.0,-999.0,-999.0,-999.0,3.64,29.91,16.93,23.42,31.98,10.25,35.42,25.17,12.33,49.62,0.0,100.99,4.55,6.08,71.06,5.5,6.26,69.38
1995,7,20,5.55,6.74,0.5,406.1,114.1,-999.0,-999.0,-999.0,-999.0,3.97,28.24,17.91,23.08,30.52,9.2,32.89,23.69,12.94,56.75,0.0,101.07,4.91,4.38,55.25,5.96,3.89,54.75
1995,7,21,6.27,7.55,0.56,406.3,128.2,-999.0,-999.0,-999.0,-999.0,2.85,27.95,16.85,22.4,30.43,9.58,32.65,23.08,12.27,55.5,0.0,100.97,3.55,2.45,75.31,4.45,3.75,74.94
1995,7,22,6.85,6.85,0.62,386.3,136.8,-999.0,-999.0,-999.0,-999.0,2.24,28.34,16.7,22.52,30.91,10.2,33.42,23.23,12.02,52.75,0.0,100.78,2.78,3.38,107.5,3.43,4.78,106.94
1995,7,23,6.77,6.77,0.61,386.1,134.4,-999.0,-999.0,-999.0,-999.0,1.85,29.78,14.9,22.34,32.11,10.61,35.05,24.44,10.74,43.69,0.0,100.66,2.33,2.79,98.56,2.94,4.78,96.12
1995,7,24,6.64,6.64,0.6,404.5,133.8,-999.0,-999.0,-999.0,-999.0,2.91,29.58,18.48,24.03,32.17,9.87,34.65,24.8,13.43,54.69,0.0,100.73,3.62,4.51,73.69,4.21,4.54,72.19
1995,7,25,6.9,6.83,0.62,394.2,137.5,-999.0,-999.0,-999.0,-999.0,3.45,28.76,18.77,23.76,31.11,8.8,33.27,24.48,13.73,58.0,0.0,100.75,4.24,3.59,88.5,5.28,2.8,88.94
1995,7,26,7.34,6.92,0.66,387.4,145.5,-999.0,-999.0,-999.0,-999.0,3.71,28.44,17.86,23.15,30.5,9.42,33.33,23.91,13.06,57.31,0.0,100.86,4.62,3.48,110.31,5.86,2.84,110.19
1995,7,27,6.7,6.69,0.61,393.5,133.7,-999.0,-999.0,-999.0,-999.0,2.77,29.65,17.97,23.8,31.79,11.88,35.8,23.93,13.12,54.69,0.0,100.95,3.51,3.59,100.12,4.35,4.18,100.88
1995,7,28,6.24,6.24,0.57,418.7,127.9,-999.0,-999.0,-999.0,-999.0,1.66,31.38,13.23,22.3,33.77,14.52,38.41,23.9,10.13,39.69,0.0,100.79,2.27,3.82,148.19,3.16,6.72,151.69
1995,7,29,6.65,6.53,0.6,423.2,136.6,-999.0,-999.0,-999.0,-999.0,2.73,30.49,16.76,23.63,33.3,10.88,36.33,25.45,12.39,46.81,0.0,100.48,3.38,5.76,116.69,3.81,6.56,114.94
1995,7,30,7.13,6.55,0.65,409.0,144.3,-999.0,-999.0,-999.0,-999.0,4.14,29.72,20.13,24.93,31.77,8.33,34.18,25.85,14.95,59.25,0.0,100.3,5.11,4.21,85.69,6.13,2.77,86.12
1995,7,31,7.62,7.07,0.7,416.9,154.0,-999.0,-999.0,-999.0,-999.0,3.7,29.32,20.15,24.73,31.98,8.94,33.99,25.05,14.89,60.38,0.05,100.3,4.54,3.17,83.12,5.34,3.87,82.81
1995,8,1,6.84,6.84,0.62,419.5,139.8,-999.0,-999.0,-999.0,-999.0,3.04,29.99,19.78,24.89,32.96,10.49,35.34,24.86,14.65,58.31,0.01,100.53,3.73,4.77,97.88,4.34,5.91,97.75
1995,8,2,6.63,6.63,0.61,421.8,135.5,-999.0,-999.0,-999.0,-999.0,2.79,32.16,19.2,25.68,34.86,13.65,39.33,25.69,14.53,53.31,0.01,100.48,3.47,4.34,122.25,4.23,5.14,124.62
1995,8,3,6.86,6.8,0.63,418.4,140.5,-999.0,-999.0,-999.0,-999.0,4.54,29.82,21.29,25.55,32.15,8.05,34.5,26.44,16.17,64.06,0.23,100.34,5.54,2.68,76.5,6.36,2.45,76.25
1995,8,4,6.8,6.75,0.62,416.0,137.5,-999.0,-999.0,-999.0,-999.0,4.05,29.25,20.39,24.82,31.58,9.32,34.28,24.96,15.08,61.44,0.47,100.37,4.98,5.25,93.44,5.83,4.86,93.88
1995,8,5,7.06,7.17,0.66,414.3,143.1,-999.0,-999.0,-999.0,-999.0,4.21,29.72,21.16,25.44,31.9,9.62,35.05,25.43,15.81,63.31,0.06,100.7,5.18,4.89,95.19,6.18,4.02,95.94
1995,8,6,7.05,7.05,0.66,413.3,142.2,-999.0,-999.0,-999.0,-999.0,3.77,30.37,21.0,25.69,32.56,10.94,36.3,25.36,15.75,61.69,0.0,100.81,4.66,4.13,94.25,5.64,3.62,94.44
1995,8,7,6.54,6.54,0.61,420.7,132.4,-999.0,-999.0,-999.0,-999.0,4.19,31.72,20.3,26.01,33.49,12.15,38.43,26.28,15.26,55.69,0.0,100.57,5.24,6.02,102.19,6.42,5.76,103.44
1995,8,8,5.93,6.34,0.55,450.5,121.0,-999.0,-999.0,-999.0,-999.0,2.88,32.45,20.44,26.45,34.81,13.23,39.98,26.75,15.81,57.25,0.0,100.35,3.6,5.98,95.12,4.45,7.22,97.56
1995,8,9,6.7,6.7,0.63,423.1,135.6,-999.0,-999.0,-999.0,-999.0,2.97,32.47,21.14,26.8,34.62,12.71,39.63,26.92,16.48,59.19,0.0,100.45,3.7,4.69,81.62,4.55,5.8,82.12
1995,8,10,6.87,6.87,0.65,418.8,139.4,-999.0,-999.0,-999.0,-999.0,2.97,32.21,20.41,26.31,34.41,13.27,39.59,26.33,15.56,56.69,0.0,100.75,3.7,3.96,68.94,4.58,4.96,69.94
1995,8,11,6.45,6.4,0.61,426.7,131.6,-999.0,-999.0,-999.0,-999.0,2.42,32.59,20.69,26.64,34.81,13.11,39.4,26.28,15.75,56.19,0.04,101.02,3.09,5.17,72.88,3.88,6.61,72.56
1995,8,12,6.01,6.02,0.57,433.8,122.7,-999.0,-999.0,-999.0,-999.0,2.73,32.49,19.31,25.9,34.9,11.12,38.91,27.79,14.53,51.25,0.15,100.86,3.39,5.84,96.62,3.98,6.78,95.44
1995,8,13,6.37,6.75,0.6,422.1,131.4,-999.0,-999.0,-999.0,-999.0,4.64,29.57,19.23,24.4,31.95,6.75,33.39,26.64,14.22,56.62,0.16,100.72,5.65,6.98,60.19,6.41,7.19,59.31
1995,8,14,6.84,6.89,0.66,403.6,138.8,-999.0,-999.0,-999.0,-999.0,2.95,29.5,17.61,23.55,32.37,8.86,34.04,25.18,12.7,51.25,0.02,100.67,3.59,4.52,61.5,4.37,5.2,60.19
1995,8,15,6.44,6.44,0.62,418.4,131.3,-999.0,-999.0,-999.0,-999.0,2.81,31.01,19.47,25.24,33.68,9.62,35.94,26.31,14.28,53.06,2.23,100.69,3.48,4.95,124.31,4.45,6.95,126.56
1995,8,16,6.15,6.53,0.59,423.1,127.0,-999.0,-999.0,-999.0,-999.0,3.98,30.62,18.85,24.73,32.51,10.4,36.61,26.21,13.85,52.25,2.49,100.52,4.92,6.83,156.75,5.91,7.29,155.5
1995,8,17,6.31,6.31,0.61,411.2,129.0,-999.0,-999.0,-999.0,-999.0,3.48,28.83,18.22,23.52,31.56,6.99,32.54,25.54,13.18,54.19,0.23,100.54,4.23,2.89,78.44,5.05,4.75,77.75
1995,8,18,5.65,5.64,0.55,402.7,114.2,-999.0,-999.0,-999.0,-999.0,2.53,31.25,16.69,23.98,32.83,14.16,38.51,24.35,12.15,45.94,0.03,100.41,3.17,3.91,183.19,4.26,5.96,185.19
1995,8,19,4.38,6.84,0.42,444.0,92.7,-999.0,-999.0,-999.0,-999.0,3.41,31.29,15.87,23.58,32.31,8.69,35.99,27.31,11.84,43.06,0.18,100.61,4.3,5.11,181.69,5.52,6.25,180.25
1995,8,20,6.28,6.28,0.61,411.0,126.9,-999.0,-999.0,-999.0,-999.0,4.31,28.98,19.11,24.05,31.1,7.63,33.35,25.72,13.85,57.25,0.0,100.92,5.27,1.71,78.12,6.32,1.31,78.5
1995,8,21,5.97,6.22,0.59,419.5,121.5,-999.0,-999.0,-999.0,-999.0,3.6,28.59,19.47,24.03,30.18,7.27,32.16,24.89,14.16,59.5,0.0,100.73,4.45,4.76,93.31,5.48,5.29,93.19
1995,8,22,5.76,6.41,0.56,430.7,118.1,-999.0,-999.0,-999.0,-999.0,3.06,28.97,19.79,24.38,31.22,9.23,33.79,24.56,14.53,60.19,0.06,100.58,3.75,4.73,93.12,4.32,5.46,92.5
1995,8,23,6.25,6.31,0.62,427.1,127.0,-999.0,-999.0,-999.0,-999.0,4.93,29.01,22.33,25.68,30.68,7.46,33.21,25.76,16.97,69.31,0.37,100.48,6.09,4.45,74.69,7.27,3.26,74.81
1995,8,24,5.64,5.52,0.55,439.1,114.7,-999.0,-999.0,-999.0,-999.0,2.52,29.97,21.75,25.86,30.55,8.63,35.01,26.37,16.6,64.81,1.92,100.27,3.25,5.41,121.12,4.15,6.32,122.75
1995,8,25,6.5,7.13,0.65,426.8,132.4,-999.0,-999.0,-999.0,-999.0,4.7,27.91,19.33,23.62,29.74,6.73,31.56,24.83,14.04,60.81,1.79,100.7,5.78,4.64,60.31,6.73,5.37,60.12
1995,8,26,5.7,6.88,0.57,425.7,117.7,-999.0,-999.0,-999.0,-999.0,4.06,27.3,17.8,22.55,29.23,5.81,30.51,24.7,12.76,57.75,0.05,100.92,4.98,5.79,68.75,5.99,6.48,67.56
1995,8,27,6.53,6.61,0.66,389.5,131.9,-999.0,-999.0,-999.0,-999.0,1.92,27.83,15.55,21.69,30.42,9.56,32.59,23.02,11.11,49.75,0.0,100.87,2.45,2.32,98.88,3.23,3.56,111.0
1995,8,28,6.41,6.42,0.65,383.5,127.4,-999.0,-999.0,-999.0,-999.0,2.53,29.13,14.72,21.93,30.9,10.53,34.6,24.07,10.68,44.38,0.0,100.61,3.32,2.37,182.81,4.77,5.48,183.94
1995,8,29,6.06,7.19,0.62,400.3,124.0,-999.0,-999.0,-999.0,-999.0,4.65,27.58,15.81,21.7,29.74,7.07,31.58,24.51,11.41,51.0,0.0,100.81,5.74,5.98,89.19,7.04,7.24,87.5
1995,8,30,6.22,6.25,0.63,375.7,123.8,-999.0,-999.0,-999.0,-999.0,2.23,25.82,12.95,19.39,29.33,9.1,30.23,21.12,9.46,47.25,0.0,100.93,2.8,4.48,81.12,3.62,6.28,112.5
1995,8,31,5.69,5.97,0.58,402.3,115.4,-999.0,-999.0,-999.0,-999.0,3.51,27.36,17.76,22.56,30.08,8.62,32.09,23.48,12.76,57.19,0.0,100.78,4.3,5.3,79.38,5.0,5.76,79.94
1995,9,1,5.59,5.77,0.57,415.5,113.8,-999.0,-999.0,-999.0,-999.0,3.58,27.65,20.26,23.96,29.44,4.86,30.22,25.36,14.83,64.94,0.0,100.92,4.37,2.67,85.38,5.27,4.12,85.06
1995,9,2,6.7,6.77,0.69,409.8,136.1,-999.0,-999.0,-999.0,-999.0,2.27,29.62,19.22,24.42,31.93,10.28,35.0,24.72,14.1,57.38,0.0,101.01,2.89,4.04,134.69,3.77,5.72,139.12
1995,9,3,6.02,6.13,0.62,422.9,122.5,-999.0,-999.0,-999.0,-999.0,2.18,32.02,14.48,23.25,32.53,11.46,37.83,26.37,10.56,36.88,0.04,100.79,2.86,3.99,247.75,3.93,5.13,249.94
1995,9,4,6.25,6.26,0.65,411.8,126.0,-999.0,-999.0,-999.0,-999.0,3.97,29.53,19.66,24.59,30.89,7.93,34.16,26.23,14.59,57.38,0.0,100.4,4.96,7.23,127.44,5.7,6.78,113.44
1995,9,5,5.69,6.45,0.59,441.4,118.5,-999.0,-999.0,-999.0,-999.0,3.44,29.46,18.56,24.01,31.29,10.81,35.58,24.77,13.85,56.56,0.04,100.14,4.33,6.23,167.31,5.66,7.7,168.44
1995,9,6,5.35,5.5,0.56,433.7,109.2,-999.0,-999.0,-999.0,-999.0,2.38,29.09,12.93,21.01,30.43,8.9,34.01,25.11,9.77,40.06,0.1,100.39,3.04,4.23,281.56,4.2,5.57,283.5
1995,9,7,5.91,5.9,0.62,408.9,119.1,-999.0,-999.0,-999.0,-999.0,3.07,28.1,19.77,23.94,30.56,8.12,32.62,24.51,14.59,62.94,1.4,100.62,3.77,4.58,76.75,4.59,5.14,76.38
1995,9,8,6.18,6.18,0.66,394.6,121.9,-999.0,-999.0,-999.0,-999.0,2.66,29.4,19.69,24.54,31.55,12.36,36.1,23.75,14.65,61.44,0.0,100.69,3.32,3.52,121.75,4.32,4.81,123.19
1995,9,9,6.21,6.53,0.66,410.3,125.2,-999.0,-999.0,-999.0,-999.0,6.03,27.12,18.94,23.04,29.08,6.4,30.76,24.36,13.79,62.56,0.02,100.98,7.42,4.73,61.12,8.59,4.24,61.62
1995,9,10,6.14,6.68,0.66,413.6,124.2,-999.0,-999.0,-999.0,-999.0,4.81,26.49,20.18,23.33,28.38,7.22,30.58,23.37,14.77,69.19,0.15,100.71,5.95,4.58,76.94,7.23,3.02,77.75
1995,9,11,5.1,5.1,0.55,400.9,101.3,-999.0,-999.0,-999.0,-999.0,5.07,27.34,22.47,24.9,28.93,8.16,32.16,24.01,17.09,76.88,0.09,100.56,6.26,3.84,52.31,7.55,2.84,52.38
1995,9,12,4.97,5.01,0.54,419.9,100.1,-999.0,-999.0,-999.0,-999.0,4.07,27.15,22.98,25.06,29.04,6.82,31.12,24.3,17.58,79.75,0.49,100.71,4.98,3.07,64.75,5.98,3.25,65.25
1995,9,13,4.6,5.19,0.5,431.7,94.1,-999.0,-999.0,-999.0,-999.0,3.62,27.05,22.11,24.58,28.02,6.4,30.74,24.35,16.78,76.44,3.54,100.58,4.53,8.59,80.44,5.52,9.8,79.94
1995,9,14,5.06,5.09,0.55,400.7,101.5,-999.0,-999.0,-999.0,-999.0,4.44,24.54,13.94,19.23,26.8,7.2,28.54,21.33,10.07,54.06,0.09,101.02,5.49,7.34,43.31,6.76,9.16,42.12
1995,9,15,5.37,5.41,0.59,397.2,106.9,-999.0,-999.0,-999.0,-999.0,3.05,25.31,16.16,20.73,26.94,8.09,29.43,21.34,11.47,58.5,0.0,100.92,3.84,2.62,117.44,4.98,4.51,118.69
1995,9,16,0.68,6.07,0.08,423.0,15.9,-999.0,-999.0,-999.0,-999.0,3.39,26.53,19.9,23.22,27.69,6.09,30.24,24.15,14.59,68.19,0.66,100.66,4.24,4.1,95.25,5.37,4.09,95.56
1995,9,17,5.59,5.82,0.62,422.6,113.1,-999.0,-999.0,-999.0,-999.0,4.66,27.12,19.77,23.44,28.19,7.73,31.36,23.63,14.53,66.56,1.55,100.72,5.77,4.9,66.62,7.02,4.17,67.0
1995,9,18,3.87,4.48,0.44,429.4,80.3,-999.0,-999.0,-999.0,-999.0,2.24,28.3,20.7,24.5,29.07,11.13,34.61,23.48,15.38,66.75,1.66,100.71,2.88,5.09,145.0,3.91,7.29,144.31
1995,9,19,5.05,5.7,0.57,437.8,102.1,-999.0,-999.0,-999.0,-999.0,1.48,28.68,19.64,24.16,28.73,8.96,33.72,24.76,14.59,61.81,3.76,100.61,2.11,3.23,169.25,3.03,4.09,182.94
1995,9,20,4.08,6.25,0.47,433.2,84.8,-999.0,-999.0,-999.0,-999.0,1.35,28.76,17.85,23.3,28.46,9.3,33.9,24.59,12.94,53.56,5.03,100.5,1.83,3.06,137.38,2.57,2.96,158.0
1995,9,21,1.96,6.07,0.23,413.5,42.7,-999.0,-999.0,-999.0,-999.0,3.22,26.31,18.85,22.58,27.44,6.2,30.03,23.83,13.67,64.69,3.65,100.73,4.06,5.57,137.25,4.81,7.17,138.38
1995,9,22,3.17,5.37,0.37,406.0,64.6,-999.0,-999.0,-999.0,-999.0,3.96,25.19,20.86,23.02,26.07,5.73,28.58,22.84,15.38,77.62,10.55,100.89,4.92,3.17,89.19,6.2,2.66,90.5
1995,9,23,4.53,6.03,0.52,407.5,92.6,-999.0,-999.0,-999.0,-999.0,2.87,24.37,18.89,21.63,25.08,4.26,26.85,22.59,13.67,72.56,10.1,100.84,3.61,3.15,39.44,4.88,4.78,40.0
1995,9,24,1.92,5.77,0.23,415.1,41.3,-999.0,-999.0,-999.0,-999.0,2.38,22.57,18.93,20.75,23.72,3.25,24.76,21.51,13.61,80.06,8.16,100.8,2.98,3.97,135.88,3.99,5.51,121.25
1995,9,25,2.54,5.73,0.3,418.2,54.6,-999.0,-999.0,-999.0,-999.0,4.95,21.11,17.08,19.09,22.15,1.82,21.94,20.12,12.15,77.88,15.06,100.81,6.13,3.43,45.12,7.55,2.94,45.69
1995,9,26,2.89,5.67,0.34,413.7,61.6,-999.0,-999.0,-999.0,-999.0,5.83,21.93,17.8,19.86,22.83,2.62,23.48,20.86,12.7,77.75,6.64,100.87,7.27,2.55,44.44,8.93,2.02,45.12
1995,9,27,4.83,5.66,0.58,397.9,97.8,-999.0,-999.0,-999.0,-999.0,4.95,21.27,15.99,18.63,22.18,6.2,24.34,18.15,11.35,72.81,19.05,100.95,6.17,4.6,328.44,7.81,4.42,328.81
1995,9,28,5.21,5.46,0.62,377.3,103.9,-999.0,-999.0,-999.0,-999.0,3.52,21.4,13.46,17.43,22.38,9.6,26.5,16.9,9.64,63.25,6.38,101.15,4.53,2.95,323.81,6.1,4.5,324.25
1995,9,29,5.22,5.59,0.63,368.1,104.4,-999.0,-999.0,-999.0,-999.0,2.55,23.12,12.06,17.58,24.01,10.9,28.96,18.06,8.85,52.44,0.0,101.15,3.33,1.49,285.19,4.56,3.93,285.69
1995,9,30,4.92,4.93,0.6,372.3,97.5,-999.0,-999.0,-999.0,-999.0,1.8,23.15,15.79,19.47,25.17,8.95,27.98,19.03,11.23,65.62,0.0,101.1,2.46,2.83,104.69,3.24,4.63,104.31
1995,10,1,4.9,4.91,0.6,382.2,97.6,-999.0,-999.0,-999.0,-999.0,2.12,23.66,17.29,20.48,25.27,8.59,28.25,19.65,12.27,69.44,0.01,101.22,2.71,2.98,110.38,3.5,4.95,110.0
