"DATETIME,TIME,LON,LAT,CO2_PPMV_UPPERTROP"
"""MAR-2013"",126,10.5,33.5,395.249"
"""APR-2013"",127,10.5,33.5,396.298"
"""MAY-2013"",128,10.5,33.5,396.31"
"""JUN-2013"",129,10.5,33.5,397.542"
"""JUL-2013"",130,10.5,33.5,396.215"
"""AUG-2013"",131,10.5,33.5,395.012"
"""SEP-2013"",132,10.5,33.5,393.987"
"""OCT-2013"",133,10.5,33.5,395.255"
"""NOV-2013"",134,10.5,33.5,395.338"
"""DEC-2013"",135,10.5,33.5,395.432"
"""JAN-2014"",136,10.5,33.5,396.234"
"""FEB-2014"",137,10.5,33.5,397.047"
"""MAR-2014"",138,10.5,33.5,397.738"
"""APR-2014"",139,10.5,33.5,398.368"
"""MAY-2014"",140,10.5,33.5,398.526"
"""JUN-2014"",141,10.5,33.5,398.357"
"""JUL-2014"",142,10.5,33.5,397.895"
"""AUG-2014"",143,10.5,33.5,396.412"
"""SEP-2014"",144,10.5,33.5,396.214"
"""OCT-2014"",145,10.5,33.5,396.439"
"""NOV-2014"",146,10.5,33.5,396.151"
"""DEC-2014"",147,10.5,33.5,397.476"
"""JAN-2015"",148,10.5,33.5,398.787"
"""FEB-2015"",149,10.5,33.5,398.094"
"""MAR-2015"",150,10.5,33.5,399.079"
"""APR-2015"",151,10.5,33.5,400.591"
"""MAY-2015"",152,10.5,33.5,401.048"
"""JUN-2015"",153,10.5,33.5,401.208"
"""JUL-2015"",154,10.5,33.5,400.494"
"""AUG-2015"",155,10.5,33.5,398.93"
"""SEP-2015"",156,10.5,33.5,398.919"
"""OCT-2015"",157,10.5,33.5,398.954"
"""NOV-2015"",158,10.5,33.5,399.236"
"""DEC-2015"",159,10.5,33.5,400.407"
"""JAN-2016"",160,10.5,33.5,400.707"
"""FEB-2016"",161,10.5,33.5,401.237"
"""MAR-2016"",162,10.5,33.5,403.32"
"""APR-2016"",163,10.5,33.5,402.554"
"""MAY-2016"",164,10.5,33.5,402.656"
"""JUN-2016"",165,10.5,33.5,404.311"
"""JUL-2016"",166,10.5,33.5,403.544"
"""AUG-2016"",167,10.5,33.5,402.41"
"""SEP-2016"",168,10.5,33.5,401.318"
"""OCT-2016"",169,10.5,33.5,401.645"
"""NOV-2016"",170,10.5,33.5,401.383"
"""DEC-2016"",171,10.5,33.5,401.951"
"""JAN-2017"",172,10.5,33.5,403.396"
"""FEB-2017"",173,10.5,33.5,403.617"
"""MAR-2017"",174,10.5,33.5,403.763"
"""APR-2017"",175,10.5,33.5,404.575"
"""MAY-2017"",176,10.5,33.5,404.786"
"""JUN-2017"",177,10.5,33.5,406.502"
"""JUL-2017"",178,10.5,33.5,405.157"
"""AUG-2017"",179,10.5,33.5,404.425"
"""SEP-2017"",180,10.5,33.5,402.924"
"""OCT-2017"",181,10.5,33.5,403.488"
"""NOV-2017"",182,10.5,33.5,403.831"
"""DEC-2017"",183,10.5,33.5,403.71"
"""JAN-2018"",184,10.5,33.5,405.254"
"""FEB-2018"",185,10.5,33.5,404.907"
