YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,WS2M
1990,6,28,6.82,6.82,0.59,391.9,135.8,-999.0,-999.0,-999.0,-999.0,3.69
1990,6,29,6.78,6.78,0.59,405.8,137.1,-999.0,-999.0,-999.0,-999.0,3.55
1990,6,30,6.44,6.44,0.56,398.3,129.4,-999.0,-999.0,-999.0,-999.0,3.18
1990,7,1,6.8,6.8,0.59,389.7,135.9,-999.0,-999.0,-999.0,-999.0,1.84
1990,7,2,7.01,6.82,0.62,414.9,141.5,-999.0,-999.0,-999.0,-999.0,3.59
1990,7,3,7.34,6.96,0.64,400.0,146.4,-999.0,-999.0,-999.0,-999.0,1.81
1990,7,4,6.01,6.76,0.52,421.2,123.9,-999.0,-999.0,-999.0,-999.0,4.7
1990,7,5,7.17,7.18,0.62,384.9,143.6,-999.0,-999.0,-999.0,-999.0,3.7
1990,7,6,6.93,6.94,0.61,388.0,139.5,-999.0,-999.0,-999.0,-999.0,3.13
1990,7,7,7.0,7.0,0.62,392.8,141.6,-999.0,-999.0,-999.0,-999.0,4.6
1990,7,8,6.7,6.66,0.59,398.2,137.0,-999.0,-999.0,-999.0,-999.0,3.84
1990,7,9,7.34,6.94,0.65,406.9,151.0,-999.0,-999.0,-999.0,-999.0,3.27
1990,7,10,6.88,6.91,0.6,388.7,138.5,-999.0,-999.0,-999.0,-999.0,2.75
1990,7,11,6.51,6.48,0.57,401.9,133.0,-999.0,-999.0,-999.0,-999.0,3.36
1990,7,12,6.35,6.18,0.56,409.1,129.9,-999.0,-999.0,-999.0,-999.0,4.47
1990,7,13,6.13,6.3,0.54,429.9,127.0,-999.0,-999.0,-999.0,-999.0,5.1
1990,7,14,6.2,6.23,0.55,397.8,125.6,-999.0,-999.0,-999.0,-999.0,3.88
1990,7,15,6.86,6.86,0.61,376.7,137.1,-999.0,-999.0,-999.0,-999.0,2.84
1990,7,16,7.19,6.6,0.64,393.7,144.9,-999.0,-999.0,-999.0,-999.0,3.78
1990,7,17,6.2,6.17,0.55,410.2,127.9,-999.0,-999.0,-999.0,-999.0,3.27
