"DATETIME,TIME,LON,LAT,CO2_PPMV_UPPERTROP"
"""JAN-2022"",232,9.5,36.5,412.591"
"""FEB-2022"",233,9.5,36.5,412.726"
"""MAR-2022"",234,9.5,36.5,413.027"
"""APR-2022"",235,9.5,36.5,413.524"
"""MAY-2022"",236,9.5,36.5,414.481"
"""JUN-2022"",237,9.5,36.5,415.047"
"""JUL-2022"",238,9.5,36.5,415.633"
"""AUG-2022"",239,9.5,36.5,414.57"
"""SEP-2022"",240,9.5,36.5,412.545"
"""OCT-2022"",241,9.5,36.5,413.961"
"""NOV-2022"",242,9.5,36.5,413.849"
"""DEC-2022"",243,9.5,36.5,414.313"
"""JAN-2023"",244,9.5,36.5,414.147"
"""FEB-2023"",245,9.5,36.5,414.554"
"""MAR-2023"",246,9.5,36.5,415.143"
"""APR-2023"",247,9.5,36.5,415.82"
"""MAY-2023"",248,9.5,36.5,414.309"
"""JUN-2023"",249,9.5,36.5,416.202"
"""JUL-2023"",250,9.5,36.5,416.852"
"""AUG-2023"",251,9.5,36.5,416.278"
