"DATETIME,TIME,LON,LAT,PRECIP"
"""APR-2013"",77887,8.75,36.25,1.58158"
"""MAY-2013"",77917,8.75,36.25,0.544357"
"""JUN-2013"",77948,8.75,36.25,0.086768"
"""JUL-2013"",77978,8.75,36.25,0.65815"
"""AUG-2013"",78009,8.75,36.25,1.9028"
"""SEP-2013"",78040,8.75,36.25,1.84457"
"""OCT-2013"",78070,8.75,36.25,1.28983"
"""NOV-2013"",78101,8.75,36.25,3.5058"
"""DEC-2013"",78131,8.75,36.25,1.98784"
"""JAN-2014"",78162,8.75,36.25,2.28734"
"""FEB-2014"",78193,8.75,36.25,1.73655"
"""MAR-2014"",78221,8.75,36.25,3.46179"
"""APR-2014"",78252,8.75,36.25,0.902022"
"""MAY-2014"",78282,8.75,36.25,1.21311"
"""JUN-2014"",78313,8.75,36.25,0.730948"
"""JUL-2014"",78343,8.75,36.25,0.320704"
"""AUG-2014"",78374,8.75,36.25,0.258449"
"""SEP-2014"",78405,8.75,36.25,0.985051"
"""OCT-2014"",78435,8.75,36.25,1.42397"
"""NOV-2014"",78466,8.75,36.25,1.58102"
"""DEC-2014"",78496,8.75,36.25,3.47793"
"""JAN-2015"",78527,8.75,36.25,2.51085"
"""FEB-2015"",78558,8.75,36.25,4.26911"
"""MAR-2015"",78586,8.75,36.25,2.53859"
"""APR-2015"",78617,8.75,36.25,0.27669"
"""MAY-2015"",78647,8.75,36.25,0.873238"
"""JUN-2015"",78678,8.75,36.25,0.560658"
"""JUL-2015"",78708,8.75,36.25,0.350855"
"""AUG-2015"",78739,8.75,36.25,1.75931"
"""SEP-2015"",78770,8.75,36.25,1.99939"
"""OCT-2015"",78800,8.75,36.25,2.00759"
"""NOV-2015"",78831,8.75,36.25,2.27182"
"""DEC-2015"",78861,8.75,36.25,0.461453"
"""JAN-2016"",78892,8.75,36.25,1.53704"
"""FEB-2016"",78923,8.75,36.25,1.12358"
"""MAR-2016"",78952,8.75,36.25,2.55342"
"""APR-2016"",78983,8.75,36.25,1.57702"
"""MAY-2016"",79013,8.75,36.25,1.50288"
"""JUN-2016"",79044,8.75,36.25,0.606777"
"""JUL-2016"",79074,8.75,36.25,0.113025"
"""AUG-2016"",79105,8.75,36.25,0.187522"
"""SEP-2016"",79136,8.75,36.25,2.01238"
"""OCT-2016"",79166,8.75,36.25,1.23778"
"""NOV-2016"",79197,8.75,36.25,1.94689"
"""DEC-2016"",79227,8.75,36.25,2.40725"
"""JAN-2017"",79258,8.75,36.25,2.52957"
"""FEB-2017"",79289,8.75,36.25,1.76856"
"""MAR-2017"",79317,8.75,36.25,0.543506"
"""APR-2017"",79348,8.75,36.25,1.44415"
"""MAY-2017"",79378,8.75,36.25,0.330447"
"""JUN-2017"",79409,8.75,36.25,0.78689"
"""JUL-2017"",79439,8.75,36.25,0.210231"
"""AUG-2017"",79470,8.75,36.25,0.176253"
"""SEP-2017"",79501,8.75,36.25,0.810731"
"""OCT-2017"",79531,8.75,36.25,1.6381"
"""NOV-2017"",79562,8.75,36.25,2.77361"
"""DEC-2017"",79592,8.75,36.25,1.57617"
"""JAN-2018"",79623,8.75,36.25,1.08625"
"""FEB-2018"",79654,8.75,36.25,2.32628"
"""MAR-2018"",79682,8.75,36.25,1.94262"
"""APR-2018"",79713,8.75,36.25,1.073"
"""MAY-2018"",79743,8.75,36.25,2.04844"
"""JUN-2018"",79774,8.75,36.25,0.339152"
"""JUL-2018"",79804,8.75,36.25,0.201044"
"""AUG-2018"",79835,8.75,36.25,2.31172"
"""SEP-2018"",79866,8.75,36.25,1.54728"
"""OCT-2018"",79896,8.75,36.25,4.11852"
"""NOV-2018"",79927,8.75,36.25,1.91329"
"""DEC-2018"",79957,8.75,36.25,1.38661"
"""JAN-2019"",79988,8.75,36.25,3.29586"
"""FEB-2019"",80019,8.75,36.25,1.88267"
"""MAR-2019"",80047,8.75,36.25,2.63998"
"""APR-2019"",80078,8.75,36.25,1.84089"
"""MAY-2019"",80108,8.75,36.25,2.52982"
"""JUN-2019"",80139,8.75,36.25,0.068236"
"""JUL-2019"",80169,8.75,36.25,0.186202"
"""AUG-2019"",80200,8.75,36.25,1.84011"
"""SEP-2019"",80231,8.75,36.25,2.41311"
"""OCT-2019"",80261,8.75,36.25,1.6364"
"""NOV-2019"",80292,8.75,36.25,2.44257"
"""DEC-2019"",80322,8.75,36.25,1.96848"
"""JAN-2020"",80353,8.75,36.25,0.890192"
"""FEB-2020"",80384,8.75,36.25,0.17265"
"""MAR-2020"",80413,8.75,36.25,2.96347"
"""APR-2020"",80444,8.75,36.25,2.32012"
"""MAY-2020"",80474,8.75,36.25,0.396891"
"""JUN-2020"",80505,8.75,36.25,1.03083"
"""JUL-2020"",80535,8.75,36.25,0.258801"
"""AUG-2020"",80566,8.75,36.25,0.46332"
"""SEP-2020"",80597,8.75,36.25,2.34511"
"""OCT-2020"",80627,8.75,36.25,0.834533"
