YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_RANGE,WD10M,WS50M,WS50M_RANGE,WD50M
1991,6,26,27.8,8.78,18.29,29.51,15.93,35.64,19.71,7.32,33.12,0.0,97.0,3.17,3.45,111.0,4.2,4.84,110.12
1991,6,27,30.62,9.3,19.96,31.54,16.28,38.74,22.46,7.63,29.12,0.0,96.59,2.59,3.42,273.81,3.29,3.99,277.44
1991,6,28,30.13,11.76,20.94,31.98,14.81,37.53,22.72,8.97,34.62,0.0,96.4,4.3,5.51,69.88,5.5,7.69,69.69
1991,6,29,25.32,8.31,16.81,27.75,14.62,32.66,18.05,7.08,36.44,0.0,96.78,6.5,3.66,40.19,7.81,4.59,39.0
1991,6,30,22.94,5.56,14.26,25.27,14.61,30.37,15.76,5.92,37.06,0.0,97.25,6.05,3.73,50.88,7.55,2.07,49.44
1991,7,1,22.94,6.32,14.62,25.68,15.59,31.05,15.45,6.23,38.81,0.0,97.26,4.26,3.03,62.38,5.73,3.77,59.5
1991,7,2,23.86,9.73,16.8,26.57,17.12,32.27,15.15,7.81,46.19,0.0,96.88,2.86,4.3,132.12,3.67,4.73,133.56
1991,7,3,26.26,8.94,17.6,28.92,16.5,34.88,18.39,7.45,37.0,0.0,96.71,2.39,4.37,147.44,3.03,5.39,152.5
1991,7,4,28.31,10.75,19.53,30.28,16.59,36.73,20.15,8.42,37.12,0.0,96.81,3.47,7.01,160.81,4.62,8.2,163.31
1991,7,5,30.44,11.78,21.12,31.33,14.1,37.05,22.94,9.03,34.69,0.0,96.76,3.49,4.41,138.12,4.82,7.41,139.75
1991,7,6,31.35,10.74,21.05,32.36,13.89,38.96,25.07,8.36,30.12,0.0,96.76,3.09,5.05,109.5,3.96,7.14,96.06
1991,7,7,28.83,11.5,20.17,30.3,11.09,34.51,23.41,8.79,35.69,0.0,96.96,4.42,2.31,75.88,6.12,3.45,75.31
1991,7,8,28.4,11.92,20.16,29.69,12.64,34.3,21.65,9.09,39.0,0.32,97.12,3.22,3.88,91.0,4.36,5.25,90.62
1991,7,9,29.19,13.57,21.38,32.01,13.12,35.2,22.08,10.07,40.25,0.02,97.0,2.25,2.7,129.75,2.96,5.25,130.75
1991,7,10,28.3,12.57,20.43,30.91,11.67,34.47,22.8,9.4,39.12,0.01,96.94,4.12,3.33,96.81,5.08,5.36,95.81
1991,7,11,27.42,11.15,19.29,30.02,13.07,34.06,20.99,8.61,39.0,0.0,97.02,4.58,2.25,80.94,5.77,3.88,79.62
1991,7,12,27.08,10.77,18.92,29.79,13.84,34.2,20.35,8.42,39.56,0.0,97.08,4.05,4.16,82.31,5.35,4.8,80.44
1991,7,13,28.52,9.38,18.95,31.23,15.52,35.88,20.36,7.69,34.25,0.0,97.05,2.05,1.38,87.19,2.8,3.35,81.62
1991,7,14,30.91,8.22,19.56,32.28,13.76,38.12,24.36,7.08,25.75,0.0,96.73,2.23,3.84,175.06,2.95,7.07,181.0
1991,7,15,29.82,11.01,20.41,32.79,13.5,36.29,22.79,8.54,33.44,0.0,96.48,3.76,6.59,90.12,5.15,8.54,92.31
1991,7,16,28.11,7.75,17.93,31.07,15.05,35.58,20.53,7.08,32.38,0.0,96.62,3.52,2.48,70.69,4.52,4.62,67.0
1991,7,17,28.76,11.94,20.35,32.19,16.82,37.01,20.19,9.16,40.12,0.0,96.78,1.8,2.29,135.56,2.59,4.28,140.25
1991,7,18,30.54,8.98,19.76,32.48,17.05,39.72,22.66,7.45,29.44,0.0,96.74,3.33,6.16,141.94,4.62,8.76,160.44
1991,7,19,29.98,9.89,19.93,33.06,17.5,38.77,21.28,8.0,32.75,0.0,96.69,3.23,4.99,111.38,5.02,7.16,124.06
1991,7,20,29.88,11.59,20.73,33.4,17.63,38.88,21.26,8.97,37.19,0.0,96.71,2.52,2.91,96.81,3.63,6.53,85.56
1991,7,21,31.05,11.66,21.35,34.05,17.16,39.7,22.55,9.03,35.69,0.0,96.74,2.07,1.98,87.81,2.77,4.71,80.81
1991,7,22,32.71,10.27,21.49,34.67,14.59,40.11,25.52,8.12,27.06,0.0,96.7,2.4,3.34,219.94,3.17,5.33,208.81
1991,7,23,33.4,10.04,21.72,35.05,16.52,41.56,25.03,8.06,25.94,0.0,96.71,3.88,5.79,207.62,5.09,7.03,208.62
1991,7,24,33.86,10.68,22.27,35.44,15.08,41.43,26.34,8.42,27.19,0.0,96.59,3.79,3.84,197.94,5.25,5.88,198.88
1991,7,25,33.17,12.0,22.58,35.22,15.95,41.42,25.46,9.34,31.75,0.68,96.55,4.56,3.9,142.75,6.24,6.1,144.75
1991,7,26,33.08,11.94,22.51,34.98,16.47,41.35,24.88,9.22,31.5,0.51,96.45,2.71,3.93,172.56,3.44,5.47,172.12
1991,7,27,30.25,15.78,23.01,34.12,12.98,36.99,24.01,11.72,44.38,0.23,96.49,2.95,5.52,100.88,3.59,6.73,105.38
1991,7,28,28.49,10.96,19.73,31.94,15.35,36.94,21.59,8.67,37.56,0.0,96.38,3.0,4.75,126.5,3.74,6.48,129.56
1991,7,29,30.2,11.49,20.85,32.28,15.49,37.94,22.44,8.85,33.56,0.27,96.29,2.72,5.37,166.5,3.38,5.83,168.12
1991,7,30,30.16,13.18,21.67,32.41,15.77,38.63,22.85,9.95,39.81,0.0,96.4,5.75,3.73,96.19,7.02,5.33,97.69
1991,7,31,31.26,13.74,22.5,33.19,18.03,41.12,23.09,10.44,40.44,0.0,96.23,5.66,8.16,126.5,7.02,9.61,113.69
1991,8,1,28.89,11.08,19.98,31.9,14.78,36.3,21.53,8.67,36.94,0.0,96.73,5.02,7.77,84.5,6.14,10.2,83.31
1991,8,2,28.62,11.04,19.83,32.28,16.23,37.1,20.87,8.85,40.19,0.0,96.86,2.91,4.65,72.06,4.17,6.77,113.06
1991,8,3,27.68,10.8,19.23,30.12,15.29,35.0,19.71,8.48,39.25,0.0,96.87,4.6,4.91,79.19,6.25,4.18,93.12
1991,8,4,26.48,10.94,18.72,29.48,15.94,34.16,18.23,8.54,42.69,0.0,96.92,3.2,2.34,52.19,4.66,3.2,49.69
1991,8,5,28.37,11.48,19.93,32.4,16.26,36.47,20.22,8.85,39.44,0.0,96.88,1.59,3.46,103.94,2.59,6.09,118.44
1991,8,6,27.99,10.24,19.12,30.98,13.95,35.07,21.11,8.3,37.5,0.0,96.85,3.85,3.48,69.31,5.11,4.66,66.81
1991,8,7,28.28,12.52,20.4,31.14,14.06,35.34,21.27,9.58,42.62,0.0,96.71,2.72,2.91,136.31,3.61,4.13,138.94
1991,8,8,28.44,10.43,19.43,30.79,14.5,35.55,21.05,8.3,36.88,0.0,96.47,3.03,3.62,179.0,4.11,4.45,181.56
1991,8,9,28.73,11.94,20.33,31.12,16.69,37.17,20.48,9.28,41.12,0.0,96.4,4.59,6.91,116.12,5.56,8.02,118.19
1991,8,10,26.85,14.9,20.87,29.1,14.02,34.5,20.48,11.11,52.81,0.0,96.86,7.25,3.52,80.75,8.52,3.55,81.38
1991,8,11,27.23,15.56,21.4,29.6,14.71,35.3,20.59,11.66,56.38,0.0,97.05,5.63,3.04,88.5,6.98,1.75,89.12
1991,8,12,27.99,11.5,19.75,29.94,16.31,36.18,19.87,9.16,43.94,0.0,96.87,3.67,3.02,107.19,5.01,2.77,108.0
1991,8,13,28.12,14.1,21.12,30.05,14.47,35.49,21.02,10.56,47.12,0.0,96.58,6.39,5.62,75.56,8.05,5.48,76.88
1991,8,14,27.69,15.08,21.39,29.44,12.78,34.37,21.59,11.17,49.31,1.68,96.73,8.12,5.31,51.94,9.81,4.55,52.06
1991,8,15,27.98,13.94,20.97,29.78,13.73,35.19,21.45,10.5,47.12,0.0,96.83,5.95,3.74,55.06,7.68,2.51,54.38
1991,8,16,29.19,10.01,19.6,31.14,17.17,37.6,20.43,8.06,35.19,0.0,96.74,3.67,2.3,44.19,5.7,4.59,42.0
1991,8,17,28.07,12.28,20.18,31.14,14.43,35.58,21.15,9.4,42.12,0.0,96.79,2.66,2.59,78.19,3.98,4.95,72.81
1991,8,18,28.1,13.47,20.78,30.55,14.08,34.9,20.83,10.19,45.88,0.25,96.85,2.23,3.52,167.88,2.77,3.77,170.81
1991,8,19,29.86,11.32,20.59,31.45,16.87,38.47,21.6,8.67,34.75,0.0,96.77,2.45,3.92,164.19,3.13,3.95,165.56
1991,8,20,29.83,12.57,21.2,31.98,15.19,38.05,22.86,9.46,37.69,0.0,96.87,3.67,3.32,62.56,5.14,3.76,60.88
1991,8,21,29.05,12.27,20.66,31.68,15.51,36.59,21.08,9.28,38.44,0.0,96.82,3.38,4.36,143.5,4.74,6.04,145.06
1991,8,22,29.23,14.66,21.94,32.67,16.05,37.76,21.72,10.99,46.62,0.0,96.76,2.85,5.2,119.75,3.49,7.33,124.0
1991,8,23,28.44,14.94,21.69,31.36,13.25,35.44,22.19,11.11,48.44,0.0,97.05,3.91,2.9,89.38,4.74,4.77,88.12
1991,8,24,28.65,15.19,21.92,31.64,14.79,36.51,21.72,11.29,49.38,0.0,97.17,3.09,2.66,87.62,4.05,5.0,85.0
1991,8,25,29.33,10.01,19.66,31.65,13.25,36.42,23.17,8.12,33.69,0.0,97.01,2.15,2.13,93.69,2.83,3.73,74.81
1991,8,26,30.58,8.23,19.4,32.12,14.09,37.7,23.62,7.02,26.06,0.0,96.85,2.35,4.23,154.94,3.12,5.45,160.19
1991,8,27,30.01,10.66,20.34,32.81,14.78,37.39,22.61,8.3,32.81,0.0,96.92,1.91,2.6,118.56,2.65,4.7,122.44
1991,8,28,30.44,10.06,20.25,33.09,15.5,38.63,23.13,8.12,32.5,0.0,96.94,1.77,3.09,56.81,2.68,5.16,47.88
1991,8,29,31.14,7.36,19.25,32.9,15.18,38.76,23.58,6.65,24.75,0.0,96.76,2.66,3.98,165.81,3.66,6.16,168.75
1991,8,30,33.63,8.59,21.12,34.87,13.99,41.05,27.05,7.32,23.0,0.37,96.72,2.2,3.08,214.19,2.98,5.13,214.56
1991,8,31,29.68,16.91,23.3,32.27,11.27,35.97,24.69,12.51,48.38,1.19,97.03,4.16,5.38,85.69,5.07,5.84,84.56
1991,9,1,28.03,17.21,22.62,30.52,10.98,33.84,22.86,12.76,55.06,1.03,97.11,2.74,3.29,119.94,3.48,3.84,121.44
1991,9,2,29.05,16.14,22.6,31.58,12.77,35.42,22.65,11.96,49.75,0.94,97.07,2.45,4.48,136.0,3.34,5.62,139.06
1991,9,3,27.37,16.86,22.12,29.62,10.22,32.58,22.37,12.39,54.81,1.95,97.12,4.09,2.07,79.62,5.05,3.47,79.44
1991,9,4,25.15,18.26,21.71,26.79,6.48,28.98,22.49,13.55,66.44,4.0,97.13,3.87,3.36,90.69,4.65,1.97,90.69
1991,9,5,25.97,16.05,21.01,27.81,11.9,32.23,20.33,11.78,56.62,2.21,97.17,2.03,3.32,137.19,3.08,4.12,154.38
1991,9,6,26.78,17.23,22.01,28.15,10.91,32.7,21.79,12.7,58.62,1.34,97.25,2.16,4.62,205.81,2.74,4.84,209.06
1991,9,7,26.51,15.37,20.94,27.35,9.32,31.78,22.47,11.29,52.38,0.44,96.95,4.08,4.92,229.0,5.65,5.47,228.75
1991,9,8,23.76,14.68,19.22,25.69,7.98,28.12,20.14,10.8,58.56,1.33,96.75,3.98,3.15,27.25,5.38,3.97,26.06
1991,9,9,24.07,12.99,18.53,26.06,12.19,30.69,18.5,9.77,54.56,0.0,97.06,3.98,3.27,42.19,5.75,3.02,40.88
1991,9,10,24.14,13.71,18.93,26.72,12.1,30.24,18.14,10.13,55.81,0.03,97.38,2.14,1.56,138.25,3.09,4.53,140.12
1991,9,11,25.12,12.43,18.77,26.46,12.27,31.6,19.33,9.34,48.0,0.0,97.29,3.48,5.41,216.88,4.71,7.31,217.12
1991,9,12,26.98,9.92,18.45,27.7,13.62,34.12,20.5,7.87,36.25,0.04,96.97,4.1,4.3,266.62,5.66,3.64,267.5
1991,9,13,26.76,13.41,20.08,27.19,12.46,33.42,20.96,10.13,48.0,0.71,96.99,2.96,5.31,172.5,4.05,5.67,173.38
1991,9,14,27.41,14.08,20.74,28.53,12.52,33.76,21.24,10.44,46.56,1.03,97.01,2.62,2.89,187.12,3.48,2.8,188.94
1991,9,15,26.74,15.9,21.33,28.37,11.48,32.97,21.48,11.78,55.12,1.42,96.99,3.84,5.5,95.38,5.02,7.48,97.31
1991,9,16,23.7,16.15,19.93,24.71,7.66,27.83,20.17,11.84,63.69,3.82,97.06,5.05,4.24,56.88,6.51,4.42,56.62
1991,9,17,23.48,13.34,18.41,25.65,11.31,29.36,18.05,10.01,57.06,0.15,97.06,2.83,3.59,45.44,4.28,6.1,41.25
1991,9,18,22.95,13.51,18.23,25.3,11.42,29.05,17.63,10.07,58.88,0.15,97.04,3.02,4.91,88.19,4.18,6.18,85.75
1991,9,19,23.23,13.41,18.32,25.4,11.43,29.09,17.66,9.95,56.19,0.09,96.86,2.54,3.11,97.56,3.48,4.15,96.0
1991,9,20,23.36,14.4,18.88,25.55,11.51,29.49,17.99,10.62,59.94,0.1,96.81,2.2,1.86,112.75,2.94,3.69,112.75
1991,9,21,24.29,14.99,19.64,26.25,13.52,31.62,18.09,11.11,61.5,0.06,96.9,2.23,2.88,144.0,3.07,4.81,147.0
1991,9,22,26.58,13.48,20.03,27.37,13.72,34.19,20.47,10.13,49.12,0.07,96.93,2.72,4.62,236.25,3.8,7.22,237.69
1991,9,23,28.08,12.15,20.12,28.26,12.15,35.58,23.43,9.22,39.25,0.05,96.84,2.88,5.06,203.69,4.1,7.21,218.75
1991,9,24,25.35,15.53,20.44,27.42,11.17,30.54,19.37,11.47,57.56,0.03,96.74,2.86,4.71,80.0,4.25,5.75,92.31
1991,9,25,24.72,15.54,20.13,27.01,10.94,29.97,19.04,11.47,58.38,0.15,96.54,2.88,1.84,168.5,4.1,3.11,170.12
1991,9,26,26.57,14.55,20.56,28.26,10.65,32.4,21.75,10.74,49.25,0.07,96.58,1.63,2.74,192.81,2.18,4.93,193.62
1991,9,27,25.74,15.24,20.49,27.15,12.21,32.61,20.4,11.29,56.31,0.0,96.68,3.53,3.83,86.44,4.59,5.46,86.31
1991,9,28,24.29,15.87,20.08,26.12,11.77,30.62,18.84,11.78,63.38,0.19,96.38,3.56,4.1,93.06,4.7,4.27,93.31
1991,9,29,24.98,9.69,17.33,25.43,14.77,32.95,18.19,8.48,46.06,0.0,95.92,4.45,5.02,136.19,6.55,8.23,136.75
1991,9,30,26.4,2.84,14.62,25.9,14.91,34.46,19.56,4.88,23.44,0.01,95.95,5.52,7.85,210.19,8.41,8.2,209.75
1991,10,1,23.96,9.27,16.62,24.43,9.79,29.65,19.87,7.75,41.31,1.87,96.51,4.53,4.58,148.5,5.88,6.07,148.94
1991,10,2,22.13,12.77,17.45,23.07,9.44,27.76,18.32,9.52,57.19,3.32,97.03,7.1,5.4,48.0,8.81,4.15,48.06
1991,10,3,21.14,13.48,17.3,21.71,8.95,25.5,16.55,9.95,63.62,0.01,97.27,7.59,2.08,62.69,9.3,2.01,62.94
1991,10,4,21.49,13.97,17.73,22.68,10.67,27.53,16.86,10.31,65.69,0.0,97.22,5.66,3.79,69.19,7.45,3.5,69.0
1991,10,5,19.87,10.8,15.34,20.85,10.67,26.21,15.55,8.54,60.38,0.0,96.84,3.82,2.6,85.0,5.39,3.64,84.88
1991,10,6,20.99,12.24,16.62,22.27,12.19,27.48,15.3,9.28,60.06,0.0,96.52,4.25,3.1,68.44,5.91,3.62,68.0
1991,10,7,21.7,13.92,17.81,23.07,9.02,26.46,17.44,10.31,62.75,0.06,96.61,5.37,5.61,52.25,7.05,5.39,51.75
1991,10,8,20.0,12.4,16.2,21.33,11.02,25.67,14.65,9.34,63.0,0.05,96.65,3.05,5.28,175.56,4.24,5.75,177.0
1991,10,9,21.56,11.58,16.58,21.69,8.71,26.38,17.67,8.91,54.44,0.0,96.71,3.16,3.48,179.38,4.29,3.43,179.62
1991,10,10,23.18,8.27,15.73,22.75,15.05,31.3,16.26,7.08,42.06,0.0,96.87,3.14,3.99,170.5,4.38,3.45,171.81
1991,10,11,20.58,9.67,15.13,19.83,4.34,22.47,18.14,7.87,50.38,2.08,96.89,2.77,2.84,230.0,3.95,3.98,228.94
1991,10,12,20.49,8.18,14.33,21.71,9.08,26.26,17.19,7.14,48.19,0.11,96.57,2.95,3.64,238.5,4.7,6.08,238.31
1991,10,13,20.29,6.32,13.3,21.02,11.07,26.05,14.98,6.16,41.69,0.0,96.53,2.58,4.27,133.69,3.91,6.49,133.56
1991,10,14,21.08,10.94,16.01,22.21,10.91,26.08,15.18,8.54,53.5,0.0,96.44,2.53,2.22,97.88,3.35,3.25,98.81
1991,10,15,20.9,14.48,17.69,21.93,6.44,24.73,18.3,10.74,67.94,0.2,96.42,3.39,3.97,89.25,4.48,4.94,90.5
1991,10,16,21.8,15.83,18.81,22.59,10.98,27.98,17.01,11.72,71.12,2.17,96.67,6.09,3.35,103.88,7.62,2.71,106.06
1991,10,17,22.05,15.76,18.9,22.03,8.89,27.23,18.33,11.66,70.44,0.56,96.91,2.91,4.23,83.0,3.98,6.11,85.0
1991,10,18,21.3,15.19,18.25,21.24,9.27,26.62,17.36,11.23,70.69,0.06,96.91,3.53,4.94,71.62,4.93,6.67,72.69
1991,10,19,19.82,12.49,16.15,20.23,9.09,24.92,15.84,9.83,66.75,0.67,96.21,4.48,8.62,216.81,6.45,10.0,216.81
1991,10,20,15.67,9.74,12.7,16.18,10.94,21.46,10.52,7.87,69.19,7.58,96.33,5.38,9.17,152.69,6.95,10.88,152.81
1991,10,21,12.83,2.45,7.64,13.93,15.3,21.2,5.9,4.7,54.19,0.02,96.84,3.21,4.07,286.5,5.03,6.33,287.88
1991,10,22,14.3,2.08,8.19,14.11,9.02,19.43,10.4,4.58,44.69,0.0,96.92,2.15,3.32,259.12,2.72,3.41,260.38
1991,10,23,16.87,2.74,9.8,16.36,11.92,23.16,11.25,4.76,40.19,0.0,97.04,1.39,2.34,96.62,1.84,3.16,94.5
1991,10,24,18.16,5.79,11.98,17.82,10.34,24.4,14.06,5.92,45.31,0.0,97.12,2.06,3.38,146.88,2.7,4.29,147.62
1991,10,25,19.4,7.58,13.49,17.96,10.41,25.25,14.83,6.77,47.25,0.0,97.0,2.05,3.89,253.88,2.49,4.09,253.75
1991,10,26,20.45,7.79,14.12,19.55,9.92,26.71,16.79,6.84,45.75,0.0,96.66,2.38,4.23,258.12,3.14,4.62,256.62
1991,10,27,20.39,10.2,15.3,20.66,11.62,25.82,14.19,8.06,54.19,0.01,96.69,1.77,2.67,156.44,2.41,3.27,173.38
1991,10,28,17.51,13.21,15.36,17.81,7.42,21.53,14.11,9.83,77.12,0.68,96.89,3.06,5.09,80.44,4.45,7.82,81.12
1991,10,29,17.32,9.51,13.41,18.24,10.11,22.63,12.53,7.69,63.06,0.01,96.94,3.85,6.35,24.38,5.27,7.8,37.69
1991,10,30,16.69,7.87,12.28,17.69,9.37,22.26,12.9,6.9,58.19,0.0,97.06,3.49,2.79,228.75,4.74,3.66,229.12
1991,10,31,15.39,7.22,11.3,15.87,10.34,20.47,10.12,6.53,59.81,0.0,97.13,3.38,4.99,163.0,5.12,5.77,164.44
1991,11,1,16.39,7.11,11.75,16.85,11.48,22.94,11.44,6.47,55.75,0.0,97.14,3.75,2.83,156.62,5.49,4.49,170.62
1991,11,2,14.88,9.4,12.14,15.62,10.98,20.89,9.91,7.57,71.69,0.06,97.58,3.7,4.45,79.94,5.55,5.71,79.69
1991,11,3,15.4,9.86,12.63,15.22,9.62,21.06,11.44,7.87,71.69,0.01,97.45,3.37,5.46,220.88,4.77,7.25,221.81
1991,11,4,15.27,5.53,10.4,15.33,12.43,22.08,9.65,5.86,54.56,0.0,96.84,4.54,4.26,263.44,6.74,4.44,264.12
1991,11,5,16.95,5.61,11.28,16.86,14.16,25.03,10.87,5.98,49.69,0.01,96.5,3.68,5.09,252.69,5.45,5.77,239.0
1991,11,6,14.27,6.8,10.54,14.45,8.73,18.76,10.03,6.41,62.38,0.12,96.99,3.79,4.26,78.81,5.5,5.32,77.56
1991,11,7,11.75,3.08,7.42,12.01,9.73,17.27,7.54,4.94,58.5,0.01,97.47,7.07,5.9,347.88,9.72,4.73,348.12
1991,11,8,12.05,4.66,8.36,12.2,13.84,19.63,5.79,5.49,64.38,0.0,97.47,3.34,4.75,318.56,5.05,6.58,318.56
1991,11,9,11.8,5.07,8.44,12.15,12.06,18.53,6.47,5.68,66.88,0.0,97.16,3.15,3.55,172.25,4.62,5.55,173.06
1991,11,10,12.5,5.88,9.19,12.91,11.23,18.66,7.44,5.98,66.75,0.07,97.15,2.82,2.86,90.56,4.11,4.55,90.19
1991,11,11,13.0,7.08,10.04,13.24,9.25,18.73,9.48,6.47,70.25,0.05,97.58,4.3,3.02,65.06,6.56,1.93,65.31
1991,11,12,13.19,8.38,10.79,13.45,11.89,19.56,7.68,7.08,75.56,0.0,97.68,4.95,2.48,74.19,7.2,1.7,74.81
1991,11,13,14.67,8.94,11.8,13.87,5.9,18.23,12.33,7.51,71.25,0.0,97.29,4.02,5.74,117.31,5.36,7.24,118.06
1991,11,14,15.63,3.0,9.31,13.87,11.46,22.59,11.12,4.88,44.0,0.0,96.94,2.5,3.25,187.44,3.37,3.03,188.19
1991,11,15,14.99,6.78,10.89,14.4,10.36,21.05,10.68,6.41,58.94,0.0,96.82,3.39,5.37,235.56,5.09,6.27,236.62
1991,11,16,14.33,6.23,10.28,14.39,13.02,21.23,8.21,6.23,59.94,0.0,96.41,5.0,5.09,259.38,7.45,5.69,260.31
1991,11,17,13.16,5.93,9.55,13.19,14.18,21.07,6.9,6.04,65.38,0.0,96.68,3.53,2.05,286.88,5.63,3.73,272.62
1991,11,18,12.62,5.25,8.94,12.69,12.79,19.98,7.19,5.68,64.56,0.0,97.15,3.15,2.48,272.0,4.88,4.82,272.62
1991,11,19,12.46,4.19,8.32,11.69,11.34,19.15,7.8,5.31,59.19,0.0,96.69,3.68,4.43,242.0,5.18,4.25,242.25
1991,11,20,12.56,3.75,8.15,11.92,11.5,19.53,8.03,5.19,56.75,0.02,96.16,3.18,5.03,239.0,4.94,7.59,239.31
1991,11,21,9.81,0.13,4.97,9.61,10.71,16.18,5.48,4.09,55.19,0.04,96.34,4.57,4.58,271.06,7.1,4.65,271.25
1991,11,22,9.58,-1.42,4.08,8.99,11.54,15.92,4.38,3.54,48.75,0.01,96.73,2.45,2.48,283.75,3.74,5.55,284.06
1991,11,23,9.08,5.08,7.08,8.94,10.03,14.45,4.42,5.74,77.25,23.83,96.35,3.99,3.7,130.75,5.95,6.39,132.12
1991,11,24,7.99,2.02,5.01,7.99,10.3,14.3,3.99,4.58,68.31,1.19,96.7,5.46,6.28,264.56,7.96,5.36,265.88
1991,11,25,7.3,-2.12,2.59,6.51,10.8,14.12,3.31,3.36,53.19,0.0,97.21,3.48,4.2,263.0,4.98,4.09,263.75
1991,11,26,10.62,-1.1,4.76,8.75,13.15,18.75,5.6,3.6,45.62,0.0,97.3,3.48,4.12,272.94,5.0,6.12,273.56
1991,11,27,12.69,-1.31,5.69,9.42,11.27,19.87,8.6,3.54,38.94,0.0,97.44,2.43,2.8,260.31,3.27,3.57,260.88
1991,11,28,12.33,-0.7,5.82,8.63,9.54,17.81,8.27,3.72,41.38,0.0,97.48,1.64,2.07,168.94,2.09,2.91,170.06
1991,11,29,12.36,1.26,6.81,8.99,11.17,18.26,7.08,4.33,49.06,0.0,97.18,1.68,2.2,124.69,2.17,2.27,125.69
1991,11,30,13.35,2.37,7.86,12.05,9.97,19.4,9.42,4.76,49.06,0.5,96.64,2.14,2.03,253.75,3.05,3.7,255.25
1991,12,1,11.55,6.46,9.01,11.54,10.47,17.65,7.19,6.23,72.94,0.01,96.7,2.38,2.87,134.0,3.68,5.5,136.94
1991,12,2,11.9,5.82,8.86,11.67,10.4,17.37,6.97,5.98,67.56,0.4,96.9,2.43,2.02,124.69,3.5,3.38,124.19
1991,12,3,11.81,5.92,8.87,10.55,8.56,16.8,8.25,6.04,69.69,0.57,96.95,1.71,2.06,222.06,2.22,2.37,222.12
1991,12,4,10.14,3.48,6.8,9.03,10.96,16.93,5.97,5.07,66.44,0.01,97.02,2.64,3.25,177.56,4.02,6.3,178.44
1991,12,5,9.82,0.42,5.12,8.82,12.43,17.02,4.59,4.03,54.94,0.0,96.97,3.04,2.84,314.56,4.77,4.45,314.5
1991,12,6,10.1,1.4,5.75,8.71,12.98,18.56,5.58,4.39,56.81,0.01,96.88,3.88,4.7,270.75,5.92,5.52,271.38
1991,12,7,6.65,0.57,3.62,6.34,10.09,12.44,2.34,4.15,68.62,0.02,97.35,5.88,5.47,41.38,8.52,5.09,41.19
1991,12,8,6.87,-1.56,2.65,7.13,9.8,12.89,3.08,3.48,56.94,0.03,97.55,3.42,4.27,224.31,5.61,7.3,225.31
1991,12,9,6.72,2.72,4.72,6.67,4.56,9.26,4.69,4.82,76.0,5.94,97.0,4.2,4.69,241.69,5.72,4.56,242.38
1991,12,10,6.15,0.36,3.26,5.95,7.26,10.69,3.43,4.09,69.56,0.28,97.47,5.49,5.53,49.06,7.8,5.2,49.12
1991,12,11,6.35,0.01,3.18,5.55,11.02,11.97,0.94,3.91,67.12,0.07,98.03,2.29,3.19,110.94,3.41,5.09,110.31
1991,12,12,5.94,-1.2,2.37,4.76,10.12,11.37,1.25,3.54,61.75,0.11,98.11,1.77,2.48,182.19,2.48,4.62,184.0
1991,12,13,6.34,1.4,3.87,5.12,8.12,10.58,2.46,4.33,71.31,1.02,98.24,2.02,2.88,105.44,2.66,3.34,105.62
1991,12,14,6.9,3.44,5.17,6.17,8.28,11.48,3.19,4.94,80.0,0.57,98.25,1.96,2.23,99.5,2.84,3.99,100.88
1991,12,15,6.76,2.98,4.87,5.5,8.84,12.22,3.38,4.82,78.81,0.28,97.96,2.16,2.99,257.0,2.9,3.06,257.38
1991,12,16,6.9,2.64,4.77,5.76,8.69,12.28,3.59,4.7,76.25,0.05,97.63,3.05,4.36,260.44,4.26,4.52,260.19
1991,12,17,6.78,4.58,5.69,6.23,5.66,10.04,4.37,5.43,86.25,3.95,97.63,1.79,1.53,262.5,2.66,3.02,277.19
1991,12,18,8.15,2.62,5.38,7.57,9.84,14.01,4.17,4.76,72.12,0.04,97.89,2.64,4.59,145.31,4.03,5.62,130.0
1991,12,19,8.09,4.02,6.06,7.3,13.81,16.5,2.69,5.25,78.62,0.01,97.53,4.84,4.99,335.0,7.32,5.24,335.62
1991,12,20,9.49,4.43,6.96,8.84,15.19,18.19,3.0,5.43,72.12,0.01,97.16,4.95,5.47,327.81,7.5,7.8,328.5
1991,12,21,8.62,3.36,5.99,7.81,10.83,14.83,4.0,5.0,73.19,0.04,97.17,5.84,8.49,317.56,9.3,9.63,318.44
1991,12,22,10.26,5.37,7.82,9.74,11.66,16.98,5.33,5.8,74.0,0.03,96.79,5.61,6.61,321.69,8.74,8.24,323.44
1991,12,23,12.9,7.29,10.1,12.11,13.26,20.73,7.48,6.59,71.19,0.01,96.98,6.91,7.89,264.75,9.73,7.9,250.06
1991,12,24,10.17,4.09,7.13,8.9,14.8,19.12,4.33,5.25,70.75,0.0,97.33,3.95,5.3,336.19,6.12,5.98,337.06
1991,12,25,8.2,3.86,6.03,6.65,12.12,14.55,2.43,5.13,76.25,0.04,97.56,4.95,9.11,99.69,7.41,10.73,98.88
1991,12,26,5.79,-0.38,2.7,5.36,10.39,11.75,1.36,3.85,68.75,0.0,98.01,5.6,5.71,11.44,8.72,4.32,11.75
