ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,WS2M,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_RANGE,WD10M,WS50M,WS50M_RANGE,WD50M,Date
6.21,6.23,0.61,403.9,125.1,-999.0,-999.0,-999.0,-999.0,2.02,30.8,11.83,21.31,34.36,17.44,40.07,22.64,9.46,38.69,0.0,96.81,2.69,4.02,105.88,3.5,6.58,100.69,1994-08-21
6.29,6.29,0.62,377.6,125.3,-999.0,-999.0,-999.0,-999.0,1.77,30.77,10.9,20.83,33.7,14.67,38.65,23.98,8.67,33.81,0.0,96.97,2.34,3.46,98.19,2.89,5.16,95.38,1994-08-22
6.24,6.23,0.62,358.1,121.4,-999.0,-999.0,-999.0,-999.0,1.45,31.98,6.65,19.31,33.81,13.9,39.19,25.29,6.41,22.94,0.0,97.01,1.95,2.09,157.56,2.34,3.69,158.62,1994-08-23
6.08,6.08,0.61,374.1,121.0,-999.0,-999.0,-999.0,-999.0,2.6,32.51,4.58,18.55,33.41,13.36,39.58,26.23,5.43,18.19,0.0,96.72,3.56,4.49,254.19,4.55,4.23,255.31,1994-08-24
6.06,6.06,0.61,362.4,119.4,-999.0,-999.0,-999.0,-999.0,2.8,32.42,2.41,17.42,33.38,14.22,39.98,25.76,4.7,16.0,0.0,96.36,3.95,4.01,255.0,5.29,3.23,255.62,1994-08-25
5.88,5.89,0.59,405.6,119.2,-999.0,-999.0,-999.0,-999.0,3.04,30.08,15.72,22.9,33.45,11.2,35.82,24.62,11.78,45.0,0.05,96.56,3.88,4.37,101.38,4.98,6.81,102.19,1994-08-26
5.99,5.98,0.6,377.1,119.3,-999.0,-999.0,-999.0,-999.0,1.73,29.9,11.74,20.82,33.66,14.23,37.26,23.04,9.09,36.0,0.0,96.81,2.37,4.69,85.44,3.61,5.73,101.88,1994-08-27
5.97,5.94,0.61,376.5,119.2,-999.0,-999.0,-999.0,-999.0,1.59,30.01,12.0,21.0,33.8,16.32,38.44,22.12,9.28,38.12,0.0,96.77,2.2,3.28,122.56,3.15,5.79,125.62,1994-08-28
5.71,5.89,0.59,385.6,114.5,-999.0,-999.0,-999.0,-999.0,2.15,29.01,14.24,21.63,33.24,15.17,37.15,21.98,10.86,47.25,0.03,96.72,2.72,4.2,103.19,3.37,6.38,120.19,1994-08-29
5.86,5.82,0.6,376.2,117.5,-999.0,-999.0,-999.0,-999.0,2.09,28.11,11.19,19.65,31.51,14.78,36.23,21.44,8.73,38.88,0.03,96.71,2.75,4.41,96.06,3.51,5.3,92.56,1994-08-30
5.79,5.74,0.59,369.2,116.1,-999.0,-999.0,-999.0,-999.0,2.15,27.58,10.27,18.92,30.48,14.34,35.09,20.76,8.48,40.44,0.0,96.78,2.86,2.77,110.94,3.8,3.72,109.88,1994-08-31
6.57,6.58,0.68,371.1,132.1,-999.0,-999.0,-999.0,-999.0,1.82,28.91,12.21,20.56,31.69,14.78,36.65,21.87,9.34,40.12,0.0,96.75,2.36,3.91,202.56,2.95,5.23,208.12,1994-09-01
6.03,6.08,0.62,380.7,121.7,-999.0,-999.0,-999.0,-999.0,2.73,29.85,11.92,20.89,32.05,15.54,37.81,22.27,9.34,39.38,0.0,96.6,3.56,6.57,232.69,4.62,8.35,236.06,1994-09-02
5.63,5.29,0.59,410.6,116.6,-999.0,-999.0,-999.0,-999.0,4.56,27.94,15.35,21.65,30.8,10.27,33.66,23.39,11.35,48.81,0.01,96.7,5.77,5.12,84.0,6.84,6.38,83.94,1994-09-03
5.82,5.83,0.61,401.0,119.6,-999.0,-999.0,-999.0,-999.0,3.18,26.39,14.55,20.47,30.06,10.95,32.15,21.2,10.8,51.12,0.03,96.72,3.96,2.84,107.06,4.62,4.16,106.5,1994-09-04
6.01,6.04,0.63,382.5,121.5,-999.0,-999.0,-999.0,-999.0,4.07,26.21,12.48,19.35,28.92,11.81,32.62,20.81,9.46,45.75,0.0,96.89,5.15,2.89,63.81,6.46,3.05,62.56,1994-09-05
5.51,5.67,0.59,386.0,111.8,-999.0,-999.0,-999.0,-999.0,4.56,25.23,11.86,18.54,27.41,12.4,31.77,19.37,9.28,48.81,0.0,96.99,5.82,4.82,66.94,7.35,4.38,66.25,1994-09-06
4.56,6.34,0.48,419.2,95.4,-999.0,-999.0,-999.0,-999.0,3.34,25.03,16.16,20.59,27.16,10.97,31.48,20.51,12.15,63.06,0.01,96.76,4.19,2.27,91.88,4.91,2.38,91.75,1994-09-07
6.02,6.1,0.65,398.2,122.5,-999.0,-999.0,-999.0,-999.0,2.08,27.28,13.9,20.59,30.08,14.66,34.61,19.94,10.62,51.0,0.47,96.49,2.87,3.44,157.44,4.12,5.38,159.06,1994-09-08
5.52,5.35,0.59,395.0,112.6,-999.0,-999.0,-999.0,-999.0,2.16,29.3,10.76,20.03,31.31,14.55,36.64,22.08,8.36,33.81,0.63,96.74,3.0,3.7,171.81,4.12,4.84,172.88,1994-09-09
5.44,5.46,0.59,401.4,111.3,-999.0,-999.0,-999.0,-999.0,2.88,28.21,15.86,22.04,31.26,14.07,35.78,21.71,12.02,54.12,0.4,96.94,3.71,3.99,118.88,4.78,6.17,120.81,1994-09-10
5.6,5.6,0.61,398.1,114.6,-999.0,-999.0,-999.0,-999.0,3.12,27.71,17.19,22.45,30.94,12.15,34.3,22.15,12.82,57.5,0.02,97.01,3.91,2.5,114.31,4.64,3.91,114.94,1994-09-11
5.63,5.63,0.62,401.0,115.0,-999.0,-999.0,-999.0,-999.0,2.02,29.15,13.65,21.4,31.08,14.52,36.7,22.19,10.38,44.25,0.0,96.94,2.7,4.01,170.5,3.46,3.96,172.44,1994-09-12
5.34,5.34,0.59,402.9,109.5,-999.0,-999.0,-999.0,-999.0,2.11,30.27,8.02,19.15,30.71,13.09,37.52,24.44,7.08,27.25,0.0,96.79,2.79,5.3,191.25,3.48,5.59,192.56,1994-09-13
5.11,5.08,0.57,414.3,105.5,-999.0,-999.0,-999.0,-999.0,3.16,30.3,5.51,17.9,30.44,15.26,37.86,22.6,5.86,22.0,0.0,96.49,4.3,8.13,221.31,5.81,9.1,221.06,1994-09-14
5.58,5.62,0.62,396.1,114.3,-999.0,-999.0,-999.0,-999.0,3.58,27.64,11.57,19.6,29.56,12.55,34.1,21.55,9.09,39.31,0.0,96.55,4.79,5.53,144.69,6.23,6.52,145.5,1994-09-15
4.8,4.72,0.54,379.3,98.7,-999.0,-999.0,-999.0,-999.0,2.71,25.48,12.48,18.98,28.36,11.08,31.38,20.31,9.4,46.88,0.0,96.88,3.51,4.53,132.56,4.3,5.13,133.88,1994-09-16
4.99,5.16,0.56,398.4,102.9,-999.0,-999.0,-999.0,-999.0,2.66,26.4,14.19,20.3,28.76,14.58,34.06,19.48,10.56,51.62,0.0,96.69,3.52,7.16,122.5,4.48,8.17,123.75,1994-09-17
4.43,5.31,0.51,410.7,93.7,-999.0,-999.0,-999.0,-999.0,5.49,23.54,13.97,18.76,25.48,9.63,28.58,18.94,10.38,56.19,0.57,96.73,6.95,5.11,65.94,8.03,6.23,66.56,1994-09-18
4.33,4.75,0.5,393.9,90.6,-999.0,-999.0,-999.0,-999.0,4.74,21.23,9.14,15.19,23.87,10.34,27.08,16.75,7.57,48.56,0.03,96.86,5.97,4.12,26.81,6.96,5.2,25.69,1994-09-19
4.92,4.82,0.57,386.0,100.2,-999.0,-999.0,-999.0,-999.0,3.29,20.05,6.37,13.21,22.48,14.35,27.33,12.98,6.23,44.31,0.0,96.69,4.31,6.03,165.94,5.88,6.26,167.25,1994-09-20
5.11,5.33,0.59,378.3,103.7,-999.0,-999.0,-999.0,-999.0,3.08,23.24,6.96,15.1,24.23,16.06,31.5,15.44,6.47,36.62,0.0,96.28,4.33,6.03,201.44,5.75,6.06,201.81,1994-09-21
4.64,5.31,0.55,419.7,95.7,-999.0,-999.0,-999.0,-999.0,2.8,26.38,7.79,17.08,26.76,14.2,34.39,20.19,6.96,33.38,0.0,96.51,3.77,5.67,150.06,5.24,5.87,151.5,1994-09-22
4.83,5.34,0.57,406.7,99.2,-999.0,-999.0,-999.0,-999.0,3.38,25.64,13.48,19.56,26.62,10.59,31.57,20.98,10.13,50.56,1.86,96.77,4.56,4.59,144.44,6.56,4.55,145.75,1994-09-23
5.12,5.13,0.61,384.3,102.7,-999.0,-999.0,-999.0,-999.0,1.45,27.48,11.44,19.46,28.97,12.3,34.3,21.98,8.73,38.5,0.0,97.03,2.09,2.93,125.75,2.86,4.27,127.44,1994-09-24
5.05,5.07,0.6,392.3,101.4,-999.0,-999.0,-999.0,-999.0,2.57,27.01,12.19,19.6,28.23,14.27,35.0,20.73,9.46,46.06,0.0,96.97,3.65,2.84,115.38,5.16,1.98,116.12,1994-09-25
3.03,5.69,0.37,418.5,65.6,-999.0,-999.0,-999.0,-999.0,2.51,25.91,14.08,20.0,27.15,12.61,33.22,20.61,10.5,52.38,0.02,96.84,3.37,4.72,180.88,4.46,5.05,181.62,1994-09-26
3.05,5.53,0.37,417.9,65.3,-999.0,-999.0,-999.0,-999.0,2.44,25.94,13.86,19.9,26.95,6.64,29.5,22.85,10.25,47.94,3.37,96.77,3.34,2.91,77.19,4.9,2.54,78.0,1994-09-27
4.08,5.58,0.5,405.7,84.8,-999.0,-999.0,-999.0,-999.0,3.3,24.65,16.81,20.73,26.19,8.32,29.47,21.15,12.45,63.69,0.59,96.75,4.23,2.66,96.12,5.48,3.47,97.88,1994-09-28
3.64,5.39,0.45,413.9,76.2,-999.0,-999.0,-999.0,-999.0,3.92,25.47,13.87,19.67,26.08,11.77,32.37,20.6,10.68,55.5,0.06,96.73,5.16,6.51,142.56,6.68,7.09,143.38,1994-09-29
3.72,5.46,0.46,417.1,77.7,-999.0,-999.0,-999.0,-999.0,1.83,24.76,16.23,20.5,25.79,9.81,30.55,20.73,12.08,62.88,0.85,97.01,2.49,3.27,116.06,3.55,4.47,118.19,1994-09-30
1.74,5.54,0.22,385.0,38.7,-999.0,-999.0,-999.0,-999.0,3.87,23.9,15.2,19.55,25.04,7.19,27.87,20.69,11.17,59.56,0.19,97.18,4.98,5.09,125.44,6.12,5.51,126.62,1994-10-01
4.02,4.81,0.51,389.9,82.0,-999.0,-999.0,-999.0,-999.0,3.92,23.49,15.08,19.29,24.91,11.39,30.19,18.81,11.23,64.75,0.4,96.91,5.07,3.23,85.19,6.72,4.09,86.31,1994-10-02
3.67,4.53,0.46,376.3,75.6,-999.0,-999.0,-999.0,-999.0,5.09,22.81,16.49,19.65,23.33,10.48,29.48,19.0,12.33,72.06,10.04,96.5,6.59,2.73,72.94,8.21,4.26,74.25,1994-10-03
3.04,4.47,0.39,375.0,63.5,-999.0,-999.0,-999.0,-999.0,5.4,21.11,16.18,18.64,21.92,7.17,25.28,18.1,11.96,74.94,4.66,96.43,6.98,4.8,52.69,8.75,3.95,52.94,1994-10-04
3.63,4.63,0.47,378.5,75.2,-999.0,-999.0,-999.0,-999.0,3.31,20.81,14.38,17.6,22.27,8.94,25.73,16.8,10.62,68.88,0.22,96.69,4.38,4.52,47.25,5.95,4.24,46.75,1994-10-05
4.52,4.55,0.59,351.2,90.2,-999.0,-999.0,-999.0,-999.0,3.11,21.27,11.21,16.24,22.46,12.11,27.54,15.44,8.61,55.94,0.03,96.91,4.19,3.68,29.25,6.0,2.77,28.5,1994-10-06
2.62,5.02,0.34,378.2,55.6,-999.0,-999.0,-999.0,-999.0,1.71,19.3,13.48,16.39,20.52,6.53,22.44,15.9,10.01,69.69,3.76,96.93,2.33,4.42,101.5,3.61,5.75,102.19,1994-10-07
4.72,5.0,0.62,351.4,93.1,-999.0,-999.0,-999.0,-999.0,1.91,20.46,13.54,17.0,21.67,10.14,26.12,15.98,10.01,66.56,1.7,96.93,2.6,5.72,219.38,3.65,6.3,221.75,1994-10-08
4.55,4.6,0.6,359.1,89.1,-999.0,-999.0,-999.0,-999.0,1.42,23.05,10.92,16.98,23.9,12.66,29.76,17.09,8.42,48.62,0.0,97.09,2.23,1.62,244.88,3.25,4.18,245.94,1994-10-09
2.75,5.21,0.37,372.4,58.2,-999.0,-999.0,-999.0,-999.0,1.88,20.87,12.08,16.48,20.41,7.52,24.55,17.04,9.09,57.69,1.4,97.08,2.65,3.67,147.44,3.86,5.04,148.19,1994-10-10
3.67,4.29,0.49,378.7,74.8,-999.0,-999.0,-999.0,-999.0,1.55,21.31,11.1,16.21,22.15,10.7,27.15,16.45,8.54,54.38,0.81,97.1,2.35,2.7,215.56,3.3,4.1,214.81,1994-10-11
3.0,4.58,0.41,385.9,63.2,-999.0,-999.0,-999.0,-999.0,2.3,19.69,14.33,17.01,20.51,7.83,24.19,16.37,10.56,73.69,5.42,97.32,3.22,3.38,77.56,4.34,2.94,77.0,1994-10-12
4.2,4.3,0.58,355.9,84.8,-999.0,-999.0,-999.0,-999.0,2.1,19.91,12.01,15.96,20.82,10.8,25.73,14.93,9.03,62.62,0.43,97.37,3.07,1.77,53.0,4.66,2.66,51.88,1994-10-13
4.3,4.32,0.59,322.7,84.2,-999.0,-999.0,-999.0,-999.0,2.98,18.31,10.38,14.34,19.31,11.39,24.59,13.2,8.18,64.44,0.19,97.36,4.12,3.84,51.44,6.06,2.67,51.0,1994-10-14
4.13,4.29,0.58,327.8,81.5,-999.0,-999.0,-999.0,-999.0,1.97,18.16,11.09,14.62,19.58,10.99,24.18,13.19,8.61,67.56,0.25,97.17,2.85,2.37,106.88,4.27,4.75,106.06,1994-10-15
4.45,4.48,0.62,331.0,86.0,-999.0,-999.0,-999.0,-999.0,1.85,19.55,9.87,14.71,20.1,11.38,25.48,14.1,7.87,55.5,0.12,96.79,2.59,4.46,268.38,3.58,4.84,269.56,1994-10-16
2.11,4.84,0.3,358.4,45.6,-999.0,-999.0,-999.0,-999.0,2.48,17.33,10.54,13.93,17.43,4.66,19.23,14.55,8.24,64.56,0.63,96.37,3.57,3.77,273.38,5.04,2.84,273.31,1994-10-17
4.04,4.14,0.58,332.9,80.6,-999.0,-999.0,-999.0,-999.0,2.3,17.73,9.78,13.76,18.44,11.13,23.78,12.65,7.87,62.44,0.11,96.27,3.36,5.23,272.5,4.58,5.89,272.25,1994-10-18
2.29,4.59,0.33,340.2,48.8,-999.0,-999.0,-999.0,-999.0,2.22,15.27,10.63,12.95,14.71,4.95,17.83,12.88,8.36,74.44,1.32,96.27,3.15,5.04,260.31,4.2,5.38,260.38,1994-10-19
2.75,4.75,0.4,360.2,57.4,-999.0,-999.0,-999.0,-999.0,1.93,18.36,12.03,15.19,19.48,11.41,24.45,13.03,9.16,69.94,0.66,95.8,2.67,4.64,189.56,3.92,6.73,190.44,1994-10-20
3.72,4.37,0.55,333.4,73.4,-999.0,-999.0,-999.0,-999.0,3.3,16.33,8.43,12.37,17.07,11.74,22.62,10.88,7.26,63.75,0.49,95.77,4.5,3.85,323.56,6.72,2.0,324.06,1994-10-21
2.95,3.98,0.44,331.5,60.4,-999.0,-999.0,-999.0,-999.0,3.52,16.38,9.47,12.92,17.01,13.48,23.72,10.23,7.69,66.88,0.04,96.09,4.82,4.91,333.06,7.16,3.45,333.69,1994-10-22
3.89,4.06,0.58,325.7,76.7,-999.0,-999.0,-999.0,-999.0,2.34,17.82,8.57,13.19,18.48,13.91,25.12,11.21,7.26,59.31,0.0,96.38,3.42,3.88,287.31,5.37,6.37,288.25,1994-10-23
3.51,3.72,0.53,360.4,71.6,-999.0,-999.0,-999.0,-999.0,1.62,19.51,10.11,14.81,20.01,9.59,24.19,14.6,8.0,55.56,0.01,96.66,2.4,4.24,170.75,3.36,5.91,184.44,1994-10-24
3.5,3.66,0.53,346.2,71.5,-999.0,-999.0,-999.0,-999.0,1.84,18.63,9.26,13.94,19.8,10.42,24.6,14.17,7.57,55.62,0.0,97.01,2.66,2.44,166.69,3.79,3.83,168.81,1994-10-25
3.94,4.05,0.6,340.9,78.1,-999.0,-999.0,-999.0,-999.0,2.51,19.33,8.3,13.81,19.45,10.96,25.53,14.57,7.08,50.19,0.0,96.93,3.62,6.08,262.19,4.83,6.49,262.25,1994-10-26
3.62,4.06,0.56,364.8,73.1,-999.0,-999.0,-999.0,-999.0,1.73,21.26,8.62,14.94,20.08,9.2,27.01,17.81,7.2,45.25,0.0,96.86,2.34,5.25,228.0,2.99,5.7,227.38,1994-10-27
3.67,3.76,0.57,350.8,73.9,-999.0,-999.0,-999.0,-999.0,1.41,20.76,6.33,13.55,18.66,9.55,26.51,16.96,6.23,40.56,0.0,96.69,2.09,1.56,144.38,2.92,3.09,146.94,1994-10-28
1.35,4.43,0.21,379.6,29.8,-999.0,-999.0,-999.0,-999.0,1.79,18.66,9.98,14.32,17.65,5.13,21.62,16.48,8.06,57.69,0.07,96.81,2.59,4.98,252.94,3.55,5.68,267.19,1994-10-29
3.79,3.9,0.6,341.4,74.6,-999.0,-999.0,-999.0,-999.0,1.4,19.67,12.58,16.12,19.88,9.48,24.4,14.92,9.4,65.0,0.01,97.13,2.09,4.57,149.81,3.05,5.78,151.25,1994-10-30
3.79,3.87,0.6,324.7,74.7,-999.0,-999.0,-999.0,-999.0,1.42,19.25,12.53,15.89,19.55,10.39,25.52,15.13,9.34,66.75,0.0,97.27,2.04,3.31,164.69,2.74,3.92,167.88,1994-10-31
3.11,4.34,0.5,357.0,63.5,-999.0,-999.0,-999.0,-999.0,1.48,18.98,11.74,15.36,19.0,10.52,24.73,14.21,8.91,65.44,0.0,97.12,2.1,3.76,174.56,2.82,4.13,175.81,1994-11-01
3.17,4.11,0.52,380.3,65.6,-999.0,-999.0,-999.0,-999.0,1.65,18.48,11.7,15.09,18.38,10.36,23.98,13.62,8.85,66.94,0.2,96.97,2.3,3.47,170.38,2.93,3.45,171.12,1994-11-02
3.15,3.87,0.52,361.9,64.1,-999.0,-999.0,-999.0,-999.0,1.75,19.05,11.33,15.19,19.27,10.41,24.35,13.94,8.67,62.81,0.13,96.9,2.51,3.03,96.81,3.49,3.62,97.94,1994-11-03
3.22,3.53,0.53,341.3,65.0,-999.0,-999.0,-999.0,-999.0,3.52,19.19,13.72,16.46,19.61,10.23,25.25,15.01,10.31,74.81,0.41,96.7,4.76,3.9,101.0,6.84,2.76,102.31,1994-11-04
3.47,3.64,0.58,324.1,68.7,-999.0,-999.0,-999.0,-999.0,2.2,18.11,11.89,15.0,17.83,7.98,22.8,14.83,9.16,70.25,0.12,96.74,3.08,4.54,177.75,4.4,5.07,178.38,1994-11-05
3.56,3.8,0.6,318.6,70.0,-999.0,-999.0,-999.0,-999.0,2.25,17.33,9.97,13.65,17.94,10.61,23.24,12.63,7.87,63.94,0.02,97.02,3.22,3.62,140.94,4.77,5.12,142.0,1994-11-06
3.15,3.39,0.53,332.8,63.4,-999.0,-999.0,-999.0,-999.0,2.04,16.26,9.87,13.06,17.07,10.18,22.06,11.88,8.0,69.25,0.0,96.89,3.03,1.91,183.62,4.62,4.08,184.75,1994-11-07
3.59,3.6,0.61,318.9,70.5,-999.0,-999.0,-999.0,-999.0,2.52,16.72,4.26,10.49,16.73,13.21,24.29,11.08,5.31,45.69,0.0,96.83,3.81,2.59,290.62,5.98,3.49,291.19,1994-11-08
3.63,3.63,0.62,327.6,71.1,-999.0,-999.0,-999.0,-999.0,2.39,16.51,6.19,11.34,16.87,13.72,24.09,10.37,6.1,53.94,0.0,96.96,3.57,5.57,171.69,5.66,6.24,172.94,1994-11-09
3.25,3.55,0.56,338.8,64.7,-999.0,-999.0,-999.0,-999.0,2.39,17.83,6.11,11.97,17.89,13.02,25.48,12.46,6.1,47.62,0.0,96.8,3.59,3.71,272.88,5.34,3.68,273.88,1994-11-10
3.35,3.52,0.59,312.8,65.9,-999.0,-999.0,-999.0,-999.0,2.2,17.03,6.23,11.63,17.51,13.27,24.23,10.96,6.16,51.12,0.0,96.78,3.3,4.9,268.81,5.2,7.5,270.81,1994-11-11
3.48,3.48,0.62,300.5,68.0,-999.0,-999.0,-999.0,-999.0,2.14,16.09,6.56,11.33,16.12,12.62,22.83,10.22,6.35,58.06,0.0,96.72,3.08,5.26,203.25,4.66,6.0,218.5,1994-11-12
3.36,3.5,0.6,306.4,65.3,-999.0,-999.0,-999.0,-999.0,1.66,15.09,7.68,11.39,14.89,10.52,20.41,9.89,6.77,63.25,0.0,96.88,2.42,1.66,97.5,3.25,1.59,98.38,1994-11-13
3.43,3.47,0.62,311.5,65.9,-999.0,-999.0,-999.0,-999.0,3.1,14.87,7.51,11.19,15.17,8.84,19.93,11.08,6.65,62.81,0.0,97.4,4.38,4.69,51.88,6.5,4.77,51.88,1994-11-14
3.48,3.48,0.63,293.4,67.7,-999.0,-999.0,-999.0,-999.0,2.52,14.86,6.85,10.85,14.51,12.55,21.83,9.29,6.35,63.25,0.0,97.72,3.51,4.81,62.88,5.23,6.36,62.38,1994-11-15
3.33,3.33,0.61,291.3,64.9,-999.0,-999.0,-999.0,-999.0,1.37,15.4,4.09,9.74,14.29,15.08,23.31,8.23,5.37,54.38,0.0,97.55,2.05,4.28,280.56,2.97,5.41,279.94,1994-11-16
3.09,3.25,0.57,324.9,60.8,-999.0,-999.0,-999.0,-999.0,2.21,15.57,1.33,8.45,14.32,14.28,23.6,9.32,4.39,40.94,0.0,97.02,3.33,3.79,277.62,4.82,4.44,263.56,1994-11-17
3.08,3.22,0.57,315.4,60.4,-999.0,-999.0,-999.0,-999.0,2.86,15.06,7.47,11.26,15.15,11.8,21.92,10.12,6.77,65.88,0.0,96.94,4.16,3.75,209.06,6.39,4.12,208.75,1994-11-18
2.78,3.3,0.52,322.3,55.1,-999.0,-999.0,-999.0,-999.0,2.59,15.28,9.96,12.62,15.22,14.52,23.48,8.95,7.93,74.62,0.0,97.01,3.85,4.22,254.75,5.6,3.95,255.31,1994-11-19
2.67,3.25,0.5,317.9,53.8,-999.0,-999.0,-999.0,-999.0,2.55,15.38,8.23,11.8,15.37,11.12,22.34,11.23,7.14,67.06,0.01,97.5,3.88,3.13,81.62,5.88,2.04,81.0,1994-11-20
3.38,3.38,0.64,288.0,65.0,-999.0,-999.0,-999.0,-999.0,1.45,14.96,4.52,9.74,14.77,14.67,23.4,8.73,5.43,54.88,0.0,97.67,2.45,2.55,192.38,3.8,5.26,195.75,1994-11-21
3.35,3.35,0.64,286.7,64.6,-999.0,-999.0,-999.0,-999.0,1.35,15.65,3.87,9.76,14.86,12.46,23.2,10.74,5.25,48.25,0.0,97.55,2.24,2.0,192.38,3.15,3.88,192.56,1994-11-22
3.27,3.27,0.62,282.0,63.2,-999.0,-999.0,-999.0,-999.0,1.66,15.68,5.4,10.54,14.39,11.27,22.28,11.01,5.74,52.5,0.0,97.77,2.49,2.88,142.44,3.31,3.41,142.31,1994-11-23
3.28,3.28,0.63,283.4,63.2,-999.0,-999.0,-999.0,-999.0,1.3,15.3,7.4,11.35,14.4,10.23,21.58,11.36,6.59,60.75,0.0,98.02,2.02,1.88,142.56,2.73,3.41,143.88,1994-11-24
3.23,3.25,0.62,282.8,62.2,-999.0,-999.0,-999.0,-999.0,1.41,14.71,4.93,9.82,13.73,11.19,21.32,10.13,5.55,53.94,0.0,97.79,2.13,2.62,178.12,2.98,6.02,178.62,1994-11-25
3.08,3.16,0.6,296.6,59.7,-999.0,-999.0,-999.0,-999.0,1.9,13.26,6.79,10.02,13.55,12.03,20.06,8.03,6.35,68.69,0.0,97.5,2.83,5.06,130.62,4.5,7.36,134.75,1994-11-26
2.65,3.24,0.52,312.8,52.5,-999.0,-999.0,-999.0,-999.0,1.92,12.78,5.98,9.37,12.8,11.66,19.28,7.62,5.98,65.88,0.0,97.17,2.95,3.06,154.38,4.42,5.3,155.12,1994-11-27
3.17,3.19,0.62,285.0,61.2,-999.0,-999.0,-999.0,-999.0,1.91,12.7,6.53,9.62,12.87,11.95,19.4,7.46,6.23,69.06,0.0,97.35,3.04,1.67,47.38,4.85,4.34,46.69,1994-11-28
2.89,3.06,0.58,284.7,56.3,-999.0,-999.0,-999.0,-999.0,2.8,11.88,7.81,9.85,12.11,8.59,17.34,8.75,6.77,78.38,0.06,97.88,3.99,4.21,69.81,5.94,4.87,69.81,1994-11-29
3.26,3.27,0.66,278.2,61.6,-999.0,-999.0,-999.0,-999.0,1.97,11.41,5.79,8.6,11.09,9.95,17.66,7.7,5.92,71.06,0.0,97.7,2.88,3.05,212.44,4.26,5.46,213.62,1994-11-30
3.12,3.12,0.62,267.8,60.0,-999.0,-999.0,-999.0,-999.0,1.88,11.15,3.35,7.26,10.56,11.77,17.94,6.19,5.0,61.56,0.0,97.59,2.98,2.3,151.56,4.2,3.08,151.38,1994-12-01
3.17,3.17,0.64,268.6,61.0,-999.0,-999.0,-999.0,-999.0,1.38,11.71,6.89,9.3,10.82,10.2,17.23,7.03,6.35,73.69,0.03,97.88,2.06,2.02,137.88,2.73,3.24,138.5,1994-12-02
2.68,3.26,0.55,306.9,52.9,-999.0,-999.0,-999.0,-999.0,1.24,12.76,4.33,8.55,10.8,8.48,17.78,9.3,5.31,57.56,0.01,98.1,1.69,3.15,171.81,2.1,3.23,172.75,1994-12-03
3.14,3.17,0.64,270.7,60.6,-999.0,-999.0,-999.0,-999.0,1.59,12.17,3.69,7.93,10.33,9.13,17.68,8.55,5.07,56.81,0.0,98.25,2.33,4.54,171.06,3.12,4.88,172.81,1994-12-04
3.13,3.14,0.65,265.0,60.4,-999.0,-999.0,-999.0,-999.0,2.09,11.67,2.23,6.95,10.08,11.02,18.77,7.76,4.58,53.75,0.0,98.15,2.99,3.84,277.88,4.45,6.87,278.44,1994-12-05
3.15,3.15,0.65,267.1,60.5,-999.0,-999.0,-999.0,-999.0,2.23,12.14,1.18,6.65,11.41,13.28,20.62,7.33,4.21,49.69,0.0,98.16,3.53,2.97,288.06,5.48,5.55,289.12,1994-12-06
3.12,3.12,0.65,264.4,60.1,-999.0,-999.0,-999.0,-999.0,2.63,10.99,1.28,6.14,10.4,11.77,18.61,6.84,4.27,53.56,0.0,98.02,3.99,5.34,283.56,6.0,6.03,284.5,1994-12-07
3.12,3.13,0.65,280.3,59.9,-999.0,-999.0,-999.0,-999.0,2.14,11.87,0.78,6.32,11.28,13.52,19.8,6.29,4.15,48.62,0.0,97.84,3.3,2.51,251.56,5.07,3.95,252.88,1994-12-08
2.8,3.09,0.59,287.8,54.3,-999.0,-999.0,-999.0,-999.0,1.71,11.75,4.9,8.33,11.29,11.52,18.81,7.29,5.62,66.25,0.0,97.86,2.81,1.32,141.81,4.16,3.23,142.44,1994-12-09
2.77,3.0,0.58,296.2,54.0,-999.0,-999.0,-999.0,-999.0,1.59,11.9,6.91,9.4,11.61,11.62,18.44,6.82,6.41,73.5,0.0,97.77,2.61,2.28,134.75,4.16,5.47,136.88,1994-12-10
2.56,3.14,0.54,317.7,50.1,-999.0,-999.0,-999.0,-999.0,3.5,12.6,7.62,10.11,12.48,11.13,19.16,8.03,6.65,74.69,0.03,97.85,4.91,4.28,53.44,7.89,2.96,53.25,1994-12-11
3.0,3.06,0.63,290.0,58.4,-999.0,-999.0,-999.0,-999.0,2.85,12.01,7.88,9.94,11.67,9.66,18.09,8.43,6.77,78.19,0.19,98.0,4.1,4.75,51.44,6.21,6.53,51.38,1994-12-12
3.15,3.15,0.66,275.5,60.2,-999.0,-999.0,-999.0,-999.0,1.64,11.84,6.23,9.04,11.33,11.66,18.98,7.31,6.1,72.25,0.0,97.84,2.66,2.45,186.62,3.98,5.2,187.75,1994-12-13
