ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,WS2M,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_RANGE,WD10M,WS50M,WS50M_RANGE,WD50M,Date
2.19,2.91,0.46,312.5,43.7,-999.0,-999.0,-999.0,-999.0,2.54,10.88,5.32,8.1,10.7,9.66,16.59,6.93,5.8,71.25,0.32,96.63,3.76,4.13,346.75,5.98,4.09,346.94,1990-01-01
2.6,3.15,0.55,317.2,50.8,-999.0,-999.0,-999.0,-999.0,1.94,9.08,3.55,6.31,8.52,11.12,15.2,4.07,5.07,71.69,0.01,97.0,3.02,1.77,312.94,4.83,4.8,313.12,1990-01-02
2.72,3.34,0.57,303.4,53.5,-999.0,-999.0,-999.0,-999.0,1.67,8.9,3.95,6.43,8.52,11.29,15.56,4.26,5.25,73.44,0.0,96.86,2.72,2.26,184.75,3.92,3.1,185.56,1990-01-03
1.52,3.32,0.31,315.0,31.3,-999.0,-999.0,-999.0,-999.0,1.51,7.83,3.29,5.55,6.23,6.68,11.84,5.16,5.0,73.69,0.08,96.49,2.25,3.63,141.38,3.63,7.12,141.69,1990-01-04
1.68,3.28,0.34,315.3,33.9,-999.0,-999.0,-999.0,-999.0,5.03,9.83,5.75,7.79,9.45,8.52,14.91,6.4,5.92,76.62,2.81,96.64,6.84,5.16,55.69,9.54,4.96,56.19,1990-01-05
2.46,2.98,0.51,297.0,48.6,-999.0,-999.0,-999.0,-999.0,4.48,10.37,7.12,8.75,10.23,9.23,15.12,5.89,6.47,81.31,1.96,97.6,6.21,7.01,39.56,8.66,6.92,39.88,1990-01-06
2.71,3.15,0.55,284.1,52.1,-999.0,-999.0,-999.0,-999.0,1.45,8.87,4.61,6.73,9.06,9.15,14.51,5.35,5.43,76.62,0.2,98.11,2.2,2.52,237.62,2.98,3.9,222.94,1990-01-07
3.0,3.31,0.61,302.3,57.3,-999.0,-999.0,-999.0,-999.0,1.7,8.87,3.12,5.99,7.86,10.63,14.99,4.35,4.88,69.94,0.01,98.18,2.66,2.38,178.94,3.66,2.91,179.75,1990-01-08
2.07,3.48,0.42,328.1,41.9,-999.0,-999.0,-999.0,-999.0,1.74,8.98,5.47,7.22,8.58,7.11,13.11,6.0,5.74,79.94,1.98,98.06,2.77,2.05,91.69,4.49,5.27,92.94,1990-01-09
1.74,3.43,0.35,327.7,35.8,-999.0,-999.0,-999.0,-999.0,2.08,8.65,6.83,7.73,8.49,3.84,10.98,7.14,6.35,88.69,3.32,97.8,3.1,2.55,89.88,5.04,2.98,90.75,1990-01-10
2.33,3.17,0.47,317.4,46.5,-999.0,-999.0,-999.0,-999.0,3.18,8.39,6.56,7.48,8.42,5.09,11.28,6.19,6.23,89.12,0.95,97.5,4.36,2.69,66.44,6.45,2.72,67.12,1990-01-11
0.83,3.6,0.16,332.0,18.0,-999.0,-999.0,-999.0,-999.0,4.59,9.76,7.66,8.71,9.64,4.7,12.72,8.02,6.71,87.38,8.07,97.22,6.2,4.98,91.38,8.55,5.13,91.88,1990-01-12
2.92,3.46,0.58,292.5,56.7,-999.0,-999.0,-999.0,-999.0,2.4,9.76,6.51,8.14,9.83,6.98,13.3,6.32,6.29,81.44,4.82,97.04,3.4,5.3,81.88,4.9,7.94,82.5,1990-01-13
1.81,3.55,0.36,306.7,36.8,-999.0,-999.0,-999.0,-999.0,3.62,8.76,6.19,7.48,8.51,9.31,14.32,5.01,6.1,85.19,0.25,97.14,5.15,4.52,103.75,7.98,2.73,103.94,1990-01-14
3.14,3.39,0.62,275.5,60.0,-999.0,-999.0,-999.0,-999.0,3.34,8.22,3.28,5.75,8.12,11.06,14.87,3.81,5.0,75.0,0.01,97.55,4.75,3.53,24.69,7.52,2.93,24.5,1990-01-15
3.16,3.34,0.62,274.4,60.8,-999.0,-999.0,-999.0,-999.0,3.38,8.16,3.29,5.73,8.01,11.18,14.73,3.54,4.94,74.69,0.03,97.92,4.84,2.77,33.94,7.79,2.96,33.94,1990-01-16
1.72,3.78,0.34,331.8,35.6,-999.0,-999.0,-999.0,-999.0,3.05,8.46,5.48,6.97,8.5,6.87,12.82,5.95,5.74,82.25,1.1,97.95,4.31,4.33,44.5,6.52,4.23,44.88,1990-01-17
2.18,3.66,0.42,322.5,43.8,-999.0,-999.0,-999.0,-999.0,0.76,9.19,3.04,6.11,8.8,8.27,13.65,5.38,4.88,68.31,0.14,97.44,1.24,2.09,132.88,1.78,3.98,134.81,1990-01-18
3.05,3.36,0.58,280.7,59.1,-999.0,-999.0,-999.0,-999.0,3.43,8.05,1.94,5.0,7.68,10.46,14.01,3.54,4.52,68.0,0.17,97.44,4.88,6.51,58.75,7.09,7.29,59.12,1990-01-19
2.79,3.42,0.53,295.9,54.8,-999.0,-999.0,-999.0,-999.0,5.98,8.83,4.19,6.51,8.79,8.55,13.52,4.98,5.25,74.69,0.55,97.8,8.05,4.26,32.0,10.59,3.03,32.31,1990-01-20
0.51,3.94,0.09,303.8,11.7,-999.0,-999.0,-999.0,-999.0,8.7,8.41,5.39,6.9,8.15,2.04,9.51,7.48,5.74,81.38,23.85,97.46,11.62,5.45,45.44,14.5,5.98,46.5,1990-01-21
0.52,3.96,0.09,310.8,11.7,-999.0,-999.0,-999.0,-999.0,9.32,8.44,6.62,7.53,8.23,2.72,9.71,6.98,6.29,88.5,65.16,97.04,12.43,2.3,47.88,15.28,2.62,49.44,1990-01-22
0.99,4.01,0.18,322.9,21.4,-999.0,-999.0,-999.0,-999.0,7.57,9.3,7.43,8.37,9.02,2.49,10.81,8.32,6.65,88.31,33.41,97.07,10.12,2.43,35.62,12.74,3.09,37.19,1990-01-23
2.4,3.34,0.44,314.9,47.5,-999.0,-999.0,-999.0,-999.0,6.08,9.25,6.27,7.76,8.99,7.54,13.22,5.69,6.1,82.31,0.66,97.45,8.27,7.38,21.12,11.14,6.59,21.81,1990-01-24
3.71,3.73,0.68,261.2,71.1,-999.0,-999.0,-999.0,-999.0,2.16,8.01,3.19,5.6,7.81,12.2,15.26,3.07,4.94,75.25,0.0,97.67,3.34,1.82,235.69,5.7,5.32,236.88,1990-01-25
3.54,3.57,0.64,265.1,68.1,-999.0,-999.0,-999.0,-999.0,2.85,8.3,3.67,5.99,7.66,11.7,15.44,3.73,5.07,75.06,0.0,97.5,4.39,4.69,273.56,6.81,5.12,274.38,1990-01-26
3.39,3.52,0.61,264.0,64.9,-999.0,-999.0,-999.0,-999.0,2.36,8.4,4.12,6.26,7.59,11.09,15.61,4.52,5.25,76.69,0.0,97.37,3.7,5.36,265.88,5.4,6.31,266.81,1990-01-27
1.57,4.22,0.28,298.9,33.0,-999.0,-999.0,-999.0,-999.0,1.65,8.32,3.72,6.02,7.27,7.88,13.2,5.32,5.13,73.69,0.01,97.08,2.71,3.95,206.88,4.02,4.38,206.62,1990-01-28
1.32,4.07,0.23,318.6,27.9,-999.0,-999.0,-999.0,-999.0,2.86,9.06,3.93,6.49,8.31,7.88,13.42,5.55,5.25,71.38,2.1,96.55,4.01,8.18,220.94,5.55,9.17,222.25,1990-01-29
3.36,3.52,0.59,275.4,65.4,-999.0,-999.0,-999.0,-999.0,2.23,8.86,3.66,6.26,8.33,13.43,16.97,3.54,5.13,74.38,0.0,97.01,3.59,3.26,313.0,5.5,4.49,313.62,1990-01-30
2.98,3.63,0.52,300.3,59.4,-999.0,-999.0,-999.0,-999.0,2.16,7.72,3.65,5.69,7.37,11.7,14.3,2.59,5.07,77.31,0.02,97.2,3.45,2.85,154.12,5.27,5.95,154.56,1990-01-31
3.96,4.03,0.68,293.8,76.1,-999.0,-999.0,-999.0,-999.0,3.12,9.02,4.17,6.59,8.92,11.06,15.7,4.64,5.31,73.25,0.01,96.87,4.62,4.64,273.0,6.92,3.18,273.62,1990-02-01
3.81,4.07,0.65,292.1,74.2,-999.0,-999.0,-999.0,-999.0,1.35,9.38,1.03,5.2,8.78,14.27,16.76,2.49,4.21,59.31,0.0,97.25,2.15,4.35,59.81,3.5,7.33,55.56,1990-02-02
3.69,3.69,0.62,284.9,70.6,-999.0,-999.0,-999.0,-999.0,2.02,8.83,2.96,5.89,8.24,11.2,15.54,4.33,4.82,69.0,0.0,97.8,3.16,4.64,174.81,4.54,5.8,175.56,1990-02-03
3.78,3.89,0.63,283.1,71.7,-999.0,-999.0,-999.0,-999.0,1.67,10.4,1.01,5.7,8.8,12.39,17.65,5.26,4.21,54.12,0.0,97.83,2.58,2.41,264.62,3.52,3.55,265.75,1990-02-04
3.8,3.78,0.63,295.1,72.9,-999.0,-999.0,-999.0,-999.0,1.59,10.25,3.2,6.73,9.15,11.76,16.73,4.98,5.0,63.81,0.0,97.9,2.38,1.64,106.81,3.2,2.62,107.19,1990-02-05
3.89,3.9,0.64,290.9,75.1,-999.0,-999.0,-999.0,-999.0,1.68,10.21,7.0,8.6,11.01,9.5,16.14,6.64,6.41,81.56,0.0,97.6,2.56,2.7,176.62,4.05,5.88,177.75,1990-02-06
3.95,4.06,0.64,304.2,76.2,-999.0,-999.0,-999.0,-999.0,1.95,12.37,5.21,8.79,12.01,12.02,19.21,7.19,5.68,64.56,0.0,97.43,3.08,2.84,125.0,4.56,2.77,124.5,1990-02-07
3.29,3.7,0.53,321.0,65.1,-999.0,-999.0,-999.0,-999.0,1.58,11.78,6.94,9.37,12.24,10.55,18.19,7.64,6.41,75.44,0.0,97.69,2.35,3.62,84.56,3.69,5.12,81.81,1990-02-08
3.96,4.16,0.63,286.2,75.8,-999.0,-999.0,-999.0,-999.0,1.26,11.86,5.12,8.49,11.5,14.02,18.83,4.81,5.68,67.75,0.0,97.66,1.9,3.67,254.31,2.66,4.12,239.44,1990-02-09
4.0,4.05,0.63,302.3,78.7,-999.0,-999.0,-999.0,-999.0,1.55,11.8,6.38,9.09,12.4,11.98,18.0,6.03,6.16,72.25,0.0,97.44,2.5,3.02,88.0,3.83,4.73,86.56,1990-02-10
4.05,4.02,0.64,300.5,78.8,-999.0,-999.0,-999.0,-999.0,1.87,12.34,5.27,8.8,11.5,12.48,19.64,7.15,5.74,65.31,0.0,97.07,2.79,3.52,277.06,3.81,4.01,278.44,1990-02-11
3.1,4.57,0.48,326.8,62.4,-999.0,-999.0,-999.0,-999.0,2.98,11.1,4.18,7.64,10.38,14.82,19.8,4.98,5.37,67.0,0.0,96.6,4.55,7.11,307.69,6.44,7.2,308.25,1990-02-12
3.71,3.84,0.57,336.2,72.7,-999.0,-999.0,-999.0,-999.0,2.65,12.42,5.79,9.11,12.26,16.78,22.04,5.26,5.98,68.5,0.0,96.61,4.05,2.95,331.12,6.31,3.15,331.44,1990-02-13
3.57,3.91,0.55,334.7,70.5,-999.0,-999.0,-999.0,-999.0,2.13,13.62,4.04,8.83,13.2,17.09,23.48,6.39,5.25,57.94,0.0,96.85,3.38,2.12,303.69,5.3,5.02,304.94,1990-02-14
4.09,4.04,0.62,302.2,78.2,-999.0,-999.0,-999.0,-999.0,2.34,13.9,-0.46,6.73,13.27,16.23,23.77,7.55,3.85,41.0,0.0,96.67,3.79,4.19,292.06,6.16,7.45,293.81,1990-02-15
4.2,4.04,0.63,309.7,81.2,-999.0,-999.0,-999.0,-999.0,1.72,15.56,1.58,8.57,14.19,17.02,24.46,7.44,4.52,41.25,0.0,96.68,2.63,3.9,189.0,4.16,7.77,187.5,1990-02-16
4.14,3.99,0.62,332.6,83.1,-999.0,-999.0,-999.0,-999.0,1.58,16.08,4.09,10.09,14.82,11.96,23.39,11.43,5.25,46.44,0.0,96.91,2.36,2.23,211.62,3.29,4.63,211.69,1990-02-17
4.31,4.42,0.63,312.6,83.9,-999.0,-999.0,-999.0,-999.0,1.36,15.95,3.15,9.55,14.17,9.95,22.3,12.36,4.94,43.5,0.0,97.22,1.95,3.23,196.19,2.53,5.03,197.44,1990-02-18
4.06,3.95,0.59,324.3,80.0,-999.0,-999.0,-999.0,-999.0,1.49,15.62,4.43,10.02,14.03,13.09,23.51,10.42,5.43,49.31,0.0,97.42,2.2,3.03,152.88,3.0,5.09,154.81,1990-02-19
4.41,4.41,0.64,299.4,84.8,-999.0,-999.0,-999.0,-999.0,2.54,12.62,7.98,10.3,12.82,13.27,20.23,6.95,6.9,76.06,0.0,97.74,3.69,3.05,73.38,5.38,4.05,73.19,1990-02-20
4.14,4.15,0.59,278.1,78.5,-999.0,-999.0,-999.0,-999.0,2.09,12.14,6.19,9.16,13.01,10.26,18.43,8.17,6.1,70.94,0.0,97.99,2.89,2.73,80.19,3.9,4.85,79.56,1990-02-21
4.05,4.16,0.58,283.9,77.6,-999.0,-999.0,-999.0,-999.0,2.3,12.83,4.15,8.49,13.03,13.74,20.81,7.07,5.31,60.62,0.0,98.07,3.38,3.46,33.31,5.26,6.01,32.38,1990-02-22
4.36,4.36,0.62,278.1,83.5,-999.0,-999.0,-999.0,-999.0,2.6,11.55,4.7,8.12,11.84,13.23,18.98,5.74,5.43,68.12,0.0,98.29,3.75,3.78,49.19,5.59,5.5,48.19,1990-02-23
4.19,4.19,0.59,283.6,80.9,-999.0,-999.0,-999.0,-999.0,1.38,12.56,4.74,8.65,12.73,13.9,20.51,6.61,5.43,63.62,0.0,98.18,2.24,2.08,181.06,3.12,3.91,183.5,1990-02-24
4.63,4.55,0.64,288.7,88.2,-999.0,-999.0,-999.0,-999.0,2.46,13.0,1.93,7.47,12.46,13.2,21.05,7.85,4.46,50.0,0.0,97.77,3.44,4.25,274.06,5.01,8.05,275.62,1990-02-25
4.69,4.56,0.65,301.8,90.3,-999.0,-999.0,-999.0,-999.0,2.15,13.62,0.92,7.27,13.76,17.02,23.42,6.39,4.15,46.19,0.0,97.65,3.43,2.69,276.31,5.5,6.08,278.62,1990-02-26
4.61,4.59,0.63,323.8,89.9,-999.0,-999.0,-999.0,-999.0,2.14,14.73,1.9,8.32,14.62,15.95,23.89,7.94,4.52,47.25,0.0,97.36,3.45,3.7,242.06,5.46,6.62,243.5,1990-02-27
4.58,4.86,0.62,314.8,89.5,-999.0,-999.0,-999.0,-999.0,2.22,16.24,5.7,10.98,16.52,17.61,26.4,8.8,5.92,54.0,0.0,97.14,3.4,4.38,200.81,5.52,6.91,201.31,1990-02-28
4.0,4.03,0.54,318.0,79.0,-999.0,-999.0,-999.0,-999.0,2.84,15.88,4.4,10.14,15.67,14.9,24.34,9.45,5.37,49.31,0.0,97.01,4.37,5.6,272.0,6.34,6.26,272.88,1990-03-01
4.17,4.25,0.55,323.9,81.0,-999.0,-999.0,-999.0,-999.0,2.37,15.03,5.05,10.04,15.14,12.9,22.32,9.42,5.68,52.94,0.0,96.96,3.54,4.49,153.25,4.86,6.0,153.88,1990-03-02
3.39,5.4,0.45,338.4,69.0,-999.0,-999.0,-999.0,-999.0,6.99,12.33,2.27,7.3,12.44,6.24,16.17,9.93,4.64,52.25,0.0,97.44,9.37,3.62,41.31,11.66,4.48,41.44,1990-03-03
2.19,4.95,0.29,358.5,47.2,-999.0,-999.0,-999.0,-999.0,6.94,11.95,5.52,8.74,12.78,8.26,16.97,8.71,5.8,65.94,0.47,97.98,9.21,5.27,49.38,11.31,5.45,49.56,1990-03-04
3.19,4.99,0.41,355.6,65.1,-999.0,-999.0,-999.0,-999.0,3.66,10.31,5.1,7.7,11.19,10.17,16.27,6.09,5.62,72.31,0.02,98.08,4.98,4.98,76.12,6.55,5.38,76.31,1990-03-05
4.3,4.96,0.55,320.4,85.7,-999.0,-999.0,-999.0,-999.0,1.22,11.1,6.26,8.68,11.93,12.33,17.69,5.37,6.1,74.44,0.01,97.79,1.9,1.06,121.44,2.57,2.55,124.56,1990-03-06
4.38,4.42,0.56,289.0,84.9,-999.0,-999.0,-999.0,-999.0,1.48,12.36,4.14,8.25,13.65,14.97,21.06,6.08,5.31,64.12,0.0,97.76,2.27,2.96,115.56,3.23,5.76,115.25,1990-03-07
4.21,5.42,0.53,319.1,83.5,-999.0,-999.0,-999.0,-999.0,2.08,12.39,4.6,8.49,12.59,12.88,19.22,6.34,5.37,61.69,0.0,98.02,3.05,4.71,225.69,4.16,5.34,227.0,1990-03-08
3.56,5.68,0.45,343.5,71.8,-999.0,-999.0,-999.0,-999.0,2.49,12.94,1.57,7.25,12.67,12.71,20.27,7.56,4.46,50.0,0.0,98.02,3.77,4.8,253.38,5.38,4.47,239.12,1990-03-09
4.42,4.45,0.55,325.6,86.2,-999.0,-999.0,-999.0,-999.0,3.56,15.37,5.27,10.33,15.96,13.61,23.11,9.5,5.74,55.94,0.0,98.29,4.98,4.58,83.38,7.38,3.22,83.12,1990-03-10
4.53,4.45,0.56,316.0,88.9,-999.0,-999.0,-999.0,-999.0,1.75,14.6,-0.79,6.9,14.89,15.74,23.25,7.51,3.72,39.25,0.0,98.41,2.75,3.78,147.69,4.2,7.77,150.62,1990-03-11
3.81,5.24,0.47,343.6,75.2,-999.0,-999.0,-999.0,-999.0,2.71,13.83,4.33,9.08,13.46,11.62,20.68,9.05,5.31,54.62,0.0,97.76,3.93,5.58,267.31,5.59,5.62,267.69,1990-03-12
4.57,5.23,0.55,339.0,91.7,-999.0,-999.0,-999.0,-999.0,2.83,16.34,4.11,10.23,16.67,12.23,23.69,11.45,5.25,47.12,0.02,97.36,4.19,3.13,96.19,6.17,3.49,95.94,1990-03-13
4.33,4.6,0.52,336.5,87.8,-999.0,-999.0,-999.0,-999.0,1.35,15.53,7.03,11.28,16.0,11.68,21.53,9.85,6.47,59.88,1.26,97.54,2.03,3.29,116.0,3.15,6.3,115.81,1990-03-14
2.35,5.94,0.28,337.3,49.7,-999.0,-999.0,-999.0,-999.0,1.64,11.78,8.79,10.29,11.59,3.96,13.63,9.67,7.26,82.06,9.95,97.72,2.34,3.22,65.94,3.11,3.38,66.62,1990-03-15
3.25,5.99,0.39,356.5,67.3,-999.0,-999.0,-999.0,-999.0,2.46,11.69,9.05,10.37,11.82,4.52,13.69,9.16,7.39,84.25,5.78,97.77,3.47,2.98,49.62,5.25,4.84,50.38,1990-03-16
3.72,5.88,0.44,337.4,75.7,-999.0,-999.0,-999.0,-999.0,4.14,12.42,8.8,10.61,13.16,9.58,17.49,7.91,7.2,80.19,4.33,97.95,5.58,3.7,54.25,7.64,2.15,54.38,1990-03-17
3.26,4.66,0.38,328.9,67.5,-999.0,-999.0,-999.0,-999.0,3.45,12.18,9.41,10.8,12.86,8.42,16.33,7.91,7.51,84.19,6.99,98.27,4.71,3.52,76.81,6.57,2.19,77.06,1990-03-18
5.45,5.57,0.63,292.9,106.0,-999.0,-999.0,-999.0,-999.0,1.79,12.69,6.66,9.67,14.05,12.7,19.56,6.86,6.23,69.62,0.07,98.23,2.7,1.4,141.56,3.94,3.48,142.81,1990-03-19
4.04,5.38,0.47,333.5,81.0,-999.0,-999.0,-999.0,-999.0,2.5,13.18,6.49,9.83,13.27,9.55,18.64,9.08,6.16,65.81,2.99,97.83,3.38,5.22,78.94,4.69,7.77,79.0,1990-03-20
5.54,5.54,0.64,280.4,104.6,-999.0,-999.0,-999.0,-999.0,2.68,13.1,3.19,8.15,13.55,15.23,20.77,5.55,4.94,57.81,0.0,97.83,3.73,6.2,118.19,5.27,8.24,101.5,1990-03-21
5.23,5.19,0.6,285.0,99.1,-999.0,-999.0,-999.0,-999.0,2.12,13.89,2.19,8.04,14.16,14.8,21.58,6.78,4.58,48.06,0.0,97.6,3.0,4.55,171.69,4.45,8.48,174.81,1990-03-22
5.28,5.36,0.6,302.5,99.4,-999.0,-999.0,-999.0,-999.0,2.35,14.96,1.93,8.44,15.4,15.75,23.43,7.68,4.52,45.44,0.0,97.41,3.59,1.71,272.81,5.55,4.19,274.5,1990-03-23
5.13,6.3,0.58,332.4,101.2,-999.0,-999.0,-999.0,-999.0,2.88,15.93,2.83,9.37,15.74,13.77,23.06,9.3,4.82,44.0,0.0,97.3,4.29,5.23,261.44,5.88,5.24,262.06,1990-03-24
4.4,4.89,0.49,349.1,88.1,-999.0,-999.0,-999.0,-999.0,1.5,16.11,3.66,9.89,14.66,9.82,21.4,11.58,5.25,47.0,0.02,97.0,2.23,3.13,152.25,3.46,6.8,153.12,1990-03-25
4.37,5.37,0.48,355.1,89.2,-999.0,-999.0,-999.0,-999.0,2.27,14.98,8.76,11.87,16.1,8.59,19.44,10.85,7.32,68.88,3.49,96.56,3.22,5.48,124.75,4.95,6.27,124.69,1990-03-26
5.02,5.05,0.55,319.5,99.2,-999.0,-999.0,-999.0,-999.0,2.46,10.51,5.5,8.0,11.2,6.63,13.51,6.88,5.86,71.88,8.22,96.7,3.35,4.38,122.38,4.23,5.64,123.06,1990-03-27
5.29,5.31,0.59,286.5,101.6,-999.0,-999.0,-999.0,-999.0,2.01,11.09,1.6,6.34,11.96,14.97,18.83,3.87,4.46,57.62,0.03,96.97,3.02,3.82,144.44,4.15,4.6,147.31,1990-03-28
5.29,5.44,0.58,301.7,100.6,-999.0,-999.0,-999.0,-999.0,2.32,11.35,4.24,7.8,13.26,14.18,18.16,3.98,5.37,65.94,0.16,97.17,3.26,2.62,100.81,4.86,6.05,101.88,1990-03-29
4.57,6.72,0.5,347.0,93.1,-999.0,-999.0,-999.0,-999.0,3.58,13.51,6.01,9.76,14.76,12.92,20.02,7.1,6.04,63.81,0.28,97.21,4.83,5.13,78.94,6.52,5.6,79.44,1990-03-30
3.72,6.76,0.4,351.5,77.2,-999.0,-999.0,-999.0,-999.0,5.12,13.62,8.61,11.11,14.83,8.73,18.83,10.09,7.14,73.75,0.43,97.4,6.75,6.11,76.12,8.33,5.59,76.19,1990-03-31
3.52,6.81,0.38,358.8,73.4,-999.0,-999.0,-999.0,-999.0,3.99,12.8,8.47,10.63,14.07,9.46,17.95,8.49,7.08,76.81,0.07,97.31,5.26,2.12,78.31,6.72,1.85,78.88,1990-04-01
5.45,5.94,0.59,334.0,109.9,-999.0,-999.0,-999.0,-999.0,2.2,15.73,9.91,12.82,17.42,12.7,22.4,9.7,7.93,71.12,2.96,96.62,3.02,4.85,127.56,4.01,6.28,129.56,1990-04-02
5.97,5.87,0.63,310.7,116.4,-999.0,-999.0,-999.0,-999.0,2.45,15.11,6.77,10.94,16.08,12.33,21.84,9.51,6.53,62.44,0.13,96.34,3.52,5.67,176.31,5.01,7.59,178.62,1990-04-03
5.87,5.86,0.62,301.8,111.6,-999.0,-999.0,-999.0,-999.0,2.72,15.12,7.31,11.22,17.04,14.09,22.8,8.72,6.65,64.81,0.32,96.62,3.79,5.94,106.31,5.16,8.95,105.38,1990-04-04
5.87,6.94,0.62,342.1,115.3,-999.0,-999.0,-999.0,-999.0,2.66,16.59,9.23,12.91,17.74,14.23,24.31,10.07,7.57,67.38,0.04,96.51,3.61,4.26,113.19,4.99,6.97,114.06,1990-04-05
5.68,5.67,0.59,329.3,108.8,-999.0,-999.0,-999.0,-999.0,3.4,18.97,6.84,12.9,19.73,17.48,28.91,11.42,6.71,54.44,0.0,95.74,4.76,6.76,172.81,6.93,8.45,174.19,1990-04-06
3.5,7.09,0.37,355.0,72.5,-999.0,-999.0,-999.0,-999.0,2.23,18.53,9.17,13.85,19.85,14.71,26.01,11.3,7.57,58.12,0.05,96.32,3.18,3.15,106.81,4.59,5.8,108.19,1990-04-07
5.07,6.63,0.52,372.1,102.0,-999.0,-999.0,-999.0,-999.0,3.35,19.96,11.5,15.73,20.62,12.3,26.69,14.39,8.79,60.0,0.41,96.29,4.55,7.74,230.25,6.34,9.1,229.81,1990-04-08
6.09,6.84,0.62,339.0,120.1,-999.0,-999.0,-999.0,-999.0,5.33,18.16,8.4,13.29,18.62,11.75,23.94,12.19,7.39,55.88,0.47,95.76,7.24,9.68,250.25,10.09,9.7,250.38,1990-04-09
6.0,6.12,0.62,329.5,117.9,-999.0,-999.0,-999.0,-999.0,3.63,15.75,3.02,9.39,16.99,12.96,22.51,9.55,4.94,45.75,0.26,95.7,4.97,2.64,244.81,7.1,2.75,245.25,1990-04-10
4.6,6.65,0.47,338.8,93.9,-999.0,-999.0,-999.0,-999.0,3.11,13.26,4.13,8.69,14.93,10.64,18.94,8.3,5.31,56.19,1.66,96.38,4.22,5.15,304.12,5.84,7.14,305.44,1990-04-11
5.9,5.72,0.6,336.0,116.7,-999.0,-999.0,-999.0,-999.0,3.93,14.46,2.78,8.62,15.52,16.04,22.53,6.49,4.88,49.31,0.02,96.52,5.32,4.95,317.06,7.55,4.33,318.06,1990-04-12
6.2,6.08,0.62,313.4,119.5,-999.0,-999.0,-999.0,-999.0,1.91,14.34,3.64,8.99,16.48,16.16,22.39,6.23,5.13,54.5,0.0,96.78,2.78,3.9,137.62,4.18,6.47,139.56,1990-04-13
6.02,5.95,0.6,312.9,116.7,-999.0,-999.0,-999.0,-999.0,1.87,15.37,4.57,9.97,16.65,15.34,22.35,7.0,5.49,54.5,0.07,96.88,2.62,2.16,167.62,3.47,3.12,169.44,1990-04-14
6.27,6.3,0.62,318.0,121.4,-999.0,-999.0,-999.0,-999.0,2.11,17.08,5.15,11.12,17.84,13.82,23.58,9.76,5.68,48.0,0.03,96.94,2.95,4.7,172.5,3.84,5.94,173.75,1990-04-15
6.23,6.14,0.62,315.2,119.7,-999.0,-999.0,-999.0,-999.0,3.33,16.47,4.19,10.33,18.18,13.77,24.01,10.24,5.43,50.5,0.01,96.99,4.5,3.68,107.44,6.41,5.06,121.0,1990-04-16
6.79,6.89,0.67,314.5,131.0,-999.0,-999.0,-999.0,-999.0,1.73,14.51,2.08,8.3,16.9,17.34,23.04,5.7,4.58,49.06,0.0,97.2,2.51,3.78,106.31,3.7,5.89,122.38,1990-04-17
5.64,7.48,0.55,342.7,112.5,-999.0,-999.0,-999.0,-999.0,1.62,15.09,5.61,10.35,17.71,15.23,22.38,7.15,5.86,58.19,3.19,97.15,2.33,3.52,135.0,3.56,5.23,136.75,1990-04-18
5.11,6.89,0.5,354.4,103.5,-999.0,-999.0,-999.0,-999.0,1.67,14.24,6.87,10.55,15.74,10.23,19.66,9.44,6.47,64.62,5.54,96.73,2.41,2.98,177.94,3.48,4.24,180.06,1990-04-19
6.48,6.5,0.63,324.4,123.0,-999.0,-999.0,-999.0,-999.0,3.62,15.13,4.01,9.57,16.24,14.88,22.39,7.51,5.37,53.31,0.03,96.2,5.07,7.35,183.81,7.11,8.04,185.38,1990-04-20
6.43,7.5,0.62,365.4,127.6,-999.0,-999.0,-999.0,-999.0,2.05,18.94,2.74,10.84,18.48,14.24,26.33,12.08,4.88,36.25,0.0,95.8,2.86,4.66,197.44,3.71,4.87,199.69,1990-04-21
6.61,6.93,0.64,374.2,129.6,-999.0,-999.0,-999.0,-999.0,3.75,19.17,8.24,13.7,19.6,15.08,27.63,12.55,7.14,52.69,0.18,95.79,5.18,5.66,106.38,6.99,7.12,107.5,1990-04-22
3.26,7.53,0.31,366.5,68.8,-999.0,-999.0,-999.0,-999.0,3.12,15.49,7.8,11.65,17.19,11.74,21.68,9.94,6.9,62.31,0.24,96.46,4.15,5.33,91.62,5.3,5.48,91.88,1990-04-23
4.35,7.48,0.42,375.9,89.6,-999.0,-999.0,-999.0,-999.0,3.41,15.69,9.75,12.73,17.17,11.6,22.5,10.9,7.81,69.81,0.61,96.39,4.45,3.01,82.38,5.5,4.39,82.12,1990-04-24
5.69,7.7,0.55,379.9,116.0,-999.0,-999.0,-999.0,-999.0,5.06,15.39,10.37,12.88,16.66,10.85,21.34,10.49,8.18,73.5,6.55,96.32,6.63,2.98,55.06,8.03,3.07,55.88,1990-04-25
