"DATETIME,TIME,LON,LAT,PRECIP"
"""JUL-2008"",76152,11.25,36.25,0.0902154"
"""AUG-2008"",76183,11.25,36.25,0.217066"
"""SEP-2008"",76214,11.25,36.25,1.86055"
"""OCT-2008"",76244,11.25,36.25,1.33685"
"""NOV-2008"",76275,11.25,36.25,0.943345"
"""DEC-2008"",76305,11.25,36.25,0.775926"
"""JAN-2009"",76336,11.25,36.25,4.3201"
"""FEB-2009"",76367,11.25,36.25,1.57948"
"""MAR-2009"",76395,11.25,36.25,1.00186"
"""APR-2009"",76426,11.25,36.25,2.47252"
"""MAY-2009"",76456,11.25,36.25,0.552299"
"""JUN-2009"",76487,11.25,36.25,0.117554"
"""JUL-2009"",76517,11.25,36.25,0.283461"
"""AUG-2009"",76548,11.25,36.25,0.966224"
"""SEP-2009"",76579,11.25,36.25,2.91467"
"""OCT-2009"",76609,11.25,36.25,1.63549"
"""NOV-2009"",76640,11.25,36.25,0.626233"
"""DEC-2009"",76670,11.25,36.25,0.6795"
"""JAN-2010"",76701,11.25,36.25,0.920493"
"""FEB-2010"",76732,11.25,36.25,1.16679"
"""MAR-2010"",76760,11.25,36.25,1.95063"
"""APR-2010"",76791,11.25,36.25,1.06768"
"""MAY-2010"",76821,11.25,36.25,1.00839"
"""JUN-2010"",76852,11.25,36.25,0.350226"
"""JUL-2010"",76882,11.25,36.25,0.175733"
"""AUG-2010"",76913,11.25,36.25,0.111974"
"""SEP-2010"",76944,11.25,36.25,1.80159"
"""OCT-2010"",76974,11.25,36.25,2.15483"
"""NOV-2010"",77005,11.25,36.25,2.01689"
"""DEC-2010"",77035,11.25,36.25,0.515589"
"""JAN-2011"",77066,11.25,36.25,1.07916"
"""FEB-2011"",77097,11.25,36.25,1.77709"
"""MAR-2011"",77125,11.25,36.25,0.714721"
"""APR-2011"",77156,11.25,36.25,1.5348"
"""MAY-2011"",77186,11.25,36.25,1.9259"
"""JUN-2011"",77217,11.25,36.25,0.816979"
"""JUL-2011"",77247,11.25,36.25,0.405828"
"""AUG-2011"",77278,11.25,36.25,0.114021"
"""SEP-2011"",77309,11.25,36.25,0.675399"
"""OCT-2011"",77339,11.25,36.25,2.95368"
"""NOV-2011"",77370,11.25,36.25,2.12673"
"""DEC-2011"",77400,11.25,36.25,1.45552"
"""JAN-2012"",77431,11.25,36.25,1.75314"
"""FEB-2012"",77462,11.25,36.25,1.3695"
"""MAR-2012"",77491,11.25,36.25,1.52627"
"""APR-2012"",77522,11.25,36.25,1.24436"
"""MAY-2012"",77552,11.25,36.25,0.498771"
"""JUN-2012"",77583,11.25,36.25,0.235545"
"""JUL-2012"",77613,11.25,36.25,0.227686"
"""AUG-2012"",77644,11.25,36.25,0.427567"
"""SEP-2012"",77675,11.25,36.25,1.55619"
"""OCT-2012"",77705,11.25,36.25,1.77716"
"""NOV-2012"",77736,11.25,36.25,1.20741"
"""DEC-2012"",77766,11.25,36.25,0.438446"
"""JAN-2013"",77797,11.25,36.25,1.17778"
"""FEB-2013"",77828,11.25,36.25,1.24317"
"""MAR-2013"",77856,11.25,36.25,1.22374"
"""APR-2013"",77887,11.25,36.25,1.49756"
"""MAY-2013"",77917,11.25,36.25,0.438847"
"""JUN-2013"",77948,11.25,36.25,0.115279"
"""JUL-2013"",77978,11.25,36.25,0.395513"
"""AUG-2013"",78009,11.25,36.25,1.38971"
"""SEP-2013"",78040,11.25,36.25,2.17653"
"""OCT-2013"",78070,11.25,36.25,1.73402"
"""NOV-2013"",78101,11.25,36.25,1.55153"
"""DEC-2013"",78131,11.25,36.25,2.19875"
"""JAN-2014"",78162,11.25,36.25,1.14117"
"""FEB-2014"",78193,11.25,36.25,0.829679"
"""MAR-2014"",78221,11.25,36.25,2.43772"
"""APR-2014"",78252,11.25,36.25,0.69505"
"""MAY-2014"",78282,11.25,36.25,0.891046"
"""JUN-2014"",78313,11.25,36.25,0.490945"
"""JUL-2014"",78343,11.25,36.25,0.320118"
"""AUG-2014"",78374,11.25,36.25,0.19187"
"""SEP-2014"",78405,11.25,36.25,0.81965"
"""OCT-2014"",78435,11.25,36.25,1.80491"
"""NOV-2014"",78466,11.25,36.25,1.28553"
"""DEC-2014"",78496,11.25,36.25,1.61169"
"""JAN-2015"",78527,11.25,36.25,0.772322"
"""FEB-2015"",78558,11.25,36.25,2.00168"
"""MAR-2015"",78586,11.25,36.25,1.73271"
"""APR-2015"",78617,11.25,36.25,0.115552"
"""MAY-2015"",78647,11.25,36.25,0.336605"
"""JUN-2015"",78678,11.25,36.25,0.125841"
"""JUL-2015"",78708,11.25,36.25,0.184388"
"""AUG-2015"",78739,11.25,36.25,1.66496"
"""SEP-2015"",78770,11.25,36.25,1.91002"
"""OCT-2015"",78800,11.25,36.25,1.63253"
"""NOV-2015"",78831,11.25,36.25,0.819191"
"""DEC-2015"",78861,11.25,36.25,0.453131"
"""JAN-2016"",78892,11.25,36.25,0.627161"
"""FEB-2016"",78923,11.25,36.25,0.544576"
"""MAR-2016"",78952,11.25,36.25,0.988046"
"""APR-2016"",78983,11.25,36.25,0.886454"
"""MAY-2016"",79013,11.25,36.25,0.933418"
"""JUN-2016"",79044,11.25,36.25,0.407032"
"""JUL-2016"",79074,11.25,36.25,0.0830298"
"""AUG-2016"",79105,11.25,36.25,0.133952"
"""SEP-2016"",79136,11.25,36.25,3.10831"
"""OCT-2016"",79166,11.25,36.25,0.956074"
"""NOV-2016"",79197,11.25,36.25,2.43944"
"""DEC-2016"",79227,11.25,36.25,3.75607"
"""JAN-2017"",79258,11.25,36.25,1.03591"
"""FEB-2017"",79289,11.25,36.25,0.907686"
