"DATETIME,TIME,LON,LAT,TOTVAP"
"""OCT-2014"",145,10,36,25.4404"
"""OCT-2014"",146,10,36,19.6172"
"""DEC-2014"",147,10,36,14.4268"
"""DEC-2014"",148,10,36,12.4014"
"""JAN-2015"",149,10,36,13.2061"
"""MAR-2015"",150,10,36,15.3164"
"""APR-2015"",151,10,36,16.1377"
"""MAY-2015"",152,10,36,19.7334"
"""JUN-2015"",153,10,36,24.7744"
"""JUL-2015"",154,10,36,27.2764"
"""AUG-2015"",155,10,36,33.7266"
"""SEP-2015"",156,10,36,31.1094"
"""OCT-2015"",157,10,36,26.9414"
"""NOV-2015"",158,10,36,19.7412"
"""DEC-2015"",159,10,36,14.8589"
"""DEC-2015"",160,10,36,14.5396"
"""JAN-2016"",161,10,36,14.9351"
"""MAR-2016"",162,10,36,14.3037"
"""APR-2016"",163,10,36,17.6748"
"""MAY-2016"",164,10,36,20.5342"
"""JUN-2016"",165,10,36,25.9932"
"""JUL-2016"",166,10,36,26.5781"
"""JUL-2016"",167,10,36,29.7324"
"""AUG-2016"",168,10,36,31.7373"
"""SEP-2016"",169,10,36,27.2461"
"""OCT-2016"",170,10,36,18.8115"
"""NOV-2016"",171,10,36,16.4678"
"""DEC-2016"",172,10,36,11.5405"
"""JAN-2017"",173,10,36,14.3506"
"""MAR-2017"",174,10,36,14.98"
"""APR-2017"",175,10,36,17.5811"
"""MAY-2017"",176,10,36,21.4688"
"""JUN-2017"",177,10,36,25.2822"
"""JUL-2017"",178,10,36,26.6953"
"""AUG-2017"",179,10,36,27.9727"
"""AUG-2017"",180,10,36,28.1875"
"""OCT-2017"",181,10,36,22.0156"
"""OCT-2017"",182,10,36,17.8369"
"""NOV-2017"",183,10,36,13.1714"
"""DEC-2017"",184,10,36,13.1284"
"""JAN-2018"",185,10,36,13.7583"
"""MAR-2018"",186,10,36,15.9106"
"""APR-2018"",187,10,36,18.7432"
"""MAY-2018"",188,10,36,23.8145"
"""JUN-2018"",189,10,36,26.9082"
"""JUL-2018"",190,10,36,27.4482"
"""AUG-2018"",191,10,36,35.4805"
"""AUG-2018"",192,10,36,33.7344"
"""OCT-2018"",193,10,36,25.4404"
"""OCT-2018"",194,10,36,18.3203"
"""DEC-2018"",195,10,36,14.9849"
"""DEC-2018"",196,10,36,12.3018"
"""JAN-2019"",197,10,36,11.624"
"""MAR-2019"",198,10,36,13.249"
"""APR-2019"",199,10,36,17.8193"
"""MAY-2019"",200,10,36,20.8652"
"""JUN-2019"",201,10,36,23.915"
"""JUL-2019"",202,10,36,28.666"
"""AUG-2019"",203,10,36,33.0195"
"""SEP-2019"",204,10,36,33.9238"
"""OCT-2019"",205,10,36,25.6123"
"""OCT-2019"",206,10,36,17.7891"
"""DEC-2019"",207,10,36,15.2515"
"""DEC-2019"",208,10,36,13.7397"
"""JAN-2020"",209,10,36,13.6045"
"""MAR-2020"",210,10,36,15.9526"
"""APR-2020"",211,10,36,20.3965"
"""MAY-2020"",212,10,36,20.4492"
"""JUN-2020"",213,10,36,26.4541"
"""JUL-2020"",214,10,36,26.8623"
"""JUL-2020"",215,10,36,29.7266"
"""AUG-2020"",216,10,36,33.0938"
"""SEP-2020"",217,10,36,22.7275"
"""OCT-2020"",218,10,36,19.4316"
"""NOV-2020"",219,10,36,15.1997"
"""DEC-2020"",220,10,36,13.9038"
"""JAN-2021"",221,10,36,12.4629"
"""MAR-2021"",222,10,36,14.6426"
"""APR-2021"",223,10,36,18.4121"
"""MAY-2021"",224,10,36,23.2871"
"""JUN-2021"",225,10,36,26.9883"
"""JUL-2021"",226,10,36,26.0137"
"""AUG-2021"",227,10,36,29.7646"
"""AUG-2021"",228,10,36,32.1543"
"""OCT-2021"",229,10,36,23.6426"
"""OCT-2021"",230,10,36,17.5913"
"""NOV-2021"",231,10,36,14.6318"
"""DEC-2021"",232,10,36,11.3979"
"""JAN-2022"",233,10,36,12.8652"
"""MAR-2022"",234,10,36,14.6372"
"""APR-2022"",235,10,36,16.7373"
"""MAY-2022"",236,10,36,18.7412"
"""JUN-2022"",237,10,36,22.5791"
