"DATETIME,TIME,LON,LAT,TOTAL_COLUMN_OZONE"
"""OCT-2015"",16709,10,35.75,358.132"
"""NOV-2015"",16740,10,35.75,355.132"
"""DEC-2015"",16770,10,35.75,353.667"
"""JAN-2016"",16801,10,35.75,378.438"
"""FEB-2016"",16832,10,35.75,378.816"
"""MAR-2016"",16861,10,35.75,440.728"
"""APR-2016"",16892,10,35.75,403.903"
"""MAY-2016"",16922,10,35.75,411.188"
"""JUN-2016"",16953,10,35.75,400.875"
"""JUL-2016"",16983,10,35.75,375.078"
"""AUG-2016"",17014,10,35.75,377.75"
"""SEP-2016"",17045,10,35.75,366.419"
"""OCT-2016"",17075,10,35.75,337.928"
"""NOV-2016"",17106,10,35.75,352.221"
"""DEC-2016"",17136,10,35.75,374.352"
"""JAN-2017"",17167,10,35.75,402.965"
"""FEB-2017"",17198,10,35.75,422.25"
"""MAR-2017"",17226,10,35.75,400.141"
"""APR-2017"",17257,10,35.75,445.569"
"""MAY-2017"",17287,10,35.75,406.678"
"""JUN-2017"",17318,10,35.75,398.257"
"""JUL-2017"",17348,10,35.75,380.31"
"""AUG-2017"",17379,10,35.75,369.38"
"""SEP-2017"",17410,10,35.75,366.75"
"""OCT-2017"",17440,10,35.75,360.472"
"""NOV-2017"",17471,10,35.75,378.18"
"""DEC-2017"",17501,10,35.75,385.051"
"""JAN-2018"",17532,10,35.75,394.922"
"""FEB-2018"",17563,10,35.75,436.833"
"""MAR-2018"",17591,10,35.75,446.125"
"""APR-2018"",17622,10,35.75,425.949"
"""MAY-2018"",17652,10,35.75,417.146"
"""JUN-2018"",17683,10,35.75,409.081"
"""JUL-2018"",17713,10,35.75,379.087"
"""AUG-2018"",17744,10,35.75,383.827"
"""SEP-2018"",17775,10,35.75,364.691"
"""OCT-2018"",17805,10,35.75,351.1"
"""NOV-2018"",17836,10,35.75,337.684"
"""DEC-2018"",17866,10,35.75,354.206"
"""JAN-2019"",17897,10,35.75,401.93"
"""FEB-2019"",17928,10,35.75,400.664"
"""MAR-2019"",17956,10,35.75,396.206"
"""APR-2019"",17987,10,35.75,418.375"
"""MAY-2019"",18017,10,35.75,436.207"
"""JUN-2019"",18048,10,35.75,399.929"
"""JUL-2019"",18078,10,35.75,385.75"
"""AUG-2019"",18109,10,35.75,371.489"
"""SEP-2019"",18140,10,35.75,366.208"
"""OCT-2019"",18170,10,35.75,360.97"
"""NOV-2019"",18201,10,35.75,383.68"
"""DEC-2019"",18231,10,35.75,390.838"
"""JAN-2020"",18262,10,35.75,404.826"
"""FEB-2020"",18293,10,35.75,379.172"
"""MAR-2020"",18322,10,35.75,420.93"
"""APR-2020"",18353,10,35.75,417.125"
"""MAY-2020"",18383,10,35.75,394.587"
"""JUN-2020"",18414,10,35.75,384.132"
"""JUL-2020"",18444,10,35.75,365.226"
"""AUG-2020"",18475,10,35.75,365.244"
"""SEP-2020"",18506,10,35.75,357.576"
"""OCT-2020"",18536,10,35.75,355.923"
"""NOV-2020"",18567,10,35.75,350.566"
"""DEC-2020"",18597,10,35.75,370.706"
"""JAN-2021"",18628,10,35.75,391.133"
"""FEB-2021"",18659,10,35.75,379.406"
"""MAR-2021"",18687,10,35.75,433.59"
"""APR-2021"",18718,10,35.75,427.931"
"""MAY-2021"",18748,10,35.75,389.601"
"""JUN-2021"",18779,10,35.75,394.284"
"""JUL-2021"",18809,10,35.75,379.766"
"""AUG-2021"",18840,10,35.75,370.926"
"""SEP-2021"",18871,10,35.75,364.412"
"""OCT-2021"",18901,10,35.75,303.01"
"""NOV-2021"",18932,10,35.75,293.194"
"""DEC-2021"",18962,10,35.75,356.006"
"""JAN-2022"",18993,10,35.75,357.084"
"""FEB-2022"",19024,10,35.75,321.187"
"""MAR-2022"",19052,10,35.75,339.133"
"""APR-2022"",19083,10,35.75,335.947"
"""MAY-2022"",19113,10,35.75,341.995"
"""JUN-2022"",19144,10,35.75,300.639"
"""JUL-2022"",19174,10,35.75,303.29"
"""AUG-2022"",19205,10,35.75,300.824"
"""SEP-2022"",19236,10,35.75,289.489"
"""OCT-2022"",19266,10,35.75,272.965"
"""NOV-2022"",19297,10,35.75,275.094"
"""DEC-2022"",19327,10,35.75,284.928"
"""JAN-2023"",19358,10,35.75,326.018"
"""FEB-2023"",19389,10,35.75,311.944"
"""MAR-2023"",19417,10,35.75,313.429"
"""APR-2023"",19448,10,35.75,333.933"
"""MAY-2023"",19478,10,35.75,340.147"
"""JUN-2023"",19509,10,35.75,317.261"
"""JUL-2023"",19539,10,35.75,294.767"
