ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,WS2M,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_RANGE,WD10M,WS50M,WS50M_RANGE,WD50M,Date
2.39,2.93,0.52,321.4,47.1,-999.0,-999.0,-999.0,-999.0,4.18,11.59,7.23,9.4,11.4,9.02,16.13,7.11,6.41,76.44,0.39,99.24,5.95,5.52,326.88,8.88,3.64,327.19,1990-01-01
2.52,2.96,0.55,312.7,48.2,-999.0,-999.0,-999.0,-999.0,2.64,9.63,5.68,7.65,9.25,10.07,15.42,5.35,5.74,78.19,0.22,99.63,4.05,3.27,311.88,6.67,2.87,312.0,1990-01-02
2.89,3.12,0.62,313.1,55.8,-999.0,-999.0,-999.0,-999.0,1.82,10.26,4.34,7.3,9.94,12.07,17.55,5.48,5.25,71.06,0.01,99.51,2.91,4.09,246.88,4.84,6.76,246.88,1990-01-03
1.42,3.18,0.3,320.1,29.3,-999.0,-999.0,-999.0,-999.0,1.76,9.51,5.22,7.37,8.82,9.23,14.54,5.31,5.62,75.81,0.41,99.21,2.96,2.83,166.56,4.62,2.6,166.81,1990-01-04
1.53,3.11,0.33,348.0,31.3,-999.0,-999.0,-999.0,-999.0,4.2,11.11,10.06,10.58,10.59,5.18,13.61,8.43,7.75,92.25,15.65,99.35,6.05,6.46,89.31,8.71,7.41,75.56,1990-01-05
1.89,3.12,0.41,327.5,38.0,-999.0,-999.0,-999.0,-999.0,3.02,11.23,9.26,10.25,10.8,6.68,14.54,7.86,7.26,88.19,12.93,100.39,4.4,4.59,22.81,6.36,6.31,23.44,1990-01-06
3.23,3.24,0.69,290.2,60.7,-999.0,-999.0,-999.0,-999.0,1.38,9.4,5.19,7.3,8.47,11.96,16.17,4.2,5.49,76.94,0.17,100.79,2.26,2.31,225.25,3.48,5.13,226.94,1990-01-07
2.98,3.38,0.62,312.4,56.7,-999.0,-999.0,-999.0,-999.0,2.15,9.46,4.23,6.85,9.05,12.94,17.02,4.08,5.13,72.94,0.03,100.88,3.5,1.5,226.75,5.95,4.16,227.19,1990-01-08
2.41,3.07,0.51,331.5,47.4,-999.0,-999.0,-999.0,-999.0,1.25,10.16,6.82,8.49,9.15,7.69,14.84,7.15,6.1,80.62,0.28,100.85,2.18,1.77,169.06,3.36,3.38,169.12,1990-01-09
1.64,3.33,0.34,328.3,33.2,-999.0,-999.0,-999.0,-999.0,0.98,9.94,8.44,9.19,8.58,5.41,13.22,7.8,6.84,90.75,10.63,100.61,1.65,1.4,79.06,2.45,2.22,79.88,1990-01-10
1.86,3.13,0.38,345.1,37.5,-999.0,-999.0,-999.0,-999.0,1.38,10.0,8.67,9.33,9.48,6.92,13.94,7.02,7.02,91.56,11.72,100.31,2.14,2.32,75.69,3.39,4.38,76.25,1990-01-11
2.32,3.13,0.48,334.4,45.8,-999.0,-999.0,-999.0,-999.0,3.18,11.88,10.4,11.14,11.52,5.6,15.41,9.81,7.87,90.94,7.99,100.09,4.59,4.48,103.69,7.2,3.02,104.25,1990-01-12
1.38,2.96,0.28,319.8,28.3,-999.0,-999.0,-999.0,-999.0,1.98,11.42,10.1,10.76,10.8,4.17,13.44,9.27,7.75,91.69,14.33,99.83,2.98,4.0,108.0,4.86,6.99,109.44,1990-01-13
2.35,3.3,0.48,318.1,46.5,-999.0,-999.0,-999.0,-999.0,3.53,10.62,8.98,9.8,10.28,7.48,14.53,7.05,7.2,89.5,3.99,99.83,5.14,5.67,236.0,7.91,5.24,236.31,1990-01-14
3.19,3.37,0.65,290.9,60.5,-999.0,-999.0,-999.0,-999.0,2.81,9.33,6.03,7.68,9.03,9.59,15.05,5.47,5.86,81.94,0.15,100.31,4.27,2.85,174.69,7.09,1.86,174.94,1990-01-15
2.98,3.33,0.6,306.8,57.1,-999.0,-999.0,-999.0,-999.0,2.45,9.32,6.0,7.66,9.14,10.66,15.2,4.55,5.8,81.12,0.38,100.71,3.79,1.92,158.81,6.45,3.2,159.06,1990-01-16
2.64,3.4,0.52,335.5,51.8,-999.0,-999.0,-999.0,-999.0,1.84,10.15,7.07,8.61,9.48,7.98,14.9,6.93,6.23,82.12,0.41,100.71,2.84,3.19,53.19,4.38,4.89,53.5,1990-01-17
3.16,3.53,0.62,314.9,60.7,-999.0,-999.0,-999.0,-999.0,0.99,10.0,4.14,7.07,8.83,10.58,15.65,5.08,5.13,70.44,0.04,100.15,1.56,1.85,235.0,2.21,3.2,235.38,1990-01-18
2.88,3.42,0.56,312.1,56.1,-999.0,-999.0,-999.0,-999.0,3.32,8.97,5.76,7.36,8.65,9.38,14.33,4.94,5.74,81.94,1.55,100.18,4.91,5.18,240.94,7.68,5.12,241.38,1990-01-19
2.5,3.29,0.49,321.1,49.4,-999.0,-999.0,-999.0,-999.0,3.91,10.1,6.78,8.44,10.02,8.3,14.64,6.34,6.1,81.5,1.64,100.67,5.55,3.25,151.0,8.09,1.67,151.69,1990-01-20
0.78,3.69,0.15,307.8,16.9,-999.0,-999.0,-999.0,-999.0,4.68,10.31,6.9,8.61,9.92,3.0,11.83,8.83,6.16,79.69,6.97,100.53,6.6,4.54,46.25,9.23,4.34,47.44,1990-01-21
0.51,3.7,0.1,322.2,11.4,-999.0,-999.0,-999.0,-999.0,6.55,10.44,9.19,9.82,10.12,1.01,10.99,9.98,7.26,91.88,73.51,100.15,9.12,2.33,62.38,12.03,2.31,63.81,1990-01-22
0.85,3.75,0.16,342.5,18.6,-999.0,-999.0,-999.0,-999.0,6.14,10.67,9.4,10.04,10.4,1.83,11.9,10.07,7.32,91.75,63.11,100.08,8.55,2.63,45.75,11.22,2.53,47.44,1990-01-23
1.56,3.67,0.3,332.2,32.1,-999.0,-999.0,-999.0,-999.0,4.19,10.3,8.81,9.55,9.89,6.74,13.54,6.8,7.08,90.75,4.02,100.26,6.0,4.29,64.5,8.53,2.96,65.19,1990-01-24
3.28,3.4,0.62,277.8,63.6,-999.0,-999.0,-999.0,-999.0,2.12,9.91,5.58,7.75,8.97,12.29,16.74,4.45,5.68,77.0,0.09,100.33,3.22,4.52,290.25,5.12,6.77,290.44,1990-01-25
3.33,3.44,0.62,301.6,64.7,-999.0,-999.0,-999.0,-999.0,1.39,11.6,4.85,8.23,9.48,14.44,19.34,4.9,5.43,64.81,0.0,100.04,2.26,2.21,273.44,3.27,3.37,273.25,1990-01-26
3.39,3.56,0.62,291.7,65.3,-999.0,-999.0,-999.0,-999.0,1.87,11.74,6.51,9.12,10.62,12.33,19.5,7.17,6.04,72.69,0.0,99.92,2.91,3.92,258.38,4.66,7.55,259.69,1990-01-27
1.77,3.96,0.33,312.6,36.4,-999.0,-999.0,-999.0,-999.0,3.12,9.19,5.57,7.37,8.59,7.67,13.28,5.61,5.68,78.44,0.0,99.69,4.62,3.15,209.19,7.63,2.81,209.56,1990-01-28
0.74,3.97,0.13,322.8,16.2,-999.0,-999.0,-999.0,-999.0,2.16,10.8,6.87,8.84,10.25,9.48,16.95,7.48,6.29,78.56,0.75,99.13,3.53,3.94,255.56,5.79,3.48,255.69,1990-01-29
3.18,3.59,0.57,311.3,62.3,-999.0,-999.0,-999.0,-999.0,2.7,10.95,6.37,8.66,10.73,11.74,18.31,6.57,6.04,77.0,0.04,99.61,4.06,1.32,294.0,6.98,3.77,294.06,1990-01-30
3.15,3.85,0.56,328.1,62.0,-999.0,-999.0,-999.0,-999.0,1.86,10.4,5.9,8.15,10.41,11.61,17.17,5.56,5.8,76.5,0.03,99.82,3.09,3.4,257.12,5.67,7.08,258.19,1990-01-31
3.29,4.11,0.58,332.5,64.6,-999.0,-999.0,-999.0,-999.0,1.69,11.21,6.75,8.98,11.34,10.84,17.62,6.77,6.23,76.06,0.64,99.46,2.66,2.18,242.12,4.56,4.77,227.81,1990-02-01
3.69,3.88,0.65,317.6,71.8,-999.0,-999.0,-999.0,-999.0,3.0,9.72,5.8,7.76,9.39,11.72,16.73,5.01,5.8,78.75,0.15,99.96,4.53,5.69,321.31,6.91,6.04,321.0,1990-02-02
3.66,3.83,0.63,293.4,70.7,-999.0,-999.0,-999.0,-999.0,1.55,10.35,6.19,8.27,10.17,13.3,18.04,4.74,5.92,78.0,0.03,100.45,2.77,1.39,242.44,4.48,3.98,243.5,1990-02-03
3.78,3.86,0.65,288.6,72.7,-999.0,-999.0,-999.0,-999.0,1.31,11.44,4.45,7.94,10.0,11.88,18.9,7.02,5.25,64.56,0.0,100.54,2.12,1.56,193.38,3.11,3.43,192.88,1990-02-04
3.57,3.83,0.61,303.3,69.3,-999.0,-999.0,-999.0,-999.0,1.33,10.77,6.52,8.65,10.05,10.86,17.55,6.69,6.04,76.31,0.0,100.68,2.12,2.6,134.38,3.13,5.27,135.0,1990-02-05
3.98,3.93,0.67,285.7,75.6,-999.0,-999.0,-999.0,-999.0,2.09,10.86,7.66,9.26,10.66,12.09,18.19,6.08,6.53,80.94,0.01,100.26,3.29,3.33,201.44,5.1,4.16,201.88,1990-02-06
3.22,3.92,0.54,317.5,63.1,-999.0,-999.0,-999.0,-999.0,2.42,12.61,7.91,10.26,12.33,13.58,20.08,6.5,6.71,75.69,0.0,100.13,3.75,4.06,215.81,6.02,4.35,230.12,1990-02-07
3.9,4.25,0.65,335.9,76.0,-999.0,-999.0,-999.0,-999.0,1.4,12.33,9.03,10.69,12.37,8.54,17.66,9.12,7.14,81.25,0.04,100.43,2.19,2.17,114.25,3.21,3.3,113.44,1990-02-08
3.92,3.93,0.64,312.9,73.7,-999.0,-999.0,-999.0,-999.0,2.09,11.55,7.98,9.76,11.42,13.76,18.93,5.17,6.65,79.62,0.0,100.35,3.31,3.23,320.12,5.32,5.14,319.94,1990-02-09
4.0,4.23,0.65,312.0,78.6,-999.0,-999.0,-999.0,-999.0,2.29,11.64,7.15,9.4,11.15,10.4,17.56,7.17,6.35,76.31,0.19,100.12,3.48,5.55,199.69,5.46,7.17,244.44,1990-02-10
3.31,4.43,0.53,332.7,65.2,-999.0,-999.0,-999.0,-999.0,2.05,11.76,6.65,9.2,10.91,14.59,19.9,5.32,6.16,74.88,0.06,99.69,3.23,5.0,275.62,4.85,5.9,275.62,1990-02-11
1.85,4.35,0.3,346.0,38.7,-999.0,-999.0,-999.0,-999.0,3.21,11.87,6.73,9.3,11.39,14.02,20.93,6.91,6.23,75.31,0.02,99.12,4.88,6.81,279.62,7.88,7.21,279.88,1990-02-12
3.15,4.35,0.5,343.8,63.5,-999.0,-999.0,-999.0,-999.0,4.71,13.73,7.79,10.76,13.4,12.89,21.15,8.25,6.65,69.88,0.01,99.11,6.77,5.74,296.44,10.23,4.35,296.56,1990-02-13
3.56,4.1,0.55,329.0,70.2,-999.0,-999.0,-999.0,-999.0,3.23,14.56,6.9,10.73,14.02,15.84,24.13,8.29,6.29,64.06,0.0,99.38,4.9,3.34,298.38,7.74,3.86,298.5,1990-02-14
4.09,4.17,0.63,307.6,77.6,-999.0,-999.0,-999.0,-999.0,3.35,14.83,2.58,8.71,14.01,16.91,25.18,8.27,4.7,48.38,0.0,99.17,5.07,2.98,300.81,8.22,5.12,301.0,1990-02-15
3.93,3.99,0.6,327.2,76.8,-999.0,-999.0,-999.0,-999.0,3.2,15.28,5.82,10.55,14.84,14.85,23.9,9.05,5.92,55.31,0.0,99.25,4.85,3.77,316.06,7.86,5.18,316.19,1990-02-16
4.19,4.19,0.64,308.4,82.0,-999.0,-999.0,-999.0,-999.0,1.05,15.84,8.54,12.19,15.1,12.23,22.67,10.45,7.02,63.81,0.0,99.56,1.84,2.71,224.44,3.05,5.25,236.69,1990-02-17
4.43,4.43,0.66,306.0,84.8,-999.0,-999.0,-999.0,-999.0,1.95,15.44,8.14,11.79,14.34,12.66,23.12,10.47,6.77,65.25,0.0,99.86,2.82,4.55,168.94,4.38,9.08,169.94,1990-02-18
4.54,4.58,0.68,315.0,87.5,-999.0,-999.0,-999.0,-999.0,1.61,14.83,9.51,12.17,14.61,14.88,23.8,8.92,7.51,74.94,0.0,100.1,2.63,2.42,173.25,4.01,5.04,174.25,1990-02-19
4.5,4.03,0.66,316.1,87.0,-999.0,-999.0,-999.0,-999.0,1.61,13.31,9.94,11.63,12.98,11.83,20.5,8.67,7.63,80.88,0.0,100.53,2.41,4.0,134.88,3.48,6.48,135.06,1990-02-20
4.11,4.59,0.6,306.1,80.2,-999.0,-999.0,-999.0,-999.0,1.18,12.71,7.45,10.08,12.14,12.36,19.65,7.3,6.47,73.0,0.0,100.73,1.77,1.67,203.69,2.35,2.76,203.38,1990-02-21
2.64,4.59,0.38,330.1,53.9,-999.0,-999.0,-999.0,-999.0,3.2,12.68,7.4,10.04,12.71,11.85,19.88,8.04,6.41,73.06,0.0,100.82,4.69,5.42,185.75,6.97,5.65,185.31,1990-02-22
3.82,4.6,0.55,312.0,75.6,-999.0,-999.0,-999.0,-999.0,2.66,12.73,8.08,10.4,12.98,11.45,19.81,8.37,6.65,76.62,0.0,101.06,3.87,3.84,167.44,5.55,5.02,167.5,1990-02-23
4.33,4.56,0.62,302.8,84.7,-999.0,-999.0,-999.0,-999.0,1.44,13.11,6.84,9.98,12.97,15.37,21.65,6.29,6.16,69.81,0.0,100.89,2.41,3.45,219.19,3.66,5.16,232.56,1990-02-24
4.78,4.79,0.68,293.6,90.1,-999.0,-999.0,-999.0,-999.0,1.3,13.46,5.26,9.36,12.61,12.82,21.33,8.51,5.55,60.88,0.0,100.44,2.05,2.64,218.0,2.99,5.39,219.38,1990-02-25
4.9,4.91,0.69,297.1,92.1,-999.0,-999.0,-999.0,-999.0,1.57,15.54,3.43,9.48,14.34,17.58,25.16,7.58,4.94,49.56,0.0,100.22,2.62,2.41,247.5,4.07,4.08,246.19,1990-02-26
4.63,4.9,0.64,336.0,90.1,-999.0,-999.0,-999.0,-999.0,2.65,15.42,6.44,10.93,14.93,14.74,24.04,9.3,6.04,59.62,0.0,99.95,4.05,3.52,309.0,6.34,4.76,308.5,1990-02-27
4.91,4.91,0.68,321.9,94.6,-999.0,-999.0,-999.0,-999.0,3.71,16.37,8.03,12.2,15.8,14.61,25.04,10.44,6.71,61.81,0.0,99.7,5.48,7.3,312.5,8.01,8.25,312.69,1990-02-28
4.3,4.57,0.59,335.6,86.6,-999.0,-999.0,-999.0,-999.0,1.43,17.48,7.25,12.36,16.62,18.02,27.89,9.87,6.41,56.5,0.0,99.52,2.3,3.43,200.75,3.45,4.23,203.06,1990-03-01
4.33,4.99,0.59,330.9,84.6,-999.0,-999.0,-999.0,-999.0,2.43,14.8,8.41,11.6,15.52,14.0,22.65,8.65,6.9,69.12,0.03,99.69,3.56,2.5,167.69,5.66,6.11,166.94,1990-03-02
3.26,5.19,0.44,334.2,66.1,-999.0,-999.0,-999.0,-999.0,4.56,12.48,4.71,8.59,12.54,8.26,17.51,9.26,5.31,60.88,0.03,100.35,6.41,3.07,158.19,8.66,2.95,143.56,1990-03-03
0.89,5.22,0.12,349.9,20.4,-999.0,-999.0,-999.0,-999.0,3.81,10.94,8.04,9.48,10.81,7.05,14.35,7.3,6.71,82.56,5.44,100.88,5.41,3.73,117.75,7.56,2.17,118.25,1990-03-04
4.0,5.53,0.53,345.6,80.2,-999.0,-999.0,-999.0,-999.0,1.92,10.99,5.04,8.01,11.84,12.62,17.87,5.25,5.43,70.31,0.07,100.89,2.92,2.23,61.0,4.73,4.67,61.0,1990-03-05
2.62,5.31,0.34,343.9,54.1,-999.0,-999.0,-999.0,-999.0,1.27,10.35,7.79,9.07,10.05,8.49,14.96,6.47,6.59,84.81,1.19,100.55,1.94,2.76,167.81,2.91,5.34,167.31,1990-03-06
4.58,5.1,0.59,319.3,90.2,-999.0,-999.0,-999.0,-999.0,1.4,11.14,3.84,7.49,12.13,14.46,20.03,5.57,5.07,67.25,0.02,100.52,2.2,3.1,210.19,3.14,5.29,215.62,1990-03-07
4.6,5.35,0.59,311.3,90.3,-999.0,-999.0,-999.0,-999.0,2.73,13.05,5.16,9.1,12.44,14.34,20.94,6.61,5.49,61.31,0.0,100.66,3.98,4.3,195.62,5.8,6.89,196.38,1990-03-08
3.63,5.46,0.46,340.0,72.8,-999.0,-999.0,-999.0,-999.0,2.59,14.52,8.08,11.3,14.61,14.65,23.26,8.61,6.77,69.0,0.11,100.62,3.78,3.62,210.38,5.99,6.37,211.19,1990-03-09
3.8,4.91,0.48,328.9,76.1,-999.0,-999.0,-999.0,-999.0,4.46,14.9,8.36,11.63,15.03,12.3,21.65,9.34,6.84,67.94,0.01,100.99,6.38,5.82,329.19,9.43,4.48,329.38,1990-03-10
4.88,4.98,0.62,310.3,95.4,-999.0,-999.0,-999.0,-999.0,1.69,14.26,3.76,9.01,14.87,17.47,23.84,6.37,5.07,57.56,0.0,101.08,2.8,3.66,235.31,4.89,7.41,238.06,1990-03-11
4.56,5.01,0.57,340.9,88.8,-999.0,-999.0,-999.0,-999.0,1.55,16.84,6.57,11.7,16.8,19.01,27.39,8.38,6.16,55.75,0.0,100.26,2.53,3.92,199.12,4.09,6.58,202.31,1990-03-12
4.9,5.55,0.61,343.1,96.7,-999.0,-999.0,-999.0,-999.0,2.75,16.17,7.37,11.76,16.21,11.7,22.87,11.17,6.47,59.75,0.3,100.06,4.06,3.58,192.38,6.33,3.64,191.62,1990-03-13
4.83,5.4,0.59,349.7,95.5,-999.0,-999.0,-999.0,-999.0,1.54,16.06,9.12,12.58,16.98,13.62,23.44,9.83,7.26,67.75,0.25,100.21,2.33,3.09,161.62,3.77,6.19,158.69,1990-03-14
4.3,5.7,0.52,352.3,86.1,-999.0,-999.0,-999.0,-999.0,1.1,14.88,11.29,13.08,15.05,9.31,19.19,9.87,8.36,80.56,7.23,100.4,1.7,2.78,186.06,2.54,3.84,184.81,1990-03-15
3.58,5.42,0.43,347.9,72.8,-999.0,-999.0,-999.0,-999.0,2.05,14.08,10.59,12.33,14.38,8.39,18.53,10.14,7.93,81.31,6.22,100.53,2.98,3.94,71.38,4.35,6.43,71.56,1990-03-16
3.23,6.06,0.39,358.0,66.8,-999.0,-999.0,-999.0,-999.0,2.65,13.26,10.15,11.7,13.58,7.48,17.46,9.98,7.69,83.12,7.9,100.79,3.9,3.67,76.69,5.8,2.34,77.31,1990-03-17
3.6,6.12,0.43,352.4,73.7,-999.0,-999.0,-999.0,-999.0,2.38,13.34,9.94,11.64,13.71,8.78,18.51,9.73,7.57,81.5,6.77,101.09,3.58,4.04,119.94,5.18,3.76,120.25,1990-03-18
5.23,5.88,0.62,319.0,101.7,-999.0,-999.0,-999.0,-999.0,1.71,13.85,8.23,11.04,14.23,13.48,21.26,7.79,6.77,73.06,0.12,100.93,2.54,2.23,199.75,3.84,5.52,200.44,1990-03-19
4.8,5.98,0.56,333.8,94.1,-999.0,-999.0,-999.0,-999.0,2.76,12.86,9.07,10.96,13.16,8.52,17.88,9.37,7.14,79.25,10.12,100.56,3.98,4.92,213.06,5.7,6.24,212.0,1990-03-20
5.94,6.34,0.7,301.4,114.0,-999.0,-999.0,-999.0,-999.0,3.29,13.64,6.9,10.27,13.88,14.29,21.94,7.65,6.23,69.56,0.13,100.52,4.83,4.8,199.31,7.22,4.44,199.31,1990-03-21
5.51,5.5,0.64,308.6,104.6,-999.0,-999.0,-999.0,-999.0,1.28,14.44,4.43,9.43,14.74,16.48,23.33,6.85,5.31,58.38,0.0,100.25,2.19,2.31,221.06,3.44,4.48,233.38,1990-03-22
5.94,5.97,0.69,326.9,111.2,-999.0,-999.0,-999.0,-999.0,0.84,16.37,4.02,10.19,15.76,15.96,24.8,8.84,5.19,49.88,0.0,100.05,1.34,2.76,221.81,1.95,4.66,220.5,1990-03-23
5.48,5.64,0.62,356.1,106.5,-999.0,-999.0,-999.0,-999.0,1.26,17.44,5.36,11.4,16.58,15.5,25.48,9.98,5.74,49.19,0.0,99.84,2.05,1.67,231.69,3.12,3.91,233.0,1990-03-24
3.68,6.26,0.42,360.2,74.2,-999.0,-999.0,-999.0,-999.0,2.01,16.17,10.4,13.29,16.18,10.96,22.56,11.6,7.93,70.56,0.38,99.64,3.15,2.2,269.38,5.05,4.66,269.12,1990-03-25
5.51,5.93,0.62,348.5,108.1,-999.0,-999.0,-999.0,-999.0,2.98,14.75,8.69,11.72,15.38,8.89,20.45,11.56,7.14,70.75,7.84,99.26,4.25,5.29,245.06,5.98,4.97,259.31,1990-03-26
5.32,6.59,0.59,343.7,105.1,-999.0,-999.0,-999.0,-999.0,2.73,12.46,4.19,8.33,13.78,11.4,18.78,7.38,5.31,62.25,2.71,99.36,3.74,5.69,292.0,5.12,6.79,292.56,1990-03-27
5.61,6.06,0.62,323.7,109.8,-999.0,-999.0,-999.0,-999.0,1.49,11.55,3.95,7.75,12.81,13.77,18.77,5.0,5.13,65.0,0.24,99.7,2.32,1.95,248.75,3.74,4.28,247.56,1990-03-28
5.1,6.42,0.56,343.3,100.7,-999.0,-999.0,-999.0,-999.0,1.12,12.44,5.64,9.04,13.36,13.02,18.66,5.64,5.74,67.12,0.54,99.92,1.63,2.12,204.38,2.36,4.31,206.69,1990-03-29
2.77,6.55,0.3,352.2,58.0,-999.0,-999.0,-999.0,-999.0,1.78,14.09,7.61,10.85,14.95,12.27,19.93,7.65,6.53,68.0,1.3,100.03,2.53,4.16,95.56,3.76,6.7,97.81,1990-03-30
2.69,6.61,0.3,352.3,56.5,-999.0,-999.0,-999.0,-999.0,2.28,13.28,9.81,11.55,13.74,7.14,17.24,10.1,7.57,80.88,3.67,100.26,3.32,3.09,77.5,4.9,3.44,77.69,1990-03-31
4.89,6.64,0.53,362.7,98.3,-999.0,-999.0,-999.0,-999.0,2.79,13.26,8.53,10.9,13.95,11.95,19.55,7.6,6.96,75.94,0.16,100.12,4.03,4.56,109.38,5.59,4.54,109.69,1990-04-01
3.97,6.47,0.43,352.5,80.4,-999.0,-999.0,-999.0,-999.0,1.61,14.98,11.69,13.33,15.87,8.73,19.9,11.17,8.67,82.0,5.9,99.37,2.33,2.13,123.0,3.52,3.29,124.19,1990-04-02
5.77,6.86,0.62,354.5,113.5,-999.0,-999.0,-999.0,-999.0,1.45,15.76,10.23,12.99,16.94,10.34,22.11,11.76,7.93,73.69,1.88,99.01,2.14,1.66,97.0,3.49,4.09,86.81,1990-04-03
6.46,6.5,0.69,318.0,123.2,-999.0,-999.0,-999.0,-999.0,1.66,15.83,9.44,12.64,16.93,11.66,22.6,10.94,7.45,69.81,0.34,99.33,2.41,3.45,130.62,3.75,6.52,132.38,1990-04-04
5.59,6.34,0.59,335.8,108.8,-999.0,-999.0,-999.0,-999.0,2.99,16.11,10.93,13.51,16.83,14.84,23.88,9.05,8.24,74.62,0.01,99.17,4.31,3.57,183.25,6.37,3.62,183.88,1990-04-05
5.95,5.89,0.62,359.6,116.0,-999.0,-999.0,-999.0,-999.0,3.23,19.11,10.7,14.9,19.26,19.12,30.24,11.12,8.24,64.94,0.0,98.3,4.7,6.23,216.31,7.16,7.59,217.0,1990-04-06
5.37,6.28,0.56,360.2,107.0,-999.0,-999.0,-999.0,-999.0,2.52,18.62,10.4,14.51,19.88,16.41,27.39,10.98,8.0,64.0,0.03,98.94,3.61,6.05,237.56,5.38,8.03,239.5,1990-04-07
2.79,6.89,0.29,364.0,58.9,-999.0,-999.0,-999.0,-999.0,3.34,20.01,13.02,16.51,19.88,15.63,28.43,12.8,9.52,67.19,0.32,98.77,4.82,4.28,219.69,7.47,5.4,220.56,1990-04-08
6.34,6.99,0.66,367.5,125.2,-999.0,-999.0,-999.0,-999.0,4.52,19.37,10.58,14.98,19.64,13.98,25.6,11.62,8.18,59.69,0.18,98.2,6.41,7.82,260.44,9.3,8.88,260.69,1990-04-09
5.32,6.93,0.55,352.3,106.5,-999.0,-999.0,-999.0,-999.0,3.99,14.9,6.86,10.88,15.53,11.62,21.55,9.94,6.29,61.56,0.42,98.28,5.68,5.31,301.56,8.06,4.31,301.25,1990-04-10
5.73,6.93,0.59,320.7,112.1,-999.0,-999.0,-999.0,-999.0,4.02,13.26,5.51,9.39,14.05,12.59,19.94,7.35,5.68,62.62,0.58,98.99,5.65,3.98,314.12,8.14,2.57,314.25,1990-04-11
3.65,7.11,0.38,362.2,75.9,-999.0,-999.0,-999.0,-999.0,5.2,14.15,5.08,9.62,14.65,12.74,20.76,8.02,5.55,57.62,0.29,99.06,7.27,5.44,297.75,10.1,5.31,297.94,1990-04-12
6.22,6.29,0.63,328.8,120.6,-999.0,-999.0,-999.0,-999.0,2.61,15.41,6.52,10.97,17.0,14.36,22.78,8.42,6.1,60.5,0.09,99.45,3.71,5.06,232.0,5.77,8.47,243.94,1990-04-13
6.51,6.52,0.66,341.3,127.5,-999.0,-999.0,-999.0,-999.0,2.62,15.85,8.14,11.99,16.65,14.91,23.29,8.37,6.84,65.38,0.9,99.53,3.86,3.44,192.75,5.52,2.62,194.06,1990-04-14
6.08,7.17,0.61,359.0,121.3,-999.0,-999.0,-999.0,-999.0,2.05,16.47,9.05,12.76,17.59,11.75,22.86,11.11,7.26,65.12,0.8,99.63,3.0,4.23,239.31,4.46,3.95,237.38,1990-04-15
6.2,6.22,0.62,333.8,121.4,-999.0,-999.0,-999.0,-999.0,3.7,15.52,5.98,10.75,16.44,14.05,22.68,8.62,5.92,57.44,0.2,99.67,5.2,8.12,305.12,7.31,9.25,304.88,1990-04-16
5.74,6.87,0.57,335.3,116.6,-999.0,-999.0,-999.0,-999.0,3.07,13.72,5.8,9.76,14.93,16.0,21.83,5.83,5.74,63.81,0.0,99.9,4.37,3.83,250.38,6.4,3.38,249.94,1990-04-17
5.25,7.35,0.52,351.6,106.2,-999.0,-999.0,-999.0,-999.0,1.89,14.55,6.61,10.58,15.98,14.03,21.75,7.72,6.1,62.5,0.87,99.87,2.73,3.23,237.5,3.83,3.47,221.56,1990-04-18
5.18,6.52,0.51,356.9,104.5,-999.0,-999.0,-999.0,-999.0,2.45,13.18,6.33,9.76,13.76,10.53,19.26,8.73,6.04,66.0,5.47,99.42,3.48,6.36,298.69,4.86,7.52,296.75,1990-04-19
6.37,6.51,0.62,344.4,124.9,-999.0,-999.0,-999.0,-999.0,3.88,15.75,5.66,10.71,15.72,16.73,24.03,7.3,5.8,55.31,0.26,98.77,5.61,9.05,223.56,7.88,10.02,223.69,1990-04-20
6.47,6.74,0.63,355.5,127.9,-999.0,-999.0,-999.0,-999.0,1.97,17.1,9.65,13.37,18.31,18.13,26.87,8.73,7.69,67.12,0.0,98.47,2.84,3.83,76.5,4.07,6.21,81.0,1990-04-21
6.76,6.61,0.66,379.7,135.3,-999.0,-999.0,-999.0,-999.0,3.25,18.13,10.83,14.48,18.98,16.19,27.11,10.91,8.24,67.62,0.25,98.53,4.51,7.45,77.5,5.99,9.95,78.31,1990-04-22
3.08,7.32,0.3,355.5,64.0,-999.0,-999.0,-999.0,-999.0,2.28,16.16,8.61,12.39,17.98,14.45,23.95,9.51,7.08,64.75,0.43,99.15,3.2,5.47,189.81,4.62,8.31,220.62,1990-04-23
2.51,7.28,0.24,364.4,53.9,-999.0,-999.0,-999.0,-999.0,1.86,15.86,9.85,12.85,17.14,12.11,22.5,10.39,7.69,69.88,0.28,99.16,2.54,4.34,91.94,3.29,5.41,91.56,1990-04-24
3.35,7.49,0.32,367.2,71.0,-999.0,-999.0,-999.0,-999.0,3.23,14.48,11.15,12.81,15.02,7.05,18.43,11.38,8.36,81.0,7.15,99.13,4.45,2.68,82.56,5.92,4.55,68.19,1990-04-25
