ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,WS2M,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_RANGE,WD10M,WS50M,WS50M_RANGE,WD50M,Date
2.48,3.53,0.49,338.8,49.0,-999.0,-999.0,-999.0,-999.0,2.5,9.11,5.75,7.43,8.62,5.98,12.59,6.62,5.8,80.25,1.03,99.37,3.82,3.09,79.25,6.28,2.22,79.94,1996-01-19
2.34,3.44,0.46,324.9,46.1,-999.0,-999.0,-999.0,-999.0,1.84,9.01,7.14,8.08,8.54,7.81,13.57,5.76,6.41,88.0,3.58,99.12,2.94,2.24,40.88,4.46,2.38,41.44,1996-01-20
3.31,3.48,0.65,297.2,62.8,-999.0,-999.0,-999.0,-999.0,1.25,9.96,6.05,8.01,9.44,10.43,16.44,6.01,5.92,78.12,0.33,99.37,2.23,2.48,280.56,3.63,5.26,281.38,1996-01-21
3.43,3.5,0.66,289.6,66.1,-999.0,-999.0,-999.0,-999.0,2.88,9.05,3.75,6.4,8.62,14.37,17.63,3.26,5.0,72.88,0.0,99.46,4.36,3.2,240.5,6.86,6.42,241.38,1996-01-22
3.46,3.49,0.66,299.0,65.6,-999.0,-999.0,-999.0,-999.0,3.63,9.67,2.37,6.02,9.18,14.49,18.59,4.1,4.58,63.75,0.0,99.27,5.3,2.99,215.12,8.52,3.82,215.88,1996-01-23
3.28,3.64,0.62,321.6,63.5,-999.0,-999.0,-999.0,-999.0,2.49,10.28,1.74,6.01,9.66,13.0,18.76,5.76,4.39,57.94,0.01,98.71,3.96,2.59,220.19,7.0,4.5,220.81,1996-01-24
3.22,3.57,0.61,321.7,62.1,-999.0,-999.0,-999.0,-999.0,1.44,11.7,4.12,7.91,11.19,12.38,19.42,7.04,5.25,62.5,0.49,98.19,2.47,2.45,209.31,4.06,6.12,209.56,1996-01-25
2.88,3.46,0.54,324.6,56.6,-999.0,-999.0,-999.0,-999.0,3.18,10.71,6.98,8.84,10.19,10.03,16.35,6.32,6.35,79.5,3.01,98.61,4.7,8.09,306.88,7.2,9.66,307.0,1996-01-26
3.17,3.68,0.59,307.8,61.6,-999.0,-999.0,-999.0,-999.0,2.36,9.89,3.8,6.84,9.26,14.62,18.47,3.84,5.07,69.94,0.0,99.36,3.76,3.16,249.56,6.31,6.39,250.38,1996-01-27
2.66,3.71,0.49,324.5,52.2,-999.0,-999.0,-999.0,-999.0,2.74,11.58,2.48,7.02,11.12,13.35,19.9,6.55,4.58,56.0,0.04,99.16,4.17,2.45,229.69,7.12,5.04,230.44,1996-01-28
1.34,3.96,0.24,348.2,28.2,-999.0,-999.0,-999.0,-999.0,1.81,11.9,5.9,8.9,11.05,8.88,17.77,8.9,5.98,67.94,0.12,98.59,2.95,3.89,252.31,4.96,6.53,252.62,1996-01-29
2.36,3.99,0.43,348.8,47.4,-999.0,-999.0,-999.0,-999.0,3.7,10.94,8.01,9.48,10.52,7.95,15.23,7.28,6.84,82.5,0.98,98.47,5.46,6.2,314.12,7.98,8.05,314.44,1996-01-30
2.6,3.79,0.47,326.1,51.6,-999.0,-999.0,-999.0,-999.0,3.05,11.57,8.33,9.95,11.46,8.68,16.94,8.26,6.9,81.94,0.36,99.0,4.52,4.9,193.5,6.59,5.7,193.56,1996-01-31
2.03,4.07,0.36,343.0,41.1,-999.0,-999.0,-999.0,-999.0,2.0,12.02,7.33,9.67,11.35,10.67,18.61,7.93,6.47,76.19,0.34,99.39,3.04,4.73,191.25,4.66,6.39,191.0,1996-02-01
3.86,3.9,0.68,302.5,74.2,-999.0,-999.0,-999.0,-999.0,1.37,13.12,5.83,9.48,11.75,13.34,20.28,6.94,5.8,64.81,0.06,99.48,2.2,4.05,255.0,3.22,5.96,256.19,1996-02-02
3.76,3.99,0.66,309.4,71.7,-999.0,-999.0,-999.0,-999.0,1.48,12.23,2.08,7.16,10.99,14.53,19.87,5.34,4.52,53.0,0.0,99.38,2.62,2.7,261.75,4.09,5.16,261.75,1996-02-03
1.71,4.2,0.3,340.8,35.5,-999.0,-999.0,-999.0,-999.0,1.88,12.31,7.24,9.77,11.8,10.23,18.67,8.44,6.53,72.44,5.07,98.51,2.99,3.28,246.0,4.84,5.5,245.88,1996-02-04
3.21,4.08,0.55,335.3,62.5,-999.0,-999.0,-999.0,-999.0,3.46,10.92,6.61,8.76,10.85,9.66,15.63,5.97,6.23,76.44,3.68,98.52,4.97,4.34,305.0,7.71,3.2,305.19,1996-02-05
1.2,4.27,0.2,317.3,25.3,-999.0,-999.0,-999.0,-999.0,4.94,7.93,4.26,6.09,7.58,9.27,13.06,3.79,5.31,78.44,4.8,97.73,7.02,7.67,252.38,9.93,8.84,253.12,1996-02-06
2.79,3.99,0.47,321.1,55.8,-999.0,-999.0,-999.0,-999.0,7.45,9.4,4.36,6.87,9.05,8.2,13.15,4.95,5.37,71.94,3.77,97.54,10.49,11.58,314.5,14.23,13.08,315.06,1996-02-07
3.54,4.16,0.59,307.6,69.3,-999.0,-999.0,-999.0,-999.0,8.45,9.31,3.97,6.64,8.97,8.65,13.9,5.26,5.19,70.88,2.3,97.91,11.85,14.27,295.69,16.16,15.86,296.75,1996-02-08
3.82,3.93,0.63,282.4,73.8,-999.0,-999.0,-999.0,-999.0,5.72,8.48,2.26,5.37,8.28,10.42,13.9,3.48,4.52,66.69,0.94,99.24,8.17,12.04,323.56,11.4,15.41,323.69,1996-02-09
4.13,4.2,0.67,289.1,79.2,-999.0,-999.0,-999.0,-999.0,2.1,9.8,1.7,5.75,9.12,16.11,18.66,2.56,4.33,61.62,0.0,99.43,3.32,3.88,233.69,5.05,3.16,234.5,1996-02-10
2.26,4.5,0.37,334.3,46.0,-999.0,-999.0,-999.0,-999.0,1.95,9.98,6.86,8.42,9.86,6.41,13.92,7.51,6.29,81.31,4.12,99.38,2.98,2.62,334.06,4.8,4.48,333.62,1996-02-11
2.78,4.43,0.45,299.0,54.6,-999.0,-999.0,-999.0,-999.0,4.07,9.2,5.48,7.34,8.97,8.36,13.73,5.37,5.68,79.56,1.99,99.5,5.86,6.3,329.31,8.77,5.41,329.62,1996-02-12
4.06,4.14,0.65,291.0,78.0,-999.0,-999.0,-999.0,-999.0,2.69,9.77,3.4,6.58,9.65,15.12,18.11,2.99,4.94,70.38,0.12,99.29,4.09,3.02,281.44,6.56,3.44,282.19,1996-02-13
3.5,4.45,0.55,325.4,68.5,-999.0,-999.0,-999.0,-999.0,2.44,11.29,5.88,8.58,11.07,12.71,18.12,5.4,5.86,72.69,0.16,98.99,3.82,2.78,250.19,6.17,5.74,250.81,1996-02-14
3.0,4.3,0.47,326.7,59.2,-999.0,-999.0,-999.0,-999.0,2.12,10.89,6.85,8.87,11.25,9.79,16.72,6.93,6.23,77.44,4.34,99.39,3.17,3.4,204.19,4.93,7.39,231.06,1996-02-15
1.69,4.66,0.26,320.6,34.8,-999.0,-999.0,-999.0,-999.0,2.71,8.33,5.57,6.95,8.22,5.27,11.14,5.87,5.68,83.38,8.44,99.6,3.91,3.73,333.56,5.9,4.8,333.69,1996-02-16
4.4,4.6,0.67,300.3,84.5,-999.0,-999.0,-999.0,-999.0,4.52,8.89,3.28,6.08,8.95,10.57,15.08,4.51,4.82,70.81,0.12,99.76,6.41,3.02,323.06,9.3,2.87,323.44,1996-02-17
3.22,4.86,0.48,323.4,63.9,-999.0,-999.0,-999.0,-999.0,4.26,10.14,5.41,7.77,10.01,11.42,15.94,4.51,5.62,74.69,0.15,99.7,6.21,6.6,314.94,9.4,6.07,315.25,1996-02-18
4.51,4.59,0.68,280.4,85.5,-999.0,-999.0,-999.0,-999.0,4.03,9.95,1.15,5.55,9.57,17.3,19.93,2.62,4.21,61.19,0.0,98.86,5.98,6.55,240.5,8.88,6.5,241.44,1996-02-19
3.84,4.4,0.57,315.2,75.5,-999.0,-999.0,-999.0,-999.0,3.74,10.94,2.98,6.96,10.79,15.45,19.92,4.48,4.82,60.88,0.01,98.33,5.46,7.18,262.44,8.53,6.78,263.19,1996-02-20
3.44,4.68,0.51,313.3,68.0,-999.0,-999.0,-999.0,-999.0,2.38,8.24,0.67,4.46,8.47,13.47,15.93,2.46,4.15,65.31,0.21,98.81,3.58,3.55,289.81,5.46,5.58,290.12,1996-02-21
3.42,4.98,0.5,290.2,66.3,-999.0,-999.0,-999.0,-999.0,3.32,5.32,-1.35,1.98,5.15,9.38,10.2,0.82,3.48,65.25,0.16,99.05,4.89,4.09,290.38,7.35,4.95,290.38,1996-02-22
3.41,4.9,0.49,285.5,66.2,-999.0,-999.0,-999.0,-999.0,4.31,6.11,0.43,3.26,6.1,10.55,11.83,1.28,3.97,69.69,0.15,99.56,6.23,5.66,299.06,9.25,4.1,299.31,1996-02-23
4.68,4.77,0.67,274.9,88.7,-999.0,-999.0,-999.0,-999.0,2.58,8.57,-1.53,3.51,8.39,17.29,17.96,0.67,3.42,54.81,0.0,99.66,3.88,1.97,249.69,6.3,4.71,250.31,1996-02-24
4.65,4.7,0.66,301.6,89.0,-999.0,-999.0,-999.0,-999.0,2.48,8.69,-2.36,3.16,8.41,14.85,16.59,1.74,3.23,51.0,0.03,99.57,3.91,2.89,221.5,6.29,5.73,222.0,1996-02-25
3.34,4.89,0.47,325.7,66.4,-999.0,-999.0,-999.0,-999.0,1.93,10.75,4.62,7.69,10.42,13.94,18.31,4.37,5.49,69.62,0.07,99.15,2.95,4.46,133.44,4.59,7.2,135.12,1996-02-26
1.54,5.11,0.22,345.3,32.4,-999.0,-999.0,-999.0,-999.0,3.0,11.41,9.55,10.48,11.26,6.23,14.23,8.01,7.63,88.81,17.6,98.38,4.27,5.95,173.44,6.27,8.48,174.0,1996-02-27
3.02,5.11,0.42,331.3,60.0,-999.0,-999.0,-999.0,-999.0,3.43,10.05,6.15,8.11,10.13,10.37,15.52,5.15,6.04,78.5,18.82,98.15,4.88,5.08,298.44,7.02,7.23,298.5,1996-02-28
2.81,4.63,0.38,331.2,56.6,-999.0,-999.0,-999.0,-999.0,4.45,10.55,5.94,8.25,10.56,10.43,16.15,5.72,5.86,76.0,0.55,99.32,6.34,6.17,342.12,9.18,4.5,342.56,1996-02-29
4.24,5.16,0.58,295.9,81.9,-999.0,-999.0,-999.0,-999.0,2.75,9.62,3.67,6.65,9.87,14.75,17.87,3.12,5.0,71.0,0.01,99.72,4.12,1.91,318.25,6.89,3.26,318.38,1996-03-01
4.79,4.92,0.65,284.0,90.9,-999.0,-999.0,-999.0,-999.0,2.67,9.83,3.03,6.43,10.1,16.1,18.83,2.73,4.82,70.19,0.03,99.16,3.99,2.16,302.44,6.58,4.28,302.69,1996-03-02
3.72,5.1,0.5,319.4,73.3,-999.0,-999.0,-999.0,-999.0,2.41,9.97,4.58,7.27,10.12,13.26,17.1,3.84,5.37,73.62,0.48,98.93,3.71,2.77,311.56,5.96,3.02,311.0,1996-03-03
2.52,5.37,0.34,337.3,51.5,-999.0,-999.0,-999.0,-999.0,1.64,9.52,5.75,7.63,9.79,8.73,14.49,5.76,5.8,79.25,0.55,98.93,2.58,1.8,311.31,4.3,4.98,310.62,1996-03-04
4.34,4.68,0.57,297.8,85.2,-999.0,-999.0,-999.0,-999.0,3.86,7.7,1.82,4.76,7.83,11.66,14.02,2.37,4.39,70.62,0.12,99.71,5.65,5.89,237.44,8.55,5.08,237.25,1996-03-05
4.32,4.99,0.56,306.3,84.0,-999.0,-999.0,-999.0,-999.0,2.44,7.16,0.57,3.87,7.76,14.17,14.88,0.71,4.03,67.25,0.0,99.9,3.64,5.27,224.75,5.39,8.84,225.62,1996-03-06
0.81,5.48,0.1,324.2,18.1,-999.0,-999.0,-999.0,-999.0,1.9,8.28,5.32,6.8,7.94,8.58,13.24,4.67,5.68,83.06,0.18,98.64,2.87,4.05,196.62,4.11,4.59,196.0,1996-03-07
2.65,5.42,0.34,328.0,54.7,-999.0,-999.0,-999.0,-999.0,2.62,10.81,6.77,8.8,11.06,14.8,18.87,4.08,6.29,78.5,0.23,99.09,4.04,2.95,209.31,6.27,3.22,223.88,1996-03-08
4.86,5.3,0.62,302.5,95.2,-999.0,-999.0,-999.0,-999.0,1.65,13.1,8.68,10.89,13.86,11.79,19.86,8.07,7.08,77.12,0.8,99.38,2.49,4.49,163.81,3.84,7.98,165.69,1996-03-09
0.85,5.57,0.11,350.4,19.3,-999.0,-999.0,-999.0,-999.0,1.18,12.31,10.36,11.33,11.73,8.05,16.49,8.44,8.0,86.88,12.63,98.62,1.88,3.05,175.56,2.75,3.88,175.56,1996-03-10
4.44,5.65,0.55,322.2,87.4,-999.0,-999.0,-999.0,-999.0,3.47,12.55,8.05,10.3,12.73,11.05,19.15,8.11,6.84,77.0,3.84,98.49,5.05,5.15,314.38,7.59,4.73,314.38,1996-03-11
3.91,5.26,0.48,336.4,78.4,-999.0,-999.0,-999.0,-999.0,1.9,11.45,7.26,9.36,12.17,9.11,16.26,7.15,6.47,77.56,1.44,98.81,2.8,3.05,243.69,4.56,5.76,244.75,1996-03-12
0.9,5.68,0.11,335.4,20.2,-999.0,-999.0,-999.0,-999.0,2.25,11.8,10.92,11.37,11.66,6.56,15.05,8.48,8.36,94.19,9.14,98.22,3.33,4.82,105.38,4.96,5.44,105.88,1996-03-13
2.7,5.73,0.33,358.7,56.2,-999.0,-999.0,-999.0,-999.0,2.94,12.41,11.18,11.8,12.29,6.68,16.09,9.41,8.48,90.69,17.41,98.1,4.38,5.86,127.56,6.42,6.07,128.25,1996-03-14
3.5,5.63,0.42,330.6,70.2,-999.0,-999.0,-999.0,-999.0,3.59,11.76,4.8,8.28,11.64,10.78,17.9,7.12,5.62,66.94,0.16,98.09,5.16,6.6,267.81,7.46,9.62,268.75,1996-03-15
5.46,5.59,0.66,303.1,104.3,-999.0,-999.0,-999.0,-999.0,3.38,11.33,1.89,6.61,11.52,14.18,19.03,4.85,4.46,57.44,0.01,98.71,4.91,3.41,267.69,7.84,2.9,268.5,1996-03-16
5.36,5.74,0.64,324.0,104.2,-999.0,-999.0,-999.0,-999.0,1.89,11.21,3.8,7.51,11.89,14.37,18.44,4.07,5.07,64.25,0.01,99.2,2.95,3.62,227.12,4.71,5.18,226.19,1996-03-17
4.75,5.21,0.56,337.1,94.4,-999.0,-999.0,-999.0,-999.0,1.18,11.13,5.77,8.45,11.31,9.83,16.62,6.79,5.8,72.44,0.83,99.37,1.87,1.25,243.81,2.88,3.55,272.69,1996-03-18
5.34,5.73,0.63,308.8,104.0,-999.0,-999.0,-999.0,-999.0,1.66,11.42,4.94,8.18,11.96,14.92,19.57,4.65,5.49,70.0,0.0,99.34,2.6,2.95,215.31,4.24,5.16,215.75,1996-03-19
5.17,5.22,0.6,318.1,102.3,-999.0,-999.0,-999.0,-999.0,1.23,12.57,7.51,10.04,12.78,13.62,20.08,6.46,6.59,75.5,0.43,99.19,1.95,3.35,201.69,2.89,5.05,197.19,1996-03-20
5.97,6.06,0.7,320.6,114.1,-999.0,-999.0,-999.0,-999.0,2.45,14.43,8.6,11.51,14.48,15.41,22.65,7.23,7.02,71.94,0.45,99.39,3.55,3.61,204.38,5.08,6.43,206.19,1996-03-21
5.89,5.9,0.68,325.3,113.7,-999.0,-999.0,-999.0,-999.0,1.27,17.74,9.83,13.79,18.6,14.28,25.76,11.48,7.69,64.62,0.14,99.53,2.0,2.96,160.56,3.45,6.97,162.12,1996-03-22
5.77,5.78,0.66,316.5,111.6,-999.0,-999.0,-999.0,-999.0,1.19,18.0,10.77,14.38,18.85,16.8,27.45,10.65,8.12,68.94,0.0,99.69,1.88,2.46,125.0,2.91,5.52,117.88,1996-03-23
5.64,5.84,0.64,336.5,112.4,-999.0,-999.0,-999.0,-999.0,1.8,18.3,11.27,14.78,18.82,15.9,27.6,11.71,8.42,69.62,0.0,99.82,2.69,2.59,174.69,3.88,5.39,177.25,1996-03-24
5.5,5.56,0.62,360.8,110.7,-999.0,-999.0,-999.0,-999.0,1.14,21.49,11.21,16.35,21.55,20.8,33.12,12.32,8.48,60.75,0.0,99.59,1.84,2.7,174.06,3.03,5.05,178.44,1996-03-25
3.72,6.31,0.41,383.7,75.8,-999.0,-999.0,-999.0,-999.0,2.5,19.91,11.98,15.94,18.84,12.12,27.22,15.09,8.91,63.38,0.0,99.05,3.91,5.12,239.31,6.41,7.88,239.62,1996-03-26
5.46,6.35,0.61,358.9,108.5,-999.0,-999.0,-999.0,-999.0,4.11,16.53,9.02,12.78,17.12,11.88,22.93,11.05,7.32,65.12,0.09,98.93,5.8,5.57,319.62,8.29,5.06,319.62,1996-03-27
4.5,6.26,0.5,341.0,89.6,-999.0,-999.0,-999.0,-999.0,2.87,15.8,7.24,11.51,16.32,15.16,24.13,8.98,6.47,62.44,0.16,99.13,4.2,3.2,287.0,6.52,3.8,287.5,1996-03-28
6.38,6.38,0.7,305.5,122.5,-999.0,-999.0,-999.0,-999.0,1.91,15.61,6.03,10.82,15.79,15.62,23.69,8.08,5.98,59.94,0.0,99.31,2.8,5.75,252.44,4.06,6.73,268.5,1996-03-29
3.38,6.18,0.37,353.7,68.9,-999.0,-999.0,-999.0,-999.0,3.31,17.03,6.8,11.91,16.45,19.02,27.66,8.65,6.41,54.88,1.11,98.82,4.84,7.84,265.88,7.03,9.02,266.44,1996-03-30
5.87,6.6,0.64,356.6,115.3,-999.0,-999.0,-999.0,-999.0,3.17,16.19,8.58,12.38,16.8,11.43,22.55,11.12,7.08,65.19,0.29,99.13,4.56,8.11,279.12,6.61,9.33,279.12,1996-03-31
4.95,6.61,0.54,362.7,98.8,-999.0,-999.0,-999.0,-999.0,2.6,17.61,9.4,13.51,17.81,16.34,26.11,9.76,7.51,63.31,0.01,98.99,3.91,5.12,207.06,6.09,6.74,207.5,1996-04-01
4.97,6.28,0.53,348.9,98.7,-999.0,-999.0,-999.0,-999.0,2.8,16.54,9.01,12.78,17.12,11.37,22.4,11.04,7.32,63.56,0.63,98.54,4.02,4.72,257.0,5.75,6.5,255.19,1996-04-02
1.18,6.69,0.12,348.2,26.7,-999.0,-999.0,-999.0,-999.0,2.02,12.84,7.84,10.34,13.2,9.47,17.37,7.9,6.71,73.06,4.06,99.11,2.97,3.29,286.56,4.19,3.83,287.38,1996-04-03
5.47,6.63,0.58,317.7,108.5,-999.0,-999.0,-999.0,-999.0,2.78,11.69,3.29,7.49,12.45,14.16,19.35,5.19,4.88,62.81,0.02,99.52,4.08,4.39,292.12,6.01,4.76,291.5,1996-04-04
5.92,6.21,0.62,336.3,117.3,-999.0,-999.0,-999.0,-999.0,2.38,13.11,5.71,9.4,13.85,15.24,21.41,6.17,5.8,64.69,0.0,99.23,3.31,5.07,200.31,4.39,7.77,201.81,1996-04-05
4.27,6.58,0.45,347.2,87.1,-999.0,-999.0,-999.0,-999.0,2.12,12.97,8.8,10.88,13.81,9.29,18.63,9.34,7.14,77.94,0.15,99.2,3.03,4.2,76.62,4.09,5.1,76.44,1996-04-06
5.49,7.09,0.57,320.9,109.6,-999.0,-999.0,-999.0,-999.0,1.85,13.12,7.75,10.44,14.08,11.17,18.9,7.73,6.65,73.0,4.56,99.58,2.68,2.16,33.69,3.78,1.78,33.75,1996-04-07
4.18,6.6,0.44,354.6,85.6,-999.0,-999.0,-999.0,-999.0,2.41,14.03,7.14,10.58,15.31,10.7,19.88,9.18,6.35,66.81,0.32,99.8,3.37,2.48,216.94,5.01,1.87,246.25,1996-04-08
4.82,6.94,0.5,351.4,96.6,-999.0,-999.0,-999.0,-999.0,1.96,12.7,7.19,9.94,13.35,10.56,18.12,7.55,6.35,71.81,1.31,99.79,3.01,2.06,328.31,4.66,2.77,327.62,1996-04-09
5.21,7.13,0.54,331.1,104.6,-999.0,-999.0,-999.0,-999.0,2.96,12.44,6.06,9.25,13.02,11.4,18.58,7.19,5.92,69.5,1.34,99.65,4.34,3.46,235.38,6.38,3.26,250.0,1996-04-10
6.85,6.91,0.7,329.7,131.9,-999.0,-999.0,-999.0,-999.0,1.95,14.55,5.27,9.91,15.47,16.98,23.62,6.64,5.68,61.75,0.01,99.4,3.06,2.17,221.69,4.7,3.5,220.75,1996-04-11
6.83,6.83,0.7,323.2,133.0,-999.0,-999.0,-999.0,-999.0,1.95,17.33,6.12,11.72,17.54,18.18,27.15,8.98,6.1,55.75,0.0,99.01,2.84,3.85,216.12,4.11,7.21,214.94,1996-04-12
6.36,6.64,0.64,335.4,124.9,-999.0,-999.0,-999.0,-999.0,1.72,18.73,8.83,13.78,18.79,16.23,27.55,11.31,7.2,58.25,0.0,99.17,2.44,4.01,187.25,3.27,6.37,188.75,1996-04-13
5.9,6.67,0.59,340.7,117.2,-999.0,-999.0,-999.0,-999.0,1.77,19.23,9.3,14.26,19.31,14.27,27.05,12.8,7.39,56.19,4.41,99.18,2.6,2.88,232.75,3.95,6.0,246.06,1996-04-14
3.24,7.13,0.33,367.3,67.9,-999.0,-999.0,-999.0,-999.0,2.69,14.4,9.14,11.77,14.8,9.27,19.5,10.23,7.26,72.5,0.44,99.5,3.88,4.17,240.88,5.74,4.34,240.06,1996-04-15
7.05,7.09,0.7,305.4,133.2,-999.0,-999.0,-999.0,-999.0,2.41,13.35,4.86,9.11,14.46,12.08,20.17,8.09,5.55,63.56,0.44,99.68,3.57,3.5,159.0,5.1,3.3,157.75,1996-04-16
6.07,6.82,0.6,340.0,118.7,-999.0,-999.0,-999.0,-999.0,3.82,15.37,6.91,11.14,15.55,18.75,25.48,6.73,6.41,61.0,1.64,99.14,5.52,6.23,236.12,7.87,7.57,237.19,1996-04-17
5.04,7.28,0.5,361.2,102.5,-999.0,-999.0,-999.0,-999.0,4.82,14.19,8.58,11.38,14.74,12.23,20.48,8.26,7.02,71.44,5.72,99.14,6.74,6.95,301.75,9.27,6.39,301.94,1996-04-18
6.94,7.2,0.69,312.1,135.5,-999.0,-999.0,-999.0,-999.0,2.83,14.08,6.4,10.24,15.17,14.04,21.63,7.59,6.04,65.69,0.12,99.81,4.05,4.26,156.81,5.87,5.09,156.38,1996-04-19
7.24,7.37,0.71,311.9,138.7,-999.0,-999.0,-999.0,-999.0,2.31,15.12,5.03,10.08,16.08,16.16,23.24,7.08,5.55,58.19,0.0,99.8,3.45,2.39,193.38,5.12,5.27,194.19,1996-04-20
7.08,7.08,0.69,338.1,137.4,-999.0,-999.0,-999.0,-999.0,3.29,15.97,8.28,12.12,16.85,14.98,24.09,9.12,6.9,66.38,0.0,99.63,4.7,4.26,173.12,6.55,5.63,174.25,1996-04-21
6.01,6.84,0.59,355.1,118.8,-999.0,-999.0,-999.0,-999.0,3.83,16.73,10.59,13.66,17.5,15.66,25.03,9.36,8.06,71.75,0.0,99.5,5.39,6.54,143.0,7.1,6.34,143.75,1996-04-22
3.64,7.3,0.35,351.8,75.2,-999.0,-999.0,-999.0,-999.0,3.48,17.35,11.1,14.23,17.8,8.86,22.25,13.39,8.36,70.06,0.0,99.27,4.85,5.07,121.06,6.82,4.01,122.19,1996-04-23
3.8,7.08,0.37,368.8,78.5,-999.0,-999.0,-999.0,-999.0,3.18,17.26,12.84,15.05,17.62,10.08,23.14,13.07,9.34,77.56,0.03,98.99,4.41,5.07,83.0,5.85,4.83,84.06,1996-04-24
2.08,7.18,0.2,358.2,44.7,-999.0,-999.0,-999.0,-999.0,4.64,17.48,12.39,14.94,18.17,10.77,24.63,13.87,9.16,75.44,0.43,98.4,6.34,3.07,54.06,7.87,4.34,56.62,1996-04-25
6.08,6.83,0.58,379.9,121.8,-999.0,-999.0,-999.0,-999.0,3.98,17.45,12.48,14.97,18.15,8.76,22.53,13.77,9.22,75.0,7.45,98.16,5.57,6.48,163.06,7.26,6.77,178.38,1996-04-26
5.0,7.25,0.48,384.2,102.2,-999.0,-999.0,-999.0,-999.0,1.79,17.7,11.65,14.68,18.4,9.46,22.76,13.3,8.73,70.44,7.57,98.47,2.62,2.24,310.44,3.94,3.08,309.0,1996-04-27
7.15,7.28,0.68,346.9,141.0,-999.0,-999.0,-999.0,-999.0,1.77,17.69,11.69,14.69,18.57,13.6,24.93,11.33,8.73,71.38,6.54,98.68,2.53,3.62,214.25,3.7,6.95,216.06,1996-04-28
6.3,6.95,0.59,371.7,125.5,-999.0,-999.0,-999.0,-999.0,3.43,16.92,13.14,15.03,17.65,9.23,22.26,13.04,9.64,80.06,8.58,97.89,4.77,5.55,174.5,6.52,7.12,175.25,1996-04-29
5.96,7.55,0.56,360.7,119.4,-999.0,-999.0,-999.0,-999.0,3.77,16.82,9.91,13.37,17.65,12.0,23.2,11.2,7.75,67.19,3.98,98.26,5.26,5.99,303.94,7.41,5.48,303.56,1996-04-30
6.94,7.54,0.65,365.0,137.6,-999.0,-999.0,-999.0,-999.0,1.46,18.23,10.33,14.28,19.19,14.65,25.47,10.82,8.0,64.31,0.06,98.72,2.18,3.99,186.81,3.24,4.67,191.62,1996-05-01
6.68,6.62,0.62,381.1,131.5,-999.0,-999.0,-999.0,-999.0,1.93,19.9,11.33,15.62,21.14,13.16,27.46,14.3,8.54,62.88,0.29,98.88,2.74,5.03,191.75,3.98,7.09,193.62,1996-05-02
5.82,7.35,0.55,365.0,116.5,-999.0,-999.0,-999.0,-999.0,2.34,19.58,11.6,15.59,21.28,13.97,27.26,13.29,8.67,64.69,0.23,98.86,3.23,5.11,183.06,4.59,7.15,184.62,1996-05-03
5.21,6.28,0.48,378.4,105.1,-999.0,-999.0,-999.0,-999.0,2.42,18.96,12.87,15.91,20.26,12.23,25.62,13.39,9.4,71.12,0.11,98.89,3.3,4.99,43.69,4.2,5.91,43.56,1996-05-04
6.66,6.97,0.62,372.7,133.2,-999.0,-999.0,-999.0,-999.0,4.14,19.67,13.12,16.4,20.98,12.08,26.55,14.47,9.58,69.25,0.18,98.9,5.61,3.59,74.44,7.31,2.93,74.38,1996-05-05
7.09,7.28,0.66,379.2,141.5,-999.0,-999.0,-999.0,-999.0,2.47,20.81,11.98,16.4,22.81,16.23,29.54,13.32,8.91,62.56,0.06,98.93,3.38,3.78,211.69,4.78,6.37,237.56,1996-05-06
6.69,6.66,0.62,367.4,129.8,-999.0,-999.0,-999.0,-999.0,1.95,20.98,13.63,17.31,22.59,15.0,29.31,14.31,9.89,68.06,0.21,98.79,2.67,3.98,119.69,3.59,6.84,121.25,1996-05-07
6.93,6.88,0.64,368.3,137.3,-999.0,-999.0,-999.0,-999.0,2.54,21.76,13.02,17.39,23.39,15.68,30.12,14.44,9.52,62.81,0.0,98.99,3.48,2.9,172.19,4.98,5.41,157.56,1996-05-08
4.36,7.48,0.4,392.8,90.8,-999.0,-999.0,-999.0,-999.0,2.23,21.08,13.28,17.18,21.94,11.86,27.6,15.74,9.7,64.38,0.26,98.57,3.16,5.13,141.56,4.41,5.95,154.38,1996-05-09
4.06,7.5,0.38,401.8,85.6,-999.0,-999.0,-999.0,-999.0,2.87,20.3,14.04,17.17,21.69,12.95,27.49,14.53,10.25,70.19,3.81,98.11,3.85,7.44,167.0,4.96,10.23,168.88,1996-05-10
7.11,7.5,0.65,366.3,142.0,-999.0,-999.0,-999.0,-999.0,4.18,19.77,9.55,14.65,20.9,14.48,27.25,12.78,7.57,56.0,0.06,98.57,5.72,4.95,253.88,7.82,6.14,253.38,1996-05-11
6.0,7.3,0.55,365.8,119.8,-999.0,-999.0,-999.0,-999.0,2.39,16.73,10.26,13.49,17.76,11.59,23.62,12.03,7.87,68.38,12.24,99.23,3.36,5.87,263.31,4.68,6.84,277.19,1996-05-12
